BoroCT2020,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
3019300,0.54416627,0.2991689,0.3163903,0.668374,-0.56243867,0.8604896,0.13963255,-0.46020272,0.06789681,-0.18310478,0.1681644,-1.9746258,-0.99438465,-0.5061923,0.40803295,-0.18565235,0.45197067,0.30337062,-0.39849088,0.58860314,-0.6185434,-0.04562144,0.43705434,0.00941844,0.478041,2.127625,1.0218551,-0.07530913,1.3312037,0.3456085,0.18800491,-0.2507837,-0.9444435,-0.49756572,-0.19574519,-0.98278695,0.25853053,-0.44196445,-0.16910945,0.20443197,0.2328203,0.14228936,0.9170603,0.03465693,0.4408421,0.82796484,0.282826,0.5302257,0.05228558,-0.37582183,0.15656175,0.38994357,0.24616797,0.37114874,-0.27253103,0.52745825,0.17256348,0.3299395,0.9370963,1.0093504,0.76842296,-0.17953956,-0.2065045,0.13784246
3047700,-0.35845542,-0.10886881,0.16780327,1.0320252,-0.9108419,1.0252104,-0.29131693,0.05431099,0.001733856,-0.2718787,1.085696,-2.4823518,-0.9390903,0.023522172,-0.49835423,0.2974601,0.65283144,-0.4424206,0.53324556,-0.00045104168,-0.38897833,-0.14002058,0.41775927,0.1534623,0.7440084,1.6348534,1.306523,-0.43449777,0.65041506,0.43575022,-0.44553202,-0.36708638,-0.5495895,-0.82186043,-0.47062707,-1.2511791,0.17334248,-0.2683204,0.3060604,0.24641126,0.3777646,0.54850864,0.003967599,-0.036276974,0.7292913,0.6336831,1.1636581,0.7313696,0.2858303,0.07204896,-0.99768674,0.43637428,0.60070336,0.24024427,-0.6733034,1.2192035,-0.4436733,-0.045833383,0.4376782,0.8796491,0.21053824,0.4133401,-0.07805993,-0.33216432
3051500,0.26869872,0.19242339,-0.14301664,0.58134717,-0.2874101,1.1452087,-0.083687276,0.013070585,-0.021040924,-0.19333899,-0.053881843,-2.0925245,-0.44587946,-0.5483079,0.30283472,0.39040157,0.343683,-0.047471106,-0.4104653,0.16155516,-0.73348325,0.020516207,0.96745473,0.10876266,0.26619428,2.4352982,1.3829144,-0.020773854,0.9572772,0.057392016,0.10020609,-0.47214168,-0.862224,-0.4608438,-0.09715342,-1.1809336,0.09301056,-0.5909764,-0.06663168,0.07879735,0.26691598,0.5094638,0.60045236,0.044474028,0.63755995,1.1289275,0.35721403,0.57355005,0.4214112,0.051934477,-0.04660397,0.78739995,0.43147913,0.6889168,-0.50639325,0.38081557,-0.120540336,-0.10073648,0.4948193,0.7680105,0.11897186,0.06645881,-0.026106505,0.17888325
3020200,-0.8566514,0.035668492,0.16043308,1.1628716,-0.6049397,1.3332835,0.8002367,-0.53727823,-0.65116316,-0.8265778,0.28029668,-3.0029078,-0.29334345,-0.5120016,0.0033618868,-0.017043592,0.6111642,0.1745137,0.022564521,-0.2265709,-0.065367386,-0.3127473,0.6594339,0.47495577,0.68539596,2.3707452,0.897892,-0.4916643,0.90526676,0.19762847,-0.4367114,0.005245934,-0.74548656,-0.87813616,0.28586778,-1.0990418,-0.7068995,-0.34154028,-0.0023559309,0.48132104,1.1661057,-0.49296397,0.5189906,-0.09942332,0.76131994,0.3245791,0.6052973,1.830174,1.2036295,0.3684584,-1.2857332,-0.12922283,-0.054294046,0.9968294,-0.8456635,0.76278114,-0.17650275,-0.20566845,0.28344616,0.00668231,0.61040276,0.90899503,-0.057255257,-0.2827781
1006300,0.027271157,0.65461653,-0.19062644,0.98845726,-0.64166933,0.7677212,0.4867866,-0.28593946,0.0969124,-0.53865826,0.065990105,-3.763816,-1.2835848,-0.5186335,-1.2009388,0.015520715,0.24502733,0.24491556,-0.13437293,-0.36446086,-1.7091489,0.120555714,-0.526668,-0.1917519,-0.5117785,1.4504868,2.4128513,-0.00036575476,1.0203608,0.38458732,0.6533204,-0.5086673,-1.835825,-0.5072868,0.400097,-0.10146047,0.17898439,0.4080779,0.18423149,-0.5142032,-0.40435722,-0.97847813,1.4200025,-2.3093538,0.6495539,1.1850903,0.35323948,0.8507925,-0.16058762,0.07942995,-0.087947324,0.69483006,0.32344595,0.9518804,-0.075216025,0.19251466,-1.0300877,0.12423046,1.6530191,0.7823591,0.18876855,0.6135734,-0.39329547,0.024294771
1005501,0.6032859,0.465343,0.22484124,0.19454837,-0.31030184,0.7000422,-0.0027025405,-0.048821855,0.10507837,-0.29513532,0.29917455,-1.7980964,-0.83593154,-0.13638744,0.20280257,-0.21364191,0.15168427,0.33044952,-0.5171681,0.7983484,-0.40773994,-0.28987446,0.38092685,0.14677027,0.09581429,1.4149086,1.3802512,0.28682932,1.4598128,0.020905506,-0.3973771,-0.56089634,-1.7148627,-0.48625487,-0.2846876,-0.6706721,-0.099702306,0.21911557,0.077080645,0.2846516,0.17593165,-0.12345804,1.3273618,-0.5211245,0.55519474,0.09430401,0.2449375,0.0059437305,-0.057870544,-0.09620294,0.13214156,0.3277309,0.32374984,0.2623709,-0.53950495,0.56269246,0.06979265,-0.19028124,1.6268718,0.708701,0.5381612,-0.5329706,-0.048779365,0.0064266557
1021703,0.04059177,0.098771706,0.82013565,0.38480678,0.13282786,1.0706366,-0.18822475,-0.1285346,-0.11422344,-0.2711858,0.3462476,-0.18679549,-1.0134159,-0.67808974,0.48767132,0.14735156,-0.021335311,0.51796216,0.010184728,0.26364857,-0.21232186,-0.071667835,0.6238835,0.23924598,0.241075,1.698896,0.026063718,-0.037290443,1.3356031,-0.15103966,0.10254968,-0.47434524,-0.40974954,-0.23917422,-0.13182539,-0.9710178,0.09712866,-0.3806148,0.19171587,0.1038461,0.15958141,0.0200165,1.3180424,-0.022763742,0.46743146,0.8997948,0.3057939,0.6393013,-0.18941556,-0.22904289,-0.08162373,0.7925346,0.4671278,0.49563593,-0.07752863,0.5924634,0.15005189,0.31607643,1.3324615,0.5740129,0.5693403,0.10608517,-0.088554256,0.23788176
1025500,-0.01765815,0.29524317,0.3201471,0.47444803,-0.2749857,1.2694951,-0.0052523715,0.005499662,-0.011296032,-0.28925613,0.37376428,-1.0364972,-0.83425707,-0.22270411,-0.1256388,0.18169945,0.08481683,-0.023797488,0.23435086,0.201241,-0.55271256,-0.21942665,0.31505394,0.17293547,0.46889788,1.5295419,0.5772131,-0.06991274,0.9032263,0.114753805,-0.10806429,-0.3696218,-0.7116242,-0.6570191,-0.31639788,-0.57372594,0.386917,-0.09287195,0.12539212,0.37926355,0.16359556,-0.0060029635,0.7977706,-0.2612975,0.6182894,1.0270903,0.47357205,0.5052127,-0.054806165,0.06881665,-0.35401434,0.5263084,0.5092064,0.42049405,-0.24691999,0.8837456,-0.15598407,0.12106302,1.1697582,0.6279699,0.44382575,0.244899,-0.23078589,-0.05521099
1004002,0.17124538,0.83168143,-0.19588359,0.95080596,-0.64320236,0.68794715,0.6760144,-0.45260122,0.10829853,-0.59097,0.015165017,-4.074298,-1.1857634,-0.5905626,-1.105978,-0.02933173,0.23008569,0.44665685,-0.25628656,-0.375528,-1.9218416,0.14686343,-0.65771663,-0.24094573,-0.730508,1.45665,2.6883273,0.06142664,1.1037081,0.3932595,0.79813874,-0.5646075,-2.191003,-0.35365102,0.5345695,0.01934944,0.1573932,0.54372114,0.11362774,-0.76950026,-0.46881816,-1.1647551,1.735843,-2.549194,0.6049575,1.2690759,0.23859537,0.7613034,-0.2174019,0.0121033555,0.09701769,0.623562,0.30705777,1.0721902,0.009760482,0.0092036985,-1.1231307,0.17273736,1.9237378,0.8011898,0.11097943,0.58415586,-0.49352172,0.11369186
1007500,-0.024199996,0.19324648,-0.05291464,0.7381629,-0.7580673,0.9638213,0.12126215,-0.05138897,0.06529339,-0.30834234,0.65285873,-2.7598882,-1.1111144,-0.23192786,-0.21021403,0.040146932,0.432865,-0.10153193,-0.0046993317,0.3903716,-0.6334434,-0.18238074,0.3364737,0.11491651,0.4236036,1.7851506,1.5909563,-0.036105257,1.1218272,0.25022557,-0.16973442,-0.40195286,-1.2041715,-0.68936837,-0.3635471,-1.0533043,0.21264552,-0.07168606,0.09899388,0.030638784,0.21836247,0.107133575,0.44747922,-0.5151446,0.7666479,0.7337133,0.8262333,0.5383014,0.08946807,0.10385545,-0.61391866,0.50260717,0.5593063,0.4186488,-0.6663245,0.89932126,-0.32515907,-0.019642005,0.8299306,0.997933,0.37315908,0.07381176,-0.26295722,-0.2063432
1007300,-0.15190867,0.24379376,0.062208243,0.92399955,-0.8050254,0.9038147,-0.013242304,-0.051693074,0.055705667,-0.35722208,0.8116468,-2.966193,-1.0269812,-0.080037564,-0.6118751,0.22021672,0.4701383,-0.18120384,0.31655708,-0.0075307763,-0.77479696,-0.13954972,0.12593797,0.117687486,0.27799797,1.499372,1.7502867,-0.2581295,0.8363138,0.39368388,-0.14152405,-0.444178,-1.1095425,-0.72236174,-0.22827464,-0.87734413,0.15354039,0.020406468,0.20397425,-0.07804943,0.14909083,0.029404191,0.5474343,-0.7551944,0.69273466,0.67615974,0.92067057,0.62240845,0.103331625,0.14507115,-0.68246925,0.491799,0.6029589,0.43527055,-0.5163749,0.88941437,-0.6322462,-0.03089049,0.910405,0.8218793,0.08838981,0.45358908,-0.21071294,-0.23380952
1004800,0.23147088,0.69513565,-0.14348194,0.96247995,-0.50173813,0.7724085,0.618094,-0.444171,-0.010414775,-0.60209054,-0.2798301,-3.8255558,-0.9821975,-0.78979695,-0.9714315,0.056379464,0.21896926,0.6445302,-0.45807683,-0.4389157,-1.9391711,0.2664359,-0.4627282,-0.25013262,-0.7099899,1.6839609,2.5902479,0.13109134,0.9809153,0.32683197,0.96697474,-0.5351885,-2.0030432,-0.25787535,0.70023453,-0.006991407,0.13262302,0.315982,0.18056831,-0.64551705,-0.47217408,-1.057106,1.7805982,-2.4354484,0.5701836,1.4601976,0.018984532,0.8242695,-0.11562948,-0.04864613,0.28241733,0.84579563,0.16591762,1.123693,0.1414084,-0.24380235,-1.0130205,0.16428205,1.7559848,0.67014134,0.17873235,0.6125744,-0.3282322,0.28093725
