h3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
882a100f3bfffff,-0.47526988,0.5135172,0.19826451,1.4028292,0.21741956,-0.42205977,-0.28506774,-1.6434709,0.88784724,0.3267406,1.0002427,-1.4348655,0.7629885,-1.4007064,-0.08052886,0.30143082,0.38041043,0.64100987,-0.2084216,-0.15125284,0.09445124,-0.94582164,-0.8382289,-0.5380911,-0.21004833,-0.8849686,-0.87214833,-1.0855639,-0.43241236,-0.19646409,1.3967725,-0.5460205,-0.8475222,0.6175405,-0.30731252,1.0002726,-0.52329975,0.8567396,-0.38080987,-0.87191975,-0.0031201823,0.59617233,1.3191521,1.4948372,-0.03324341,0.34242585,-0.527079,1.0915419,-0.1182738,-0.6680541,0.5400237,-0.13248493,1.2794614,0.045562837,0.14887603,0.30706108,-0.02494007,-0.45935473,-0.49243665,-1.6204814,0.7908445,0.50139,0.14469911,0.37906864
882a100f3dfffff,0.53324306,0.93150645,1.0735333,1.6733738,1.6845305,0.056107137,-0.61351275,-0.88536835,-1.0531105,-0.2058974,0.122841306,1.7015216,-0.3651724,-1.0392773,-0.2921835,1.7600726,0.50247484,-0.8067612,-1.6192862,-0.4777725,0.68997204,-0.72497356,1.2710677,-0.8379213,1.0375698,0.4205861,-1.344894,-0.79149723,-0.8635635,-0.80002326,0.1999007,0.71310407,0.06391197,-1.3788004,-1.1515379,1.8033497,-0.12957099,1.0181953,-1.1610767,-1.0154101,-0.36842325,-0.40762416,0.7449023,-0.5603406,1.0473882,0.55561864,0.52540624,0.10781659,-0.09733671,0.19198643,0.07503629,1.7513211,1.238457,-0.25313458,-1.4874744,0.3707927,-0.9967572,-2.2504587,-0.082636,-0.21398629,1.3938525,-0.80352724,-0.39827365,0.10535192
882a100f43fffff,0.65540767,-0.18411551,-0.39157897,0.37818718,-1.0251757,-0.031119311,2.156337,-0.13822517,2.63638,-0.18481019,1.0138043,-2.5740938,-1.3224231,0.09131488,0.6975681,0.2238142,0.16629088,0.5708706,0.09766323,0.022308823,-0.12121324,0.4064651,-0.06275469,0.5566594,0.11023326,0.45074716,2.9807742,-0.39765486,-1.6119475,-1.1060542,-1.9280754,-0.79276204,1.4858191,1.0253701,0.03733473,0.7030908,-0.021134343,-1.9685105,-0.9229089,0.19232948,-0.1207298,1.1451854,-1.6601204,0.5792653,-0.4900858,-0.23229057,-0.20648654,0.8934481,0.049990617,-1.5290613,-0.65967125,-3.1860926,0.27708268,-0.21168125,-0.3744372,0.5074445,1.3487431,-0.3698939,0.6826179,0.00042306702,-0.066534564,1.3416042,1.1890975,-0.846701
882a100f49fffff,-0.3533611,-0.61382014,0.25844744,1.1702538,-0.37961635,-0.100405894,0.14744548,-1.5078644,1.1913426,0.8796036,1.2865394,-2.1754541,2.606617,-1.2611628,0.22688833,-0.79616785,0.38147825,0.3475095,-0.2547681,-0.2427966,1.420319,-2.160181,-0.8087236,-0.57073724,-0.27037385,-0.23428485,-1.0351465,-1.3056178,-0.399433,0.06214565,0.6407412,0.44072956,-1.5769309,-0.92644465,0.47771657,1.0103014,-0.3621013,-0.8847965,-0.10067682,-1.1739796,-0.35287163,0.93535507,1.1644933,1.848615,-1.0539106,0.636358,-0.590894,1.240221,0.9207108,-0.94790375,2.4070163,0.38309598,1.0834622,-0.63931036,-0.76383656,0.23736894,-0.97878355,-0.12975942,-0.047396943,-0.8796507,-0.44132364,0.6526264,1.4322957,0.68051255
882a100f4dfffff,0.24372077,-0.74991417,0.7836247,1.1719049,0.34530056,-0.15042423,0.3702723,-1.6279048,0.97250694,1.2551587,0.49060065,-1.5585359,2.2966917,-0.78824097,0.05359332,-0.20934215,-0.10265992,-0.33118325,-0.71878284,0.021816166,1.3858334,-2.0269573,0.009384595,-1.1369423,0.56356734,0.4182118,-0.990077,-1.7926762,-0.24240242,0.4473331,0.34339434,1.1596301,-0.9276268,-1.2730834,-0.22549441,1.1469473,-0.51255584,-0.8792677,-0.42541534,-1.8853705,-1.055508,0.20916767,1.3240738,1.3481616,-0.46921465,1.3382138,0.09836995,0.3252442,1.0568652,-0.33299217,2.4882963,0.7891652,1.4935135,-0.8523858,-1.4701219,-0.51901674,-1.4938793,-0.8614219,-0.21088819,-0.49916768,-0.5122699,0.3547964,1.5634848,0.77404946
882a100f53fffff,0.065368265,0.4516058,-1.3320967,-1.2149119,-1.8793062,1.8151635,1.6916467,0.34129566,0.34477568,-0.19350734,0.58918273,-0.8647176,0.6226178,0.5774866,1.6737943,-1.5394394,-0.010400614,-0.6696359,-0.3094699,-0.9543922,0.32247704,-0.7445164,-0.24887933,1.2984345,-0.53536737,1.0725081,2.1856194,0.3301617,-1.6654031,-0.13446642,-1.7622986,-0.28491336,0.5963183,-0.22504306,0.6037195,-0.080091596,0.7419873,-2.621162,-1.1867881,1.168652,-0.6289392,1.9261267,-0.8448615,-0.120512605,-1.0198411,-0.9749279,-0.6214791,0.14775136,1.1085469,-0.85600877,1.8018361,-1.0045211,-0.3832287,0.38011864,-0.5049984,0.061338097,0.4735658,0.5250934,1.2310303,-0.07621719,-0.48504734,0.071778774,1.1262822,0.47002608
882a100f57fffff,-0.08452024,-0.43012738,-0.92120177,-0.048496205,-1.4988223,0.6867531,2.1461072,-0.42416734,2.01967,0.20244732,1.5088067,-3.0723412,0.44586617,0.15179762,1.5775393,-1.1503524,0.18355377,0.14954853,0.46028185,0.06596903,0.42387652,-0.5960392,-0.33183214,0.8326007,-0.29298967,0.53573704,2.2517583,-0.3420087,-1.4985838,-0.45408303,-1.7925752,-0.55643433,0.56560457,-0.05469186,0.4694062,0.6491494,0.27072167,-2.5529635,-0.8232721,0.50138444,-0.5383914,1.7231773,-1.1384215,0.8398126,-0.9802936,-0.6719353,-0.8018497,1.0495232,1.1136348,-1.4572525,0.94277185,-2.7092535,0.34625894,-0.008134425,-0.19483761,0.48139298,0.50929815,0.08411618,0.5798269,-0.5399417,-0.81397915,1.3276225,1.6509826,-0.032403983
882a100f5dfffff,0.65540767,-0.18411551,-0.39157897,0.37818718,-1.0251757,-0.031119311,2.156337,-0.13822517,2.63638,-0.18481019,1.0138043,-2.5740938,-1.3224231,0.09131488,0.6975681,0.2238142,0.16629088,0.5708706,0.09766323,0.022308823,-0.12121324,0.4064651,-0.06275469,0.5566594,0.11023326,0.45074716,2.9807742,-0.39765486,-1.6119475,-1.1060542,-1.9280754,-0.79276204,1.4858191,1.0253701,0.03733473,0.7030908,-0.021134343,-1.9685105,-0.9229089,0.19232948,-0.1207298,1.1451854,-1.6601204,0.5792653,-0.4900858,-0.23229057,-0.20648654,0.8934481,0.049990617,-1.5290613,-0.65967125,-3.1860926,0.27708268,-0.21168125,-0.3744372,0.5074445,1.3487431,-0.3698939,0.6826179,0.00042306702,-0.066534564,1.3416042,1.1890975,-0.846701
882a100f61fffff,-0.4496762,-0.5960199,0.4424421,1.2215477,-0.9486456,0.5208497,0.5647633,-0.87285143,1.0868176,0.41923255,1.6506313,-1.4736813,2.3543622,-1.1786529,-0.3247508,-1.5447909,0.2492817,0.17139947,-0.5344867,-0.51613724,1.2343179,-1.6145823,-0.9861807,-0.7256007,-0.1909303,-0.15786935,-0.46332118,-1.144665,-1.1119235,-0.51202947,0.5523786,0.45491076,-1.1967502,-0.63715684,0.8259544,0.92663956,-0.8934905,-1.4054958,-0.37212536,-0.97405046,-0.3497258,1.2567935,0.46752766,2.3740582,-1.7129574,1.043458,-0.17277977,1.5952908,0.031690743,-1.1413265,2.1304038,0.29515085,0.77245367,-0.40164486,-0.9415967,0.0547439,-0.20818368,0.18032487,0.5086303,-1.0792125,-0.081743956,0.56497335,1.6906619,1.0284394
882a100f65fffff,0.21696173,-0.08273306,-0.07173253,0.62852496,-0.8317607,0.37844244,1.1543254,-1.0418841,1.5923495,1.1478393,0.7268987,-2.5802507,1.9480593,-0.5673062,0.9230772,-0.7606795,0.29297122,-0.19396186,-0.691669,-0.53844625,0.9759669,-1.8938534,-0.45368984,0.035352256,-0.10194285,0.5518776,0.27479988,-1.2141205,-1.0226198,0.2864683,-0.29946032,-0.19164196,-0.50742906,-0.44812593,0.17928785,0.89137506,-0.12512532,-1.7186753,-0.7644429,-0.8605428,-0.47972572,1.0005096,0.43433037,1.3229635,-0.91114634,0.47501242,-0.11053526,0.6934382,0.9734983,-1.4179178,2.4586482,-0.78490746,0.8050739,-1.2176112,-1.0293715,-0.03929448,-0.24743953,-0.39881545,0.4144752,-0.49290326,-0.64656156,1.1857946,1.991199,0.5692759
882a100f67fffff,0.52493584,-0.68515444,-0.8592004,-0.14219166,-0.8800856,-0.29535073,1.6046581,-0.22527294,2.2546813,0.5050866,0.9249756,-2.6258075,1.0589435,0.061480902,1.2559767,0.23750216,0.6985889,0.3699121,0.61664164,0.27526605,0.54974455,-0.4438218,0.46356043,0.8875078,-0.5827782,0.42491078,2.4277282,-0.40439624,-0.6094813,-1.1330945,-2.7172742,-0.16156042,0.4547008,-0.48757738,-0.12946153,0.56234133,0.76317984,-2.3061545,-0.15769836,0.2500392,-0.14602254,1.0135022,-1.263799,0.527598,-0.6313094,-0.86522615,-0.6342793,1.0917065,1.2303967,-1.152014,0.32852533,-2.440753,-0.046422422,-0.2843157,-0.5280671,0.5773771,0.13691425,-0.23868102,0.40185738,0.5711605,-1.0644608,0.7744287,1.3991959,-1.0695351
882a100f69fffff,0.3615879,-0.4601493,0.44439298,0.9074339,-0.50116867,0.42994577,0.7291305,-0.8364215,1.1662092,1.2846638,0.72079325,-1.5094296,2.3352945,-0.7839,0.21359748,-0.8605251,0.27005997,-0.31086153,-0.9544418,-0.61432177,1.3115659,-1.9424461,-0.34407598,-0.5941178,0.17110637,0.50405777,-0.27532247,-1.4383532,-0.95759183,-0.013999241,-0.09237228,0.41662544,-0.7936259,-0.73632824,0.21408534,1.0123488,-0.44538027,-1.6469514,-0.6573884,-1.2649298,-0.6148521,0.7167853,0.51958984,1.6211952,-1.1287663,1.1194718,0.30791074,0.75611794,0.4943965,-1.0979962,2.4855416,0.07903519,0.780605,-1.1504129,-1.4344658,-0.2546961,-0.43636915,-0.55044883,0.4824391,-0.33907187,-0.45685506,0.7109971,1.9237075,0.7575236
882a100f6dfffff,0.67965674,0.11510043,0.5369512,-0.20873362,-1.0375566,1.245137,1.5150111,-0.11558048,0.7051664,1.1610365,-0.4470214,-0.95095694,0.79143524,0.4467426,0.52677166,-1.231186,-0.99135673,-1.2108645,-1.6059723,-1.5629525,0.21593454,-1.221596,-0.67480075,-0.08679303,0.28850788,1.258755,0.41930336,-1.0587933,-1.2734094,1.0473064,0.60382706,-0.55240035,0.39954647,0.6224258,0.18470287,0.18689471,-0.6391875,-1.5510156,-1.4514865,-0.80695456,-0.79768986,0.8249576,0.7277392,0.5512828,-0.90262663,1.3542346,0.7724453,-0.46912464,0.41739857,-1.0050712,2.0737424,-0.12547803,0.620187,-1.3325803,-1.3637332,-0.9063016,0.44755626,-0.029761277,1.1240572,-0.1868995,-0.48880863,1.0394979,1.8281547,1.2265676
882a101893fffff,-0.30486038,1.1255493,0.19266789,1.3727721,0.46748787,0.51715386,-0.95811635,-0.5075634,-1.2587694,-0.5906748,1.3101643,1.4427407,1.1970133,-1.6233965,0.105988204,0.4385739,1.0641102,-0.061219838,-1.1122856,-1.1431974,1.3581768,-1.4729905,0.35079488,-0.22427152,-0.26539382,-0.4499406,-1.9088825,-0.13808556,-1.2425065,-1.5445951,0.34320387,0.52383536,-1.1945759,-1.5901638,-0.11200314,1.7023934,0.17049237,0.50399554,-0.73730296,-0.32593378,0.24332218,0.90110713,0.7456448,0.54360515,-0.27718166,-0.36534318,-0.4837807,1.310306,-0.13823085,-0.27308565,0.90903455,2.159646,0.5167585,0.6242768,-0.993923,1.0554355,-0.87471193,-1.2760633,0.33465737,-0.5961409,1.407508,-0.94926834,-0.5282267,0.42438012
882a1018b3fffff,0.11305335,-0.558947,-0.7597542,0.016289718,-1.4083381,0.44561884,2.1525328,-0.042092234,2.3373528,-0.015663823,1.4080416,-2.7157195,-0.43143466,0.28966329,1.1234708,-0.9476592,0.0839597,0.49629614,0.64639896,0.12891872,0.11703783,0.11083105,-0.32001135,0.77468365,-0.13965735,0.4263521,2.8048754,-0.13062909,-1.4871281,-0.7550925,-1.9288775,-0.6101824,1.1254599,0.56063294,0.465423,0.37188393,0.048524257,-2.3872783,-0.58341646,0.6214561,-0.36510786,1.4594028,-1.651285,0.71176165,-0.89298224,-0.58671653,-0.728179,1.0090117,0.65524787,-1.4383558,-0.027881373,-3.1259222,0.13771804,-0.082829006,-0.12970008,0.52815187,0.9481452,0.11954498,0.57186496,-0.2598206,-0.5876461,1.2641988,1.4156063,-0.4385525
882a1018b7fffff,-0.2930516,1.409642,-0.06629749,0.7977638,-0.29402786,1.3220738,-0.74421597,0.2425669,-1.743622,-1.0163435,1.0921414,1.7548914,0.96008253,-1.1583312,0.2299958,-0.48154882,0.89531696,-0.1486375,-1.4844488,-1.9763972,0.6133981,-1.3123285,-0.3382265,0.4145181,-0.84354025,-0.52807766,-1.7336049,0.20901604,-1.6136281,-1.2745417,0.6525355,-0.2505674,-1.2017475,-0.59680676,0.31542334,1.1978111,0.23499551,0.35311204,-0.9455795,0.13355705,0.591049,1.5334334,0.5673396,0.69543886,-0.831717,-0.38087457,-0.3906789,1.3572768,-0.829938,-0.67346865,0.93555206,1.9803525,0.082555845,0.9524822,-0.62611884,1.3035202,-0.04795903,-0.64190435,0.9111001,-0.5487098,1.5867202,-0.6267575,-0.54692394,0.65334386
882a103803fffff,-0.33713466,-0.0069036083,0.16953997,-0.38449645,-1.8405699,2.221283,1.4907446,0.33016145,0.10984884,-0.58337796,0.6341984,-0.14490086,-0.28891286,0.38056177,0.08011481,-1.9862269,-1.4527805,-0.63467884,-0.6912999,-1.1493652,-0.74580497,0.13394487,-1.418514,-0.19421661,0.55025214,0.73749113,1.5753877,-0.4012271,-1.8402755,0.7094078,0.9102494,-0.23565315,1.1443417,1.5082169,0.6409401,-0.39654052,-1.224007,-1.5452118,-1.6138976,0.44174656,-1.252516,1.5962021,0.76041067,0.74218404,-1.0893302,0.9077624,0.16025296,-0.4593658,-0.7922834,-0.5482429,1.0439775,-0.83084536,0.17248711,0.5047341,-0.0468468,-1.3255619,1.5713949,0.99328613,1.0786223,-1.4609693,0.33186734,0.26313627,0.9426586,1.8145627
882a103805fffff,0.90070504,-0.11884776,0.03803303,-0.12859863,-0.80435574,0.7602089,1.4114487,-0.88350844,1.3696864,2.532878,-0.54489225,-2.6819465,1.1912433,0.3721271,1.389879,-0.90624744,-0.49878746,-0.90298885,-0.9856806,-0.8185249,0.5239766,-1.9122318,-0.37050346,0.24429248,0.5142719,1.1160003,0.075705156,-1.3852444,-0.68227595,1.6226417,0.07799407,-0.85659325,-0.16379987,0.29589298,-0.057363868,0.5370735,-0.16486675,-1.6681641,-1.083551,-1.1480713,-0.8722084,0.6678329,1.0593727,0.27909288,-0.5123354,0.96102524,0.40164062,-0.55833876,1.3359108,-1.576978,2.6514044,-0.8382796,0.97240657,-1.9267083,-1.1708369,-0.51162034,-0.29301932,-0.5352864,0.52593637,-0.028596645,-1.2370872,1.6983815,2.2236037,0.869889
882a103807fffff,-0.6827107,-0.44089147,-0.5823249,-0.13530193,-1.5600777,1.2122607,0.85723865,-0.23552793,0.502429,0.12111706,1.4476632,-1.1653624,1.5486313,-0.17374015,0.27839348,-1.6658726,-0.48676527,-0.012519547,0.23640235,-0.3793044,0.049665917,-0.5484898,-1.3741885,-0.09833336,-0.2738342,-0.06121787,0.93456143,-0.3947452,-1.0034528,-0.0908432,0.19770437,0.3809954,-0.28092155,0.6718004,0.625348,-0.18875562,-0.724032,-1.3545016,-0.433349,0.29352462,-0.9488399,1.6144973,0.56875646,1.5175682,-1.3806323,0.2113158,-0.5643515,0.5966654,0.09706352,-0.42313117,1.7083066,-0.73500943,0.17524184,0.7831001,0.16189583,-0.73433465,0.44119284,1.0010868,0.38707918,-1.4225472,-0.09911552,-0.029785687,0.8446169,1.0870057
882a103809fffff,-0.22136877,1.5101297,-1.0372704,-0.7743549,-1.3773085,1.8652931,1.2098306,0.6574858,-0.7727951,-0.48794279,0.31037387,0.16141498,1.0207931,0.36295322,1.5491406,-1.7650392,0.39561093,-0.9199921,-0.9784377,-1.725294,0.48117635,-1.3853672,-0.6184013,1.3868093,-1.0024118,0.75543463,0.44387984,0.46516198,-1.7621024,-0.38641685,-0.5649996,-0.78196514,-0.14361928,-0.4208482,1.0064429,0.20094573,0.9054329,-1.5647787,-1.2833029,0.6101112,0.24421786,1.7448632,-0.5228753,-0.3526987,-1.4089247,-0.9391288,-0.6215895,0.6391972,0.6342666,-1.1327624,2.0850925,0.12369251,-0.27292815,-0.031559177,-0.47958907,0.9389637,0.3066013,-0.03567787,1.5782192,-0.101029426,0.3673449,0.08859682,0.78784996,0.7866234
882a10380bfffff,-0.5585673,1.0204953,-1.0409691,-0.4867651,-1.3172225,1.9860398,0.6411502,0.54491216,-0.9424675,-0.9229396,1.1144667,0.46120337,1.1739506,-0.1541052,1.0403174,-1.45752,0.29185402,-0.3419956,-0.6990901,-1.3087585,-0.011595483,-0.7451733,-0.83824086,0.9505467,-0.8472118,0.032578424,0.63207525,0.435375,-1.7711592,-0.6987693,-0.33896324,-0.32039082,-0.28052646,0.038052138,0.7730145,0.3083528,0.3667039,-1.2248952,-1.1802143,0.9513321,-0.020963857,1.994495,-0.14284137,0.4073686,-1.3317808,-0.8742489,-0.8210814,0.8975984,-0.38302243,-0.6689237,1.4688653,-0.09396737,-0.37658322,1.2042502,0.087673984,0.43460703,0.7306174,0.21530414,1.1829352,-0.91965556,0.8442508,-0.45258763,0.314026,0.8337725
882a103821fffff,-1.4225258,0.8941645,-0.5054225,0.4670418,-1.4926873,1.9111264,0.5795831,0.15210281,-0.9680762,-1.9035944,2.1092021,0.7520683,0.09860288,-0.65767586,0.1483836,-1.725926,0.25027418,0.026732365,-0.30776086,-0.88824,-0.18339531,0.072180785,-1.2807295,0.25006285,-0.46218452,-0.5588093,0.44512463,0.3113504,-2.356192,-1.0573797,0.38387415,-0.099625826,-0.16476558,0.30475387,0.9494743,0.7087559,-0.54599065,-0.59002334,-1.2018042,1.1171169,-0.09108568,2.3549187,-0.19037871,1.1613692,-1.4378332,-0.5590901,-1.0126095,1.400498,-1.0677856,-0.5563308,0.737017,0.13594954,0.12902638,2.0029652,0.20386215,0.5073221,0.83167267,0.47386375,0.9231413,-2.144981,1.6492859,-0.40255514,-0.14626849,1.3413706
882a103823fffff,-0.67418015,1.2053001,-0.5265003,-0.0016508189,-1.3494903,2.1611016,1.2297394,0.044394203,-0.64391077,-1.1077758,1.2012981,0.06103149,0.2572293,-0.113541946,0.8756315,-1.5991411,-0.2969124,-0.63959503,-1.1072505,-1.1472042,-0.3094333,-0.3895731,-0.92639333,0.47065115,-0.22938062,0.3474692,0.79966754,-0.058776587,-2.2785578,-0.17909735,0.27153197,-0.251945,0.40905043,0.34021348,0.521556,0.40690517,-0.24208531,-1.1582036,-1.8160796,0.7307062,-0.64085346,1.9525158,0.123156115,0.63947934,-1.0099002,-0.20030479,-0.5901926,0.51560307,-0.45481122,-0.7106518,1.5757617,-0.53498864,0.34875053,1.0048213,0.023872865,-0.17964198,0.96651495,0.12759534,1.2063204,-1.6953657,1.0858105,-0.024719164,0.5182856,1.4079771
882a103825fffff,0.5539647,2.2397518,-0.4105363,0.8563553,0.86526084,-0.720963,0.2147952,-0.88514364,0.5751669,0.48981318,-0.41177386,-1.305875,0.78553945,-0.9528595,1.6019843,1.5106405,1.6596029,-0.010398809,-1.6673189,-1.1878444,0.5573344,-1.8471568,0.55620617,1.0711739,-1.155356,0.012330676,-1.1704463,-0.3281114,-0.52849996,-0.952856,-0.09535098,-1.6355219,-0.68198144,-0.6820358,-0.51684767,1.7840589,1.8679788,0.17231229,-0.8831247,-0.6413998,1.2651625,0.18183728,0.098024644,-0.6306373,0.45435724,-0.8762054,-0.45289856,1.1273525,0.757243,-1.6938015,0.5259032,0.0021738708,0.4002645,-1.7742271,-0.2085619,2.1222258,-0.3451095,-1.974119,0.50161594,0.59773725,0.76201814,0.9621783,0.15006001,-0.7719748
882a10382bfffff,-0.7206369,0.76870465,-0.80056715,-0.09433847,-1.4673538,1.442709,1.053759,-0.17764266,0.31415483,-0.59935784,1.1641215,-0.85126555,0.0492807,0.03185922,0.5736649,-1.6226993,-0.2506046,-0.11161834,-0.10638688,-0.5784003,-0.66755295,0.078616895,-1.6023716,0.29996926,-0.3306239,0.03485048,1.3019973,-0.16006689,-1.8283739,-0.20829841,0.33477175,-0.6848438,0.35417187,1.5701976,0.566694,0.09972536,-0.4949407,-1.0640032,-1.2211037,0.54039496,-0.49032554,1.7786953,0.30660617,0.9590468,-1.0441613,-0.20150475,-0.5024886,0.60029316,-0.44050708,-0.8644523,0.9693766,-1.2757955,0.1424183,1.063106,0.52868223,-0.31730795,1.2044183,0.56991005,0.7840771,-1.8711678,0.8731367,0.47506407,0.5689589,1.0519643
882a10383dfffff,-0.5599673,0.8730282,-0.37225044,0.36857447,-1.3176711,2.0835564,0.6803714,0.6518712,-0.73175126,-0.97583324,1.4506831,0.88282603,1.2228982,-0.62954205,0.55869615,-1.7106575,0.69111645,-0.3070283,-1.1231612,-1.6201102,0.7287393,-1.0578932,-0.4948552,0.5228545,-0.5507613,0.101209186,-0.0076567233,0.22301054,-2.2704005,-1.2469839,-0.3384154,-0.089427225,-0.42880306,-0.6762373,1.1617243,0.97518116,0.23533927,-1.5283296,-1.1830997,0.64652306,0.028345473,1.9669969,-0.60668266,1.2052256,-1.7338859,-0.4026065,-0.703676,1.4610115,-1.0728071,-1.1675259,1.4809791,0.4564812,-0.3336114,0.5816254,-0.57756096,0.8287754,0.5529955,-0.033531245,1.4927092,-0.78246987,1.1718632,-0.42903513,0.56276447,0.94354755
882a103847fffff,-0.5740651,1.7574676,-1.3554909,-0.70904684,-1.6261791,1.9023234,1.2049004,0.72716653,-0.757178,-0.92387956,0.45068026,0.07315688,0.6978303,0.054426562,1.807076,-1.6735787,0.9984327,-0.30746225,-1.0824833,-1.7829158,0.117891744,-1.2149782,-0.74614173,1.8023672,-1.4825792,0.07832348,0.40973163,0.89241636,-1.848283,-0.6617682,-0.5781208,-1.4099683,-0.3743876,-0.21267365,1.0395238,0.27743766,1.4584737,-1.279196,-1.0819715,1.1686442,0.8494269,2.039844,-1.0080839,-0.33806428,-1.3790307,-1.4695488,-0.9994945,1.1054267,0.34467912,-1.5319886,1.4625907,-0.2553928,-0.59823865,0.09357107,0.28689814,1.7260427,0.6047074,0.124118626,1.5724931,-0.020262346,0.7015068,0.31971747,0.4932726,0.43131027
882a103851fffff,-0.2386875,1.598957,-1.2380298,-0.7776963,-1.2802643,1.4496162,1.0372876,0.8365335,-0.44714686,-0.35594675,0.09942723,0.3914094,1.0872743,0.4785113,1.5605115,-1.60938,0.68725646,-0.6249197,-1.0464994,-1.7360626,0.07010054,-0.9100273,-0.769128,1.4231418,-1.3840723,0.42238507,0.72852224,0.62404776,-1.6040915,-0.6112153,-0.94943506,-1.0034256,-0.08759154,0.23626545,0.82507366,-0.037126474,1.2457052,-1.3212717,-0.85307664,0.85231537,0.56407785,1.4367546,-0.5843412,-0.23029923,-1.2046101,-1.2558212,-0.47520134,0.50916463,0.32599372,-1.1420107,1.4816586,-0.234195,-0.6095254,0.046080943,-0.010803565,0.96014005,0.30509517,0.13486184,1.4358158,0.1543006,0.5007903,0.07586231,0.68220174,0.11093056
882a103855fffff,-0.20564327,1.3549011,-0.7150007,-0.4622751,-0.7506442,1.660942,0.98673415,0.16528577,-1.2767931,-0.0806856,0.330378,0.26995915,1.4136714,0.15400466,1.6406052,-0.937957,0.20732698,-1.2499542,-1.1519669,-1.5956438,0.7037039,-1.774404,0.019060023,1.053616,-0.63336104,0.8015294,-0.3841978,0.18532903,-1.5119737,-0.12838371,-0.38309112,0.054607335,-0.28812125,-1.4309008,0.41416597,0.6509251,0.90138525,-1.1861278,-1.1946805,0.46514168,-0.31878188,1.3665981,0.18133272,-0.69030195,-0.8445369,-0.7718241,-0.7299211,0.28913558,1.3772838,-0.60229224,2.4965115,0.95346963,0.16137375,-0.13285837,-0.68144834,0.6173248,-0.75177264,-0.6114334,1.0317304,-0.007890763,0.06501972,-0.29162443,0.7330051,0.8801502
882a103857fffff,-0.45341274,1.2727666,-0.54799104,-0.3124378,-1.4823263,1.7644005,0.87412935,0.21780755,-0.51867265,-0.14454377,0.47501406,-0.3571865,1.0325633,-0.0113211945,1.0409874,-1.9475489,-0.021575185,-0.7259029,-1.1447822,-1.8817328,-0.012280033,-1.4116994,-1.3197513,0.79864484,-0.916189,0.21313769,-0.27791965,-0.027693475,-1.7164844,0.19853331,1.0506698,-1.0516483,-0.390973,0.596216,0.6879506,0.14159253,0.007174583,-0.90734255,-1.1611203,0.1747937,0.04865063,1.7448362,0.6199537,0.6277993,-1.3794423,-0.16208565,-0.40178564,0.6068873,0.27201727,-1.2518569,2.1138282,0.38797435,0.12627213,-0.05010449,-0.10323305,0.4228813,0.40463164,0.40197924,1.1688405,-0.93354595,0.5100595,0.5516242,0.8805851,1.2958627
882a10385dfffff,0.112245865,0.82745343,-1.3651643,-1.6298553,-1.1968763,0.9581132,1.0297316,1.1180066,-0.39734477,0.6021744,-0.49945244,-0.09509923,1.7196585,0.95000255,1.8009331,-1.2422123,0.43354005,-0.7442776,-0.19842169,-1.413098,0.37206492,-1.4880124,-0.07290768,1.8271154,-1.3925997,0.7178257,0.6756784,0.7933145,-0.27506077,0.06636889,-1.319988,-0.5459204,-0.25152045,-0.7297547,0.6369125,-0.6957517,1.62242,-1.4829351,0.057652332,0.9324133,0.20190057,1.0671326,-0.51199794,-1.247314,-1.0332304,-1.4461819,-0.89231414,0.0125220725,1.7068951,-0.8115564,1.7206054,0.26064056,-0.6449094,-0.88626957,-0.20927492,0.9100762,-0.56237584,0.28189743,0.9261759,1.3397822,-0.9988191,-0.16361544,0.81921095,-0.15117183
882a10391bfffff,-0.8801844,2.2173932,-0.9419841,0.1364116,-1.084187,1.9019408,1.6197177,-0.3791166,-0.634179,-0.9201429,0.759889,-1.1735239,0.3667341,-0.32793355,2.2188666,-1.3871089,0.6137011,-0.65880686,-1.3344977,-1.5321189,0.10090635,-1.5805318,-0.72954655,1.367007,-0.8384837,0.17191148,-0.19054061,0.19524118,-2.3576038,-0.19561857,0.55625105,-1.50275,-0.022022689,-0.5196704,0.83585024,1.2184035,1.0910013,-1.1116581,-1.9358596,0.61116725,0.30698118,1.9323055,-0.14390665,-0.27415207,-0.928062,-1.0035676,-1.1820533,1.0066409,0.68467426,-1.7876233,2.003558,-0.6087205,0.36608225,-0.3022223,0.4474489,1.5786985,0.34236068,-0.50379944,1.3342582,-1.1193708,0.91813666,0.9827903,0.6520308,1.3297745
