h3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
882a1001ebfffff,0.004342481,0.17909871,0.78504986,0.9548129,0.16908455,0.94585234,0.35345817,-1.240122,-0.54689574,0.3956524,0.66912293,-0.06851684,0.82428306,-0.5441226,-0.04378413,-0.29175505,-0.71029496,-1.0239881,-1.0432719,-0.58396375,0.8138827,-1.275704,0.07361296,-0.93539983,0.8923843,0.7168408,-0.6617333,-1.1799934,-1.0630659,0.39466107,0.76420134,1.2030008,-0.13927135,-1.0220895,-0.36262804,0.74811524,-1.0231432,-0.30895203,-1.1342729,-0.94112515,-1.342153,0.5503628,1.3762261,0.48745012,-0.012741439,1.1095582,0.17167024,-0.22119448,0.9291748,0.077676944,2.088652,1.0919898,1.4573904,0.024935732,-1.3507962,-0.8017543,-0.98226446,-0.7176856,-0.0136253275,-1.0965258,0.274387,-0.2760896,0.7543992,1.4988703
882a1001edfffff,-0.4083082,0.138435,0.82547486,0.99481624,0.66819066,0.46050176,-0.47034967,-1.431018,-0.9499896,-0.21533847,0.59573144,0.660035,-0.48689193,-0.43226826,-0.671635,0.2256318,-1.222211,-0.38590568,-0.48493725,0.051403318,-0.45221877,-0.034795072,-0.41299084,-1.1937329,1.1151711,-0.2186186,-0.8957551,-0.85488915,-0.43286735,1.0379285,1.9743612,1.1051967,0.2039534,0.32167715,-1.0847119,0.026509551,-1.5463673,1.5251637,-0.7235206,-0.5892444,-1.4694858,0.06992422,2.334179,0.080025166,0.9637806,0.91389805,0.017785667,-0.8903156,0.44925433,1.0986886,0.7795828,0.913392,1.8052896,0.88855803,-0.10644937,-1.2450337,-0.73656577,-0.26595995,-0.98004293,-1.7438799,0.7314933,-0.6708246,-0.7193579,1.3955424
882a100333fffff,0.057205185,-0.36983913,-0.9238744,-0.14304799,-1.4674565,0.5266493,2.1031408,-0.0020124726,2.2205746,0.04605554,1.3343681,-2.780119,-0.23759297,0.3183691,1.1949257,-1.0558267,0.14909703,0.3808088,0.5812361,-0.030661726,0.053266354,-0.05677677,-0.3748793,0.9314121,-0.24715881,0.419188,2.8139951,-0.03092935,-1.5166303,-0.6601197,-1.8819438,-0.7596322,1.0197606,0.57273614,0.4899428,0.3697108,0.16525047,-2.384979,-0.64121646,0.6558051,-0.26827618,1.5498178,-1.5659744,0.6885819,-0.93985236,-0.73449665,-0.7561672,0.93939614,0.6749527,-1.5525904,0.19851728,-2.989629,0.055578202,-0.0738528,-0.07170695,0.5371626,0.997676,0.22216472,0.66510355,-0.26917455,-0.58575326,1.3059908,1.4507124,-0.3773984
882a100337fffff,-0.5696815,0.21993487,-0.76219845,0.4131113,-0.087895215,0.04433615,-0.9004378,0.13269624,-0.27090448,-0.10355779,1.4523354,0.61531806,2.281599,-1.1816783,0.12614378,-0.24245118,1.4988654,0.7389039,0.3807906,-0.44355863,1.3714561,-1.2379144,-0.120245114,0.42117032,-1.1849449,-0.7978382,-0.65070903,0.5115618,-0.21864258,-1.8525302,-0.8511901,0.5895852,-1.6834606,-1.3392487,0.5835985,0.7270868,0.74149597,-0.27930993,0.61249506,0.417131,0.7223696,0.8492178,-0.38897428,0.92226136,-0.9994506,-1.177113,-1.1935539,1.7761773,0.24953917,-0.43486798,0.5738322,1.0905064,-0.55069476,0.58489,-0.23524198,1.281918,-0.7552182,-0.28413272,0.17679851,0.040738836,0.46906036,-1.0478984,-0.22680148,-0.5709506
882a100425fffff,0.24665906,-0.22187588,-1.1846768,-0.4522492,0.91478187,-1.8467149,-1.1086153,0.3218759,1.4691801,0.9968434,-0.62047184,-0.6638371,0.79312325,-0.15295087,-0.24917537,1.03613,1.2572403,2.1417909,1.7462357,0.5807506,-0.7244355,0.7866565,-0.84715086,0.927387,-1.465722,-1.5341496,0.53565866,0.3469685,1.7376865,-0.508684,-0.82765305,-0.9938871,-0.61006504,1.7100089,-0.09298864,-0.8553422,1.0028975,0.97944623,2.0606143,0.22431953,1.6171767,-0.7786346,-0.8005661,0.1519607,0.27187088,-1.2378887,-1.1938882,0.77555597,0.030188683,-0.43449792,-1.727843,-1.3525981,-1.0810137,-0.67268467,1.2700619,0.9103483,0.14554703,0.30281466,-0.93464786,1.1701008,-0.47815725,0.047400072,-0.41378137,-2.2307696
882a10042dfffff,-0.062476866,0.6466835,-1.5014235,-0.30003157,0.82040477,-1.5637966,-1.0829275,0.067981556,0.921776,0.7240423,-0.3112574,-0.71798277,0.97088355,-0.52288765,0.2949871,1.0907444,1.737333,2.0127985,1.2028245,0.27716208,-0.42265254,0.24399513,-0.7293123,1.2930729,-1.7108861,-1.6265792,-0.14056937,0.5969366,1.1665117,-0.8878156,-0.8095834,-1.2611432,-1.058185,1.1787032,-0.063166544,-0.28359163,1.47635,1.1183211,1.5761445,0.46688336,1.8773104,-0.36116993,-0.86483073,-0.119720854,0.33819544,-1.7036481,-1.4498693,1.2231556,0.41003618,-0.71432596,-1.437009,-0.8848279,-0.9169945,-0.5535488,1.4838389,1.6054598,0.05351253,-0.10112478,-0.7003078,0.8374909,0.01602199,0.09798721,-0.59390944,-2.17907
882a100501fffff,-0.91517603,1.4037528,-1.3514951,0.58858854,-0.039662275,-0.123988435,-0.062936604,-0.52284306,0.3525293,-0.38712642,0.99921304,-0.8613808,0.54237175,-1.0732557,0.8959485,0.043747406,1.7588011,1.301625,0.37173632,-0.2686548,0.16487925,-0.63126296,-0.85330296,1.1857078,-1.4428744,-1.2624397,-0.2709933,0.5102989,-0.77844787,-1.3545097,-0.418923,-1.2050056,-1.0363257,0.115312815,0.6100283,0.89863396,1.212622,0.44810605,0.04857139,0.60844284,1.4419607,1.0254914,-1.0240586,0.44675332,-0.34055018,-1.6274621,-1.8469172,2.1237016,0.47326258,-1.4197528,-0.19142835,-0.69901854,-0.10307402,-0.066805325,1.0406302,2.2036176,0.17539972,-0.47240758,0.10469462,-0.6555867,1.0323064,0.33673215,-0.321463,-0.8045706
882a100503fffff,0.19624086,1.4483062,-1.3448498,0.12537606,0.5490092,-1.043798,-0.5331909,-0.115397796,1.0041713,0.55326664,-0.46246013,-0.81149673,0.3716221,-0.7812367,0.75880814,1.2459481,1.9923156,1.603931,0.045454565,-0.38317546,-0.37801003,-0.2762247,-0.4238753,1.4088081,-1.5898641,-1.2121115,-0.19525565,0.5108414,0.21669047,-1.0898862,-0.69170505,-1.849487,-0.75035495,1.0635115,-0.21758842,0.41630945,1.6532305,0.85469806,0.62083614,0.17241217,2.0090842,-0.0075334436,-0.8875245,-0.13776281,0.34645543,-1.5596857,-1.0602851,1.4293113,0.1207034,-1.49376,-1.006985,-1.0040548,-0.6429865,-1.0071946,1.1067872,2.069099,0.47530872,-0.70554936,-0.07388911,0.6592265,0.61296874,0.5065583,-0.38716832,-1.9558969
882a100505fffff,-0.57920665,0.61293817,-1.3194754,0.021463545,-0.09646346,-0.60983884,-0.09730792,-0.019071298,1.1011463,-0.07962625,0.75284463,-1.0381017,0.8044622,-0.40593895,0.3567846,0.0011434815,1.147774,1.468472,0.983966,0.05806274,-0.4180691,0.073498175,-1.1384672,0.9775392,-1.3595765,-1.277614,0.7960085,0.36660385,-0.0007237818,-1.0036261,-0.67894334,-0.7769529,-0.5501446,1.013214,0.41785198,0.021741934,0.76189095,0.10778787,0.7405692,0.5513043,1.1151582,0.5738314,-0.85460263,0.7363827,-0.49827427,-1.3983887,-1.5990087,1.5422198,0.1291114,-1.0247818,-0.46504587,-1.3762515,-0.4145979,0.08544493,1.0713664,1.1944075,0.38793746,0.256518,-0.090817615,-0.28499293,0.37221673,0.14739546,-0.07807484,-1.1598142
882a100507fffff,0.5700537,0.4937665,-0.35613596,0.6158313,0.25337905,-1.1463616,-0.3730951,0.116191454,1.8024701,0.9850259,-0.33215368,-0.63596046,0.34741092,-0.6529492,-0.42831835,0.369615,1.233903,1.4169071,0.22021568,-0.4978029,-0.23228924,-0.2757286,-0.7967685,0.53106713,-1.1283827,-0.83292544,0.21942957,-0.25367132,0.40237105,-0.79721504,-0.26104525,-1.3812988,-0.5720202,1.6014241,0.13698557,0.05143623,0.46948737,0.29842737,0.89552265,-0.63848275,1.5508233,-0.1308959,-0.59714967,1.0999844,-0.47846785,-0.3666564,-0.4422127,1.3045697,-0.5805991,-1.5531138,-0.77932626,-1.0597773,-0.48933253,-1.3424217,0.107033156,1.2266613,0.74624497,-0.2554934,0.051030304,0.6485814,0.24629289,0.79807067,0.27894127,-1.4673241
882a100509fffff,-0.24079227,0.9426262,-0.66227776,0.28707418,-1.2980932,0.80265206,1.2471452,0.29062396,1.4710727,-0.3436141,0.7074661,-1.0121905,-0.676374,-0.32685226,0.5190893,-1.1014516,0.6703781,0.62914425,-0.38098162,-0.8707941,-0.52935624,-0.08267337,-1.0952804,0.7983854,-0.6026592,-0.14823328,1.5822864,0.15382257,-1.7469014,-0.69385755,-0.41699418,-1.5945126,0.5145848,1.457171,0.6690067,0.33218315,0.16658747,-1.0081124,-0.79404336,0.34725094,0.7758647,1.410796,-1.1746268,1.0089556,-1.0276368,-0.6014925,-0.6493085,1.3152,-0.6615923,-1.9733043,-0.13996352,-1.7984529,-0.13321619,-0.3386726,0.30308324,1.0286118,1.584474,0.1550944,1.0637932,-0.7710122,0.8612294,1.0487652,0.76757175,-0.21459651
882a10050bfffff,-0.0010994673,0.16247001,-0.70297974,0.5347731,-1.0497589,-0.037553925,1.6701046,-0.7866321,2.506534,0.21276683,1.2166004,-3.066426,-0.40808874,-0.39441803,0.8535683,-0.14518557,0.47728592,0.67926544,0.23821385,0.11115645,-0.07745127,-0.20775983,-0.54055655,0.5692555,-0.14920348,0.017612433,2.1879704,-0.5414299,-1.4036072,-0.6327547,-1.2051144,-0.87416303,0.7474934,0.8588102,-0.026583727,0.8114404,0.06472852,-1.5043786,-0.72192514,0.02280636,-0.10027089,1.2821074,-0.9329332,1.1372652,-0.44219786,-0.4778947,-0.7115503,1.1502613,0.53825045,-1.7073483,0.19389507,-2.690768,0.60189,-0.26617804,0.0085395835,0.53976864,0.8518086,-0.077765346,0.324206,-0.8528596,-0.015484385,1.3563176,1.2038271,-0.45070702
882a10050dfffff,-1.0405136,1.8392742,-0.9592697,0.7141327,-0.70106804,1.0032828,0.84209293,-0.26004416,0.03977003,-1.0539179,1.2243533,-0.55209565,0.51037717,-0.8259279,1.4196516,-0.77633864,1.3736035,0.172513,-0.927597,-1.1154693,0.34510252,-1.0705458,-0.7943405,1.0643816,-1.1223172,-0.4456593,-0.08716263,0.32886347,-2.1462998,-1.2549467,-0.21711524,-1.1830252,-0.44997638,-0.21077488,1.0869241,1.3946273,1.0649583,-0.6304864,-1.2014451,0.5839722,0.9232039,1.6613493,-0.8884523,0.6433251,-0.9073194,-1.2951573,-1.3077431,1.9382592,-0.23277503,-1.7235513,0.86536014,-0.661861,0.082577534,0.14961259,0.42627254,1.9311744,0.477467,-0.6201266,1.0310608,-1.1130656,1.5043037,0.48766607,0.18617316,0.28097108
882a100511fffff,-0.19125748,0.8547837,-1.3703753,-0.081010886,0.9985821,-0.88944334,-1.6981423,0.26999146,-0.50131536,0.014303401,0.12629037,0.89447606,0.68670064,-0.5831789,0.09011606,0.96309936,1.5187485,1.5230857,0.6703266,0.11785772,-0.6186663,0.29060915,-0.7635167,0.89213836,-1.2253798,-1.5843829,-0.85589284,0.70315886,0.8235403,-0.8289416,-0.26828766,-0.37509215,-1.1206437,0.991221,-0.30119187,-0.13305004,0.8965457,1.7602836,1.0973724,0.6856689,1.288711,-0.06596484,0.07469502,-0.3917512,0.3421978,-1.4743019,-1.1106682,0.8812106,-0.24251439,0.06302268,-0.85127604,0.21030658,-0.6465783,0.3511044,1.0462251,1.0610675,-0.1499249,-0.46375993,-0.6593204,0.096284434,0.7297044,-0.7586539,-1.3227061,-1.3533447
882a100515fffff,0.65353346,0.47064012,-1.093702,-0.5941079,0.5362871,-1.0923215,-0.7175475,1.0046995,0.88941467,0.82363963,-1.088057,0.65358543,0.24534562,0.2724927,0.096411966,1.0194757,1.3627851,1.275069,0.2118197,-0.26797017,-0.92982984,0.59614015,-0.4323428,1.1838641,-1.281783,-0.8007348,0.6662931,0.6485279,0.8838938,-0.5065952,-1.1626896,-0.9911331,-0.06094279,1.6063064,-0.17201318,-0.76398104,1.2172674,0.5722828,1.1557062,0.32506546,1.5579545,-0.5011722,-0.9977234,-0.5445165,0.1155414,-1.3046409,-0.4194941,0.4305446,-0.41806898,-0.5385682,-1.1635711,-1.0385004,-1.3135089,-0.89410096,0.5286908,0.90231794,0.5632648,-0.2601762,-0.031780947,1.4239851,0.15109317,-0.21149434,-0.41020602,-2.0011404
882a100517fffff,-0.39698982,-0.7513971,-1.353561,-0.78575265,0.482908,-1.5830392,-1.1732831,0.26171628,0.8437753,0.28457758,0.03919173,-0.1819795,0.5385484,0.29390004,-0.5625101,0.5232306,0.5625144,1.899164,2.4860637,1.1902635,-1.0065074,1.4337327,-1.2813686,0.49521655,-1.0772617,-1.494149,0.928174,0.5345642,1.8032894,-0.2515325,-0.41368765,-0.012781586,-0.36115614,1.8981673,-0.05046758,-1.434618,0.27025628,1.0570167,2.1198924,0.7839422,0.7087507,-0.44039443,-0.16786014,0.03228513,0.1436368,-1.1874777,-1.3163997,0.4049225,0.019291513,0.6478267,-1.5378265,-1.1337216,-0.82307214,0.47492307,1.4554213,-0.09397046,-0.0649979,0.9799376,-1.2666245,0.34440693,-0.5331957,-0.675152,-0.8746077,-1.4043274
882a100519fffff,0.2723635,0.3061529,-1.3185985,-0.545328,0.7055592,-1.5709618,-1.0657231,0.21106386,1.3651942,1.1814545,-0.76873595,-1.1012131,1.0999618,-0.20984654,0.21248223,0.85383195,1.27382,1.9715836,1.2119462,0.13753237,-0.7706087,0.21401621,-0.98296756,1.1909081,-1.6706111,-1.4815745,0.116050154,0.33801356,1.541532,-0.16790178,-0.37481195,-1.4365437,-0.8276615,1.8726628,-0.10182412,-0.84918606,1.1304947,0.9926085,1.7169474,0.1552226,1.7188956,-0.5125785,-0.4623431,-0.008346878,0.26474592,-1.3142576,-1.1812755,0.71771455,0.37974057,-0.7820199,-1.1613814,-1.2147393,-0.9080521,-1.020696,1.3628622,1.1063478,0.22452773,0.29571953,-0.7761238,1.0560712,-0.45864698,0.352214,-0.27934444,-2.0632107
882a10051bfffff,-0.18166056,-0.031974148,-1.347759,-0.60761464,0.91610706,-1.5329798,-1.5210981,0.104614764,0.47705138,0.52581996,-0.2275284,-0.18622087,0.72714823,-0.032324173,-0.22774059,0.80779487,0.9449753,1.907442,1.7603946,0.79590315,-1.0887548,0.90155584,-1.266303,0.76223564,-1.2931976,-1.6621135,-0.0007827649,0.4356171,1.7320393,-0.1678078,-0.08471085,-0.57559186,-0.8608595,1.9152385,-0.17156605,-0.99822974,0.5544465,1.5821934,1.7717427,0.577727,1.1765141,-0.4267463,0.16580339,-0.19622415,0.3046969,-1.2514032,-1.2223002,0.50742465,-0.04146053,0.2933348,-1.270535,-0.8301181,-0.7593145,0.14391911,1.5509572,0.41907313,0.11466095,0.37252033,-1.1678423,0.23436652,-0.117707185,-0.40188894,-1.004623,-1.5000895
882a10051dfffff,0.9091607,0.68774784,-1.27709,-0.7315132,0.14535898,-0.6294897,-0.14346322,0.60946625,1.3962544,1.2563232,-0.95732313,-0.75784165,0.6780597,0.22998224,0.74595976,0.5895928,0.8495505,0.900412,-0.039875705,-0.47371623,-0.7558105,-0.22757152,-0.43834287,1.2762685,-0.9368592,-0.24514845,1.0802631,0.2748663,0.49076235,-0.084780365,-1.0126885,-1.0511615,0.11189981,1.541157,-0.44812116,-0.48886484,1.0102628,-0.29482868,0.41314796,0.03417802,0.86254513,-0.10929147,-0.21604957,-0.33535942,0.03351372,-1.0919288,-0.47866628,0.10274618,0.2950534,-1.114595,0.035526305,-1.4650669,-0.75830215,-1.1334763,0.40113527,0.52809125,0.55532235,-0.2100406,0.1362789,1.0120041,-0.29075542,0.25442472,0.27708817,-1.5538962
882a100521fffff,0.07194858,0.83839536,-1.8160768,-0.80059916,0.482632,-1.0456743,-1.2410165,0.36283183,0.61790997,0.6087397,-0.62602574,-0.4928518,0.5113679,-0.2928657,0.42063075,0.60414374,1.4385492,2.0047617,1.0801941,0.077222474,-1.2414932,0.5023757,-1.2465833,1.4484289,-1.5996255,-1.5776148,0.043174416,0.73590416,1.1362599,-0.23308836,-0.14967145,-1.6787373,-0.81357664,2.335062,-0.28500283,-0.8644058,1.1294941,1.2493523,1.2661898,0.6503322,1.7937497,-0.092396215,-0.11140131,-0.3216782,0.24866723,-1.6149573,-1.0927744,0.6828686,-0.06103097,-0.69625247,-1.1816318,-1.1763552,-1.0434332,-0.2926465,1.8131629,1.056926,0.69888794,0.28502807,-0.6321581,0.47989675,0.0936738,0.20635685,-0.6501976,-1.856409
882a100523fffff,0.49860066,-0.08551034,-0.589601,0.40614873,0.123714246,-1.2327342,-0.13330214,-0.809742,2.4730475,1.9824787,-0.20435528,-2.3087351,0.6574911,-0.5323772,0.090698965,0.47634485,0.65780216,1.2532005,0.58805346,0.26929063,-0.27653232,-0.46988624,-0.8502962,0.11751766,-0.5055665,-0.6254663,0.6401656,-0.7647481,0.660923,0.043015204,-0.08265969,-1.1200274,-0.43118197,1.7719514,-0.47454304,-0.010822429,0.010291969,0.057361092,0.8067904,-0.7097776,0.52537495,-0.18569049,0.3415968,0.99743664,0.077706546,-0.06847727,-0.47830084,0.58101237,0.41617012,-1.1846792,-0.017616462,-1.6281942,0.050535038,-1.1750987,0.35626256,0.31937918,0.28333032,-0.09112806,-0.59884226,-0.021706698,-0.4913862,1.023187,0.67073333,-1.0636464
882a100525fffff,0.26803777,0.6097244,-1.7242923,-1.1223193,0.26481175,-0.7663537,-1.0928478,0.68595904,0.5301163,0.56542873,-0.842444,-0.13966942,0.3061538,0.14280497,0.39408222,0.48871526,1.0598089,1.7371013,0.9131225,-0.0876082,-1.5495803,0.7134039,-1.1743028,1.4956279,-1.4800147,-1.2754009,0.64418817,0.7882073,1.0945747,0.05367399,-0.22259632,-1.4587873,-0.4346241,2.489208,-0.3104691,-1.2218032,0.9748721,0.92433035,1.0955192,0.80882055,1.4500889,0.0053056385,-0.0861593,-0.5338171,0.20879513,-1.5258391,-0.9252763,0.24896967,-0.15871249,-0.48570067,-1.090353,-1.2502985,-1.1759145,-0.1783799,1.6257076,0.66963977,0.85296285,0.45637232,-0.44858038,0.6721863,0.02290908,-0.012735377,-0.61953,-1.7521877
882a100527fffff,0.36024645,0.44168445,-1.3387117,-0.54038113,0.6237143,-1.5850236,-0.88183886,-0.38335374,1.5430557,1.56282,-0.77187175,-1.8138804,1.0740916,-0.063206226,0.39104536,0.8712189,0.7696054,1.5104061,1.0453721,0.3543419,-0.90121615,0.060402624,-1.1214671,0.8388066,-1.3070791,-1.0880113,0.13586895,-0.12793925,1.4285624,0.16448684,0.055810634,-1.3840537,-0.721463,2.2431812,-0.48423848,-0.66884863,0.69744194,0.8785635,1.2525156,-0.2134282,1.0872486,-0.45271775,0.60153025,0.101128556,0.44506916,-0.96512765,-0.8708801,0.38213944,0.5214242,-0.6142695,-0.48018488,-1.5183766,-0.43815652,-0.78193766,1.3679196,0.46128595,0.30600387,0.17760782,-0.8996768,0.36248383,-0.47690913,0.5612489,-0.06407952,-1.5919868
882a100529fffff,-0.22017528,0.088095166,-1.5029747,-0.6049039,-0.19529212,-0.792745,-0.5396868,0.64063966,1.0240556,0.14507377,0.10746892,-0.29225832,0.41930673,-0.06678186,-0.10842769,0.01786595,1.0718883,1.8199542,1.4984027,0.15078321,-0.9516566,0.9697824,-1.2357711,1.1034393,-1.446982,-1.3284634,1.2496923,0.71400434,0.580209,-0.7988958,-0.7855803,-0.94453967,-0.3539586,2.0287423,0.3285392,-0.8376229,0.72188646,0.2724039,1.255148,0.8548448,1.2820652,0.30601594,-0.86781716,0.5487712,-0.4635626,-1.4706757,-1.2095718,1.050743,-0.48313114,-0.62516826,-1.2882922,-1.4633719,-1.2064402,0.21314692,1.2544473,0.7848444,0.8312972,0.6464763,-0.26539993,0.39342883,0.0774602,-0.09981864,-0.34938753,-1.5571675
882a10052bfffff,-0.1998689,0.25684533,-1.5918424,-0.82752573,-0.7883562,-0.13505463,-0.037287064,0.87278014,0.96918774,0.109358124,0.11564944,-0.15242149,0.7144246,0.110800765,0.27099758,-0.5711917,0.97641915,1.3788221,1.0672328,-0.35201776,-0.63589865,0.5785114,-1.3022383,1.249923,-1.513316,-0.82128096,1.5113444,0.78832084,-0.06463565,-0.7446395,-1.0113081,-1.0516793,-0.1622601,1.8656486,0.87690145,-0.8292942,0.78936684,-0.5692311,0.69777787,0.8772399,1.1798891,0.75333065,-1.1946653,0.5114538,-0.8827249,-1.5130161,-1.0738977,1.1533434,-0.53780097,-0.89058495,-0.5949009,-1.670131,-1.44017,0.045864988,0.9355028,0.7650018,1.1667753,0.80584395,0.26934823,0.43730673,0.055146623,0.01414232,0.08848604,-1.0958302
882a10052dfffff,-0.63753444,1.0849912,-1.0726507,0.24420959,-0.027530389,-0.14546715,-1.2569866,0.017892418,-0.41616425,-0.2847351,0.8020284,0.22155493,1.5953323,-1.1933519,0.334927,-0.11313457,1.438801,1.2504612,0.22761627,-1.0444508,0.12451771,-0.87072843,-1.2228813,0.9669993,-1.9127054,-1.63201,-1.3858184,0.50820476,-0.089912206,-1.1225667,0.5982176,-1.0631167,-1.8074238,0.8537806,0.5719664,0.3520556,0.7850554,0.9750754,0.5203572,0.4418358,1.5623121,0.96244353,0.33259076,0.9769876,-0.6755353,-1.2635434,-1.1623244,1.7398195,-0.44902804,-0.80477965,-0.033046633,0.5521196,-0.6024139,0.47937164,0.84566385,1.508958,0.15346064,0.11644604,-0.042877268,-0.28019735,0.86103797,-0.15926343,-0.6872461,-0.5542307
882a100531fffff,0.5340163,0.54782665,-1.4380617,-0.96216005,-0.33174318,-0.38281345,-0.2454123,1.4192685,0.84222025,0.68946826,-0.5855036,0.29691848,1.2664102,0.053176474,0.5029771,-0.1638087,1.6117388,1.1792477,0.21828292,-0.9314339,-0.06540481,-0.3664256,-0.67949444,1.6138911,-1.836969,-0.55690724,0.889845,0.90357345,0.25839457,-1.15878,-1.570672,-1.2927325,-0.61373186,0.85130507,0.64626807,-0.45742983,1.6161865,-0.6793401,0.84930444,0.34928304,1.8164237,0.3419221,-1.4116156,-0.12534294,-0.9372442,-1.554239,-0.73870224,1.2151461,-0.08141666,-1.3911937,-0.36556208,-0.74833083,-1.6570057,-0.7239191,0.34376976,1.5427296,0.6791432,0.23290655,0.7168673,1.6846954,-0.014641531,-0.034968484,0.15517686,-1.8112624
882a100533fffff,0.051045995,-0.47103372,-1.1829964,-0.7072969,0.45717606,-1.7225107,-0.51481724,0.33561942,1.3770748,0.74928087,-0.42999598,-0.4570066,0.38599613,0.6490881,-0.3198057,0.8431122,0.6312632,1.3461221,1.7884269,0.8291688,-0.83956164,1.1864061,-0.751881,0.6562816,-1.0481479,-0.8354912,1.403521,0.4058087,1.4996465,-0.33143473,-1.1010306,-0.055995993,0.1665808,1.5624653,-0.0042711566,-1.2182362,0.555256,0.3721148,1.8021601,0.51230985,0.70326984,-0.6228177,-0.72340506,-0.19501817,0.14479356,-1.146978,-0.9777101,0.2774229,0.409928,0.21551728,-1.1424496,-1.3059145,-0.8666174,-0.3719472,0.75849897,0.13971142,-0.17158163,0.49073514,-0.82813156,0.8951595,-0.7450895,-0.3833827,-0.411273,-1.5383183
882a100535fffff,0.07225094,0.43815517,-1.6878297,-0.44614825,0.5842904,-1.3859495,-0.7780601,0.2751319,1.2644255,0.5638195,-0.30648354,-0.8346115,0.41975868,-0.29903373,0.31336012,0.9988448,1.6647478,2.1017954,1.416495,0.54056895,-0.72009766,0.7007282,-0.77852035,1.2475876,-1.4430575,-1.4363451,0.9068782,0.66137165,0.89595157,-0.9889093,-1.1949631,-1.297546,-0.44566625,1.5451838,-0.16271242,-0.38079873,1.2505153,0.6983203,1.3687422,0.5152971,1.7486305,-0.26707196,-1.2453771,-0.13743323,0.2977745,-1.7169856,-1.3541831,1.279574,0.18263906,-0.7855745,-1.6190935,-1.7212867,-1.0325524,-0.34051397,1.4683642,1.3174973,0.5589693,0.0166153,-0.5558261,0.7098907,0.095217295,0.10416462,-0.44399685,-2.2367682
882a100537fffff,0.3442914,1.4709893,-1.1665235,-0.7693701,-0.82747126,0.5071533,0.70402443,1.1285436,0.26000354,0.36557835,-0.474365,0.27414963,1.3578477,0.20291056,1.4910424,-0.66413003,1.4886132,-0.013943637,-0.9867338,-1.8183825,0.6466445,-1.5507743,-0.27983198,1.7942095,-1.7124908,0.29097897,0.07464339,0.7785908,-0.89717346,-0.9584287,-1.3773717,-1.3592601,-0.5163903,-0.47651303,0.90295595,0.23181376,2.039112,-1.258478,-0.24403802,0.30629838,1.4290555,0.91860634,-1.1656421,-0.68804836,-1.1981914,-1.5285017,-0.5950717,1.0728285,0.67059946,-1.7508881,1.0395181,0.021065999,-1.0678544,-1.2251372,-0.29548252,1.9049101,0.19337949,-0.32838804,1.4664719,1.4856758,0.11764839,0.26464164,0.57575995,-0.82076037
882a100539fffff,0.87362415,0.68363,-1.199772,-0.9944414,-0.20715073,-0.16661808,-0.07197922,1.931735,0.6271244,0.6292881,-1.0853196,1.1501362,0.46257046,0.30038986,0.5841555,0.112651855,1.6251621,0.96171665,-0.5435022,-1.264825,-0.49315986,-0.24104014,-0.21880136,1.8209864,-1.5657429,-0.4353469,1.0249892,1.0609648,0.12745209,-1.0516608,-1.7363005,-1.4032124,-0.12861466,0.83882195,0.4025563,-0.44775018,1.8445683,-0.5817275,0.5937823,0.3966715,1.8913641,0.1550717,-1.6711884,-0.72942543,-0.68405384,-1.4419075,-0.3088671,0.8264994,-0.5971293,-1.4931335,-0.73894405,-0.74997455,-1.8487382,-0.989923,0.21133308,1.709718,0.9291057,-0.2275515,1.0032984,2.133093,0.31726995,-0.056037143,0.09348854,-2.0442882
882a10053bfffff,0.51048976,0.23363627,-1.5672531,-1.408716,-0.19585231,-0.33186463,-0.42901048,1.2929479,0.4998998,0.4458705,-1.0464468,0.5606962,-0.25317606,1.0043229,0.24319553,-0.15158664,0.6364394,1.17777,0.5886981,-0.1609982,-1.7854832,1.1521556,-1.0899667,1.3783078,-1.0306153,-0.5606727,1.753225,0.84692526,0.6469806,0.15906763,-0.83170384,-1.0656108,0.35709503,2.6134276,-0.124719955,-1.6631805,0.81527394,0.16716804,0.8257915,0.83174366,0.9124821,0.023130832,-0.596556,-0.82876855,-0.14634672,-1.2180034,-0.47749552,-0.2468765,-0.35497534,-0.2893774,-1.005099,-1.4752208,-1.3099563,-0.09844902,1.1413299,0.26445743,1.0602431,0.6457518,0.11321662,0.9494334,0.010940088,-0.20260467,-0.33638442,-1.5603062
882a10053dfffff,0.5250191,-0.3595198,-0.9153765,-0.11666864,0.03556583,-1.3328965,0.043616418,0.3694423,2.3362606,0.94227755,-0.22831772,-1.2814685,0.13655773,-0.139514,-0.30535048,0.51179594,0.96959805,1.7666025,1.4185203,0.33434576,-0.637241,0.6612019,-0.83106995,0.7355628,-0.97900116,-0.8932377,1.7044485,-0.00702391,0.7467535,-0.7845214,-1.1772337,-1.1028705,0.16312179,1.9169343,0.033578206,-0.4490925,0.4687094,-0.26343834,1.2606589,-0.046084058,1.1871982,-0.19488004,-1.1526569,0.7573132,-0.36247778,-0.7577372,-0.8022509,1.0740503,-0.24497105,-1.165889,-1.3288733,-2.1738248,-0.9081464,-0.85551894,0.5819866,0.78713346,0.8406049,0.3206821,-0.24691959,0.86590993,-0.41556135,0.59464103,0.32188067,-1.8662654
