GEOID,0,1,2,3,4,5,6,7
17031010100,0.0,0.07022823234598333,0.0,0.0748174998053588,0.055326686829197835,0.6765172733000114,0.1231103077194485,0.0
17031010201,0.0,0.06704021170642603,0.01232339064041007,0.017977960100635175,0.10600378268660733,0.7908166412230863,0.0,0.005838013642835326
17031010202,0.0,0.34445827973318305,0.0,0.07382310935047502,0.11104276612032028,0.45717732644998205,0.010825754744361307,0.002672763601678166
17031010300,0.0,0.09109982707059962,0.009137764210545166,0.08595736921549783,0.005309927758433147,0.8034361048272207,0.000652601926719852,0.004406404990983627
17031010400,0.0,0.017843719045544285,0.0,0.32225934294832465,0.3288258664533185,0.3267991796032063,0.004271891949606256,0.0
17031010501,0.0,0.06589812104484626,0.0,0.009508214733307319,0.005736079320369189,0.9131438529647723,0.0,0.005713731936704912
17031010502,0.0,0.05905076198988745,0.0,0.0,0.005702264967587301,0.9165069272212362,0.0017584655403600742,0.016981580280929106
17031010503,0.0,0.1453115574102018,0.0,0.13674480062671054,0.0,0.6812832266740254,0.0189540770401692,0.017706338248893033
17031010600,0.0,0.07997374951499372,0.0,0.09838206804789025,0.0,0.7984699465456413,0.01783155319302082,0.005342682698453822
17031010701,0.0,0.016570003326741287,0.0,0.005400263426221415,0.015849170803606316,0.9116612546808185,0.048654900177556026,0.0018644075850564777
17031010702,0.0,0.2546231258521817,0.029924226948128407,0.1069322564158946,0.0,0.604744561752351,0.0037758290314442557,0.0
17031020100,0.0,0.11827508549818283,0.003623969479242997,0.2413648913532269,0.0,0.6245202945784228,0.008918552794747141,0.003297206296177273
17031020200,0.0,0.08091492315770324,0.0,0.05577291910783363,0.10179871137551778,0.7563970190250945,0.0,0.005116427333850747
17031020301,0.0,0.01741198606523974,0.0,0.09575782463785822,0.07668081741579236,0.754774494256436,0.039963607647939395,0.015411269976734306
17031020302,0.0,0.08232937317198909,0.0,0.04075765566940334,0.11374460079909389,0.7579950680484301,0.00042080588572162544,0.004752496425362004
17031020400,0.0,0.044027340524752406,0.0,0.06064893256618973,0.001809028253774847,0.8928554007611655,0.0,0.000659297894117539
17031020500,0.0,0.14780354513737215,0.0,0.025605669767007917,0.0014222990127479413,0.8160194815621433,0.0022447878961314007,0.006904216624597315
17031020601,0.0,0.09744544699736284,0.0,0.06280443349292572,0.0,0.8344650783753311,0.0,0.005285041134380332
17031020602,0.0,0.1448908075592375,0.0,0.007625857459608434,0.0,0.847483334981154,0.0,0.0
17031020701,0.0,0.1349786948462669,0.0,0.14571300042527882,0.16260232980339795,0.5491196380203799,0.0,0.0075863369046763945
17031020702,0.0,0.12598666067372535,0.004679513808457218,0.04850863088476292,0.0053196822774889945,0.8088991372686307,0.0019143927134757982,0.004691982373459152
17031020801,0.0,0.15065284513092078,0.0,0.05642286856138425,0.0,0.792924286307695,0.0,0.0
17031020802,0.0,0.1637717022796614,0.0,0.08073979736286906,0.03199304427153916,0.7182551921857919,0.0004339087968734618,0.004806355103265054
17031020901,0.0,0.1150657716722639,0.0,0.3198930671597301,0.039279997097541944,0.5177718581372776,0.0,0.007989305933186405
17031020902,0.0,0.057863107347314244,0.008525730669722337,0.5367211097941547,0.044738755207012065,0.3401398943590317,0.0,0.012011402622764945
17031030101,0.0,0.1549322144642872,0.0,0.06966862212103014,0.0,0.7163590710031977,0.010938685565750363,0.04810140684573444
17031030102,0.0,0.19423488228806954,0.0,0.11590183923289978,0.028719381248865465,0.6594298103835831,0.0,0.0017140868465821565
17031030103,0.0,0.3632326623791919,0.0,0.31840445087657765,0.10819993503046677,0.18514985817829704,0.013253316689849698,0.011759776845616911
17031030104,0.0,0.07908467685070505,0.039356910693599055,0.5369942228612367,0.0,0.30729849534236775,0.019607207875180967,0.01765848637691046
17031030200,0.0,0.13222623868689434,0.0,0.06203986999511816,0.0006262022183189318,0.8041278687956613,0.0,0.0009798203040071566
17031030300,0.0,0.1037816990468692,0.0,0.07013940445596947,0.0,0.8117099586306312,0.008866421292037133,0.0055025165744929695
17031030400,0.0,0.10934216328962132,0.03417554817109516,0.013938874118136364,0.004215855938319619,0.7668916228595274,0.017924051774827365,0.05351188384847294
17031030500,0.0,0.10782895590407408,0.0,0.11345973029727081,0.04795957803431975,0.7216072638725833,0.00831047866123452,0.0008339932305175397
17031030601,0.0,0.11076351569952378,0.021083340841579888,0.12358265074875945,0.07830451446907268,0.6613135874518113,0.004952390789252858,0.0
17031030603,0.0,0.2778985282071918,0.08270636099444434,0.012012870228293972,0.0,0.6273822405700699,0.0,0.0
17031030604,0.0,0.0,0.0,0.20332253525795166,0.15103695053056473,0.5875705843457095,0.05806992986577403,0.0
17031030701,0.0,0.2722935844807857,0.0,0.039360536784865875,0.0,0.678111403590463,0.010234475143885416,0.0
17031030702,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17031030703,0.0,0.3143957523697351,0.0,0.02298779497165776,0.010619610311130002,0.6456483073686047,0.0025472481910251044,0.0038012867878473603
17031030706,0.0,0.2043543364954652,0.0,0.0,0.4310475168449863,0.27938519276694984,0.08521295389259867,0.0
17031030800,0.0,0.1147094942051605,0.0,0.07998424547018167,0.005190456612695809,0.7940161323824881,0.005200886863727738,0.0008987844657461083
17031030900,0.0,0.16692304387232793,0.0022012544094703696,0.09427881768331792,0.005811753155306023,0.7124590681588218,0.013902666566888846,0.004423396153867177
17031031000,0.0,0.15013941944415568,0.007578627866698516,0.07787921134497693,0.0,0.7259784152534846,0.029579695733670915,0.00884463035701349
17031031100,0.0,0.08480593717850694,0.0013709550718814332,0.393408743145501,0.001304823554208951,0.4985330860812657,0.013271316399050027,0.007305138569585782
17031031200,0.0,0.31676645816837123,0.01333571206662326,0.08932945292159354,0.006854650671378653,0.496691009368155,0.05919680455965407,0.01782591224422418
17031031300,0.0,0.005703461763454074,0.0,0.1010260666543388,0.2354538941046917,0.618014396330926,0.0069100229822953285,0.03289215816429407
17031031400,0.0,0.012060150833207174,0.0,0.1366034503898884,0.6398655385197322,0.16371051142315746,0.04701207299485233,0.0007482758391624338
17031031501,0.0,0.06911856729412474,0.0,0.2774289452339539,0.0,0.6119256056459907,0.0033972252072578596,0.03812965661867279
17031031502,0.0,0.1540595424980695,0.0,0.03790983899375305,0.0,0.7643974361098239,0.0069476098960889595,0.03668557250226466
17031031700,0.0,0.09251599530017149,0.0,0.09971881784571306,0.006929137968698332,0.784935294824457,0.0,0.015900754060960184
17031031800,0.0,0.15680385433609284,0.059259443963940873,0.04903796744724965,0.1152677477692714,0.5982358812931887,0.0,0.021395105190256627
17031031900,0.0,0.13647814969578362,0.06266419395605573,0.05728834568808021,0.0,0.7354056369655617,0.0,0.008163673694518845
17031032100,0.0,0.13336091411281842,0.010114617071168598,0.11475188431556331,0.0026740561988323943,0.7263433428414245,0.0073674774911434955,0.005387707969049135
17031040100,0.0,0.021107202662752678,0.08237207314544134,0.7383680628359277,0.0,0.15631517218208804,0.0005040750268634923,0.001333414146926787
17031040201,0.0,0.14275940274613189,0.0,0.1200422541497864,0.012047190713401051,0.6982493042398001,0.02002013446788678,0.006881713682993698
17031040202,0.0,0.12834777895122912,0.0,0.04180442089995007,0.0,0.8211292358291058,0.006055544632898355,0.0026630196868165784
17031040300,0.0,0.0073938534568229524,0.0,0.1356424955061095,0.18252360191205072,0.672690421354299,0.00016916667101526256,0.0015804610997026882
17031040401,0.0,0.07976969153365936,0.015319921188704178,0.045720446582731764,0.002309383968375192,0.8453032176886016,0.0014794047830516777,0.010097934254876198
17031040402,0.0,0.11538152252628973,0.0018504201951672248,0.07143461197101406,0.21678079525598376,0.5787526488753375,0.0,0.015800001176207876
17031040600,0.0,0.18589444775900948,0.0,0.046918168295299705,0.0,0.6917535153585946,0.07523342026387167,0.00020044832322445823
17031040700,0.0,0.15584258873004453,0.0,0.009626814036423834,0.011471616850285013,0.7805254915150514,0.039994653572367624,0.0025388352958275874
17031040800,0.0,0.08750505467174859,0.0,0.16736207282614282,0.006167544256398788,0.7389653282457098,0.0,0.0
17031040900,0.0,0.08518233177150919,0.0,0.05923524054708086,0.2662446236234003,0.5701783889935254,0.01915941506448428,0.0
17031050100,0.0,0.11251135048276811,0.09944029667959335,0.00971120629748091,0.0,0.7269788689668433,0.05135827757331433,0.0
17031050200,0.0,0.1691003252335288,0.0028990900823439845,0.05712028568114528,0.0015520713417353908,0.759283159125852,0.0,0.010045068535394603
17031050300,0.0,0.13952353526177064,0.057067565246655357,0.016084637443729753,0.0,0.7714493477045794,0.0,0.015874914343264903
17031050500,0.0,0.1051736315635375,0.0,0.07294371399139261,0.0,0.806492126707893,0.013768448744741195,0.001622078992435615
17031050600,0.0,0.24791255971832632,0.06270952850565661,0.04110493044627695,0.002045550091845168,0.5889214661227147,0.05040287304603388,0.0069030920691463315
17031050700,0.0,0.028646731520927393,0.025084918351413417,0.008309494185726995,0.0,0.8939689297621366,0.04398992617979561,0.0
17031050800,0.0,0.10587122169045227,0.0,0.06344147571435291,0.0,0.8249221382857012,0.0,0.005765164309493662
17031050900,0.0,0.1160082294171179,0.0,0.007275313262435652,0.0,0.8656567783376847,0.0018621527292484662,0.009197526253513331
17031051000,0.0,0.18572160991402598,0.0,0.0,0.0,0.768411578558201,0.0,0.045866811527772985
17031051100,0.0,0.2172542294804224,0.0,0.0,0.02693099982259965,0.7558147706969779,0.0,0.0
17031051200,0.0,0.0817401235207299,0.005752875355589848,0.014387101280957484,0.0,0.8953247278992094,0.0,0.002795171943513388
17031051300,0.0,0.034765450304149154,0.0,0.03281940355364424,0.0,0.8601172737705846,0.06806459123929089,0.004233281132331217
17031051400,0.0,0.06192219431882637,0.012760483252230732,0.027269989664524718,0.13183995297690215,0.7268284090674318,0.003506323428982718,0.035872647291101394
17031060100,0.0,0.07067675101083008,0.0,0.08847099758360932,0.003918387375196943,0.8251185469601965,0.01181531707016722,0.0
17031060200,0.0,0.05528312402736854,0.141002793346657,0.10269089709639208,0.0035570686078171664,0.6892943792355845,0.0,0.008171737686180796
17031060300,0.0,0.1221782033657432,0.0,0.033626871107857656,0.0035312161461844406,0.8297515238798906,0.0,0.01091218550032419
17031060400,0.0,0.14610944358156522,0.0,0.05559831667600384,0.005273341286348978,0.7910647814119293,0.0,0.001954117044152709
