BoroCT2020,0,1,2,3,4,5,6,7,8,9,10
1001502,0.0,0.001130973756156149,0.19793164509268252,0.23940266100182278,0.527061991049183,0.0036933105244576704,0.023044742468298136,0.007734676107399702,0.0,0.0,0.0
1001600,0.005152829658504388,0.009759500886437187,0.061173376631632095,0.5495043968996882,0.20718163309413928,0.010612338302726407,0.015686552282150892,0.13445304892619545,0.00159825935027125,0.004878063968254833,0.0
1001800,0.0011297367035638674,0.04844913511123764,0.06919147756757144,0.566509859212212,0.16199991263369493,0.012836821583695037,0.0,0.11434724189846981,0.0005403907232047166,0.024995424566350566,0.0
1002000,0.0,0.0,0.9065493605534237,0.0,0.0,0.0,0.0,0.07597168606313083,0.017478953383445496,0.0,0.0
1002100,0.001355809790789313,0.008329132838456202,0.10643413575806539,0.4018032710039694,0.45523246628560315,0.0,0.0,0.026845184323116535,0.0,0.0,0.0
1002201,0.0,0.061764668874763236,0.52482411454479,0.28990060639259463,0.0026379526327293987,0.0014630907558122012,0.002560408822671352,0.11253304024699314,0.003774774149995479,0.0005413435796505144,0.0
1002202,0.0,0.23405045899306687,0.2445783514270983,0.462191040201859,0.001260178642924421,0.0,0.0,0.029925282208005808,0.027994688527045595,0.0,0.0
1002400,0.0,0.0,0.6837759247115416,0.3162240752884584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002500,0.0,0.0,0.0,0.8476482288667643,0.0,0.0,0.0,0.15235177113323575,0.0,0.0,0.0
1002601,0.004398388703785046,0.327389357302793,0.27284848030340364,0.16158386989640136,0.018241715859054434,0.0,0.0,0.2149489506219132,0.0,0.000589237312649318,0.0
1002602,0.010343921280063914,0.38555185478145726,0.14204495834644343,0.31731289536614893,0.0038258510700975644,0.0033089683949434918,0.0,0.1366680413990848,0.0,0.0009435093617606269,0.0
1002700,0.0037313780912135376,0.03603163794023784,0.5342348757399271,0.1579440521314979,0.14442091603259152,0.0,0.0,0.12363714006453211,0.0,0.0,0.0
1002800,0.0005349025138919826,0.1632384126930219,0.463254294952538,0.277513517401063,0.007709638333980943,0.024941640187910105,0.0,0.061501552765560866,0.001306041152033179,0.0,0.0
1002901,0.0,0.0,0.0,0.014854483077605883,0.5512810364350078,0.0,0.0,0.43386448048738624,0.0,0.0,0.0
1002902,0.0,0.006620250718309234,0.12533985432540842,0.4029291827178671,0.1675495923502667,0.0,0.0,0.2844060911720716,0.0007978289427676167,0.008722729251747741,0.003634470521561559
1003001,0.0,0.1480187874799286,0.10720370044702454,0.4655802586421018,0.16601187271071402,0.002266245809711498,0.0,0.11091913491051955,0.0,0.0,0.0
1003002,0.006076362023253175,0.14423135338613038,0.18415984924294787,0.6024877435387788,0.030215601383315166,0.0,0.0,0.032829090425574595,0.0,0.0,0.0
1003100,0.0,0.003946767588965089,0.028289993916871693,0.17086886907378934,0.6354652214242794,0.004295844751352793,0.0,0.15015600280661856,0.0018668362376249175,0.0,0.005110464200498212
1003200,0.0012527651176225988,0.18847200720436308,0.3776065344228535,0.3744791990398037,0.005093935701348505,0.0,0.0,0.052753457270350086,0.0003421012436584789,0.0,0.0
1003300,0.0026535751292873127,0.031599899110400696,0.11519000118079158,0.41396809442067695,0.3969091501549762,0.0040620959490059415,0.0002444433093604065,0.035257039019938666,0.0,0.00011570172556227905,0.0
1003400,0.0029431082683987783,0.2708540133317839,0.08137830024618904,0.5265921529740547,0.01573198619621302,0.001021564193701472,0.0,0.09983377504700834,0.0016450997426508043,0.0,0.0
1003601,0.002947525738957157,0.07605073065426768,0.1721620724011956,0.5777374626369977,0.0949846396545998,0.0,0.0,0.07483892394553304,0.0012786449684490202,0.0,0.0
1003602,0.014984833901918347,0.16709257181361709,0.19448858380463663,0.3424262604510129,0.05542250808546606,0.026843353269109332,0.0,0.18629672355143814,0.010844326578943998,0.0016008385438575578,0.0
1003700,0.007809087136496762,0.0177535333747858,0.0715732266977179,0.11292294301131617,0.7181626890850057,0.058426998195950736,0.00340324427334657,0.009948278225380395,0.0,0.0,0.0
1003800,0.005076491684249379,0.19603172417085807,0.09507298432338235,0.49545420323228095,0.07437220994951971,0.0015344244714627531,0.0006351812167053211,0.12769841838224358,0.0,0.004124362569297922,0.0
1003900,0.008116547947557897,0.016015706650327054,0.16227590749340812,0.439665010599326,0.28078684493779654,0.0,0.0227742332889593,0.06657385588347732,0.0,0.0037918931991477523,0.0
1004001,0.004445209017385305,0.21188001863872302,0.2036646221865823,0.382137167997746,0.009539703008564422,0.0,0.0,0.17746294831366516,0.0,0.010870330837333795,0.0
1004002,0.02637174231710931,0.18238568896897805,0.09895320552217403,0.45034160545614027,0.02614499983093762,0.0,0.0,0.21580275790466075,0.0,0.0,0.0
1004100,0.00293150277671943,0.03551033043538499,0.013799350270744576,0.6184992798425178,0.24794686565527116,0.001168091106415896,0.0002065581956519229,0.07472896678327734,0.0,0.005209054934016834,0.0
1004200,0.0008480294569837058,0.029051552338860007,0.2146927908597082,0.2472798931692274,0.21457919679047024,0.0,0.0,0.29354853738475045,0.0,0.0,0.0
1004300,0.003138651035960169,0.04429169131065725,0.07864935912316254,0.4660905343691699,0.3927889924966297,0.0,0.0,0.015040771664420428,0.0,0.0,0.0
1004400,0.0,0.0,0.0,0.9999161348310385,0.0,0.0,0.0,0.0,8.386516896147861e-05,0.0,0.0
1004500,0.000559831154923675,0.0022393246196947,0.1315731175477476,0.24624120032064997,0.5908759251543068,0.0011756454253397176,0.0,0.004814547932343605,0.0,0.0175339117722095,0.004986496072784449
1004700,0.006001571723857028,0.044585118094503794,0.19449941760507403,0.4675303316202007,0.2721324638792032,0.0007202637909746361,0.0,0.0,0.0,0.01453083328618663,0.0
1004800,0.03254707099823196,0.1118365766072757,0.33609944984912515,0.17267251917707335,0.04785986747592566,0.0,0.0,0.2987610665609006,0.00022344933146753142,0.0,0.0
1004900,0.0034431738150378904,0.05877210282308969,0.2549647073054594,0.36614291928217746,0.29869047294726425,0.0,0.0,0.01787908574643355,0.00010753808053781032,0.0,0.0
1005000,0.019591237229175763,0.044557887907998146,0.22337607361954742,0.27758161340070536,0.35235349743388905,0.0,0.0,0.07563035277777433,0.0,0.006909337630909942,0.0
1005200,0.0,0.003761245997855509,0.14166170766676822,0.24954467743885786,0.5351957142224117,0.0,0.0,0.06941419044211915,0.0004224642319875647,0.0,0.0
1005400,0.001390401248122502,0.014539002825521539,0.17694091672030945,0.20905189614754477,0.578376037010522,0.0,0.0,0.019701746047979724,0.0,0.0,0.0
1005501,0.0,0.0,0.10587320730406685,0.06817276404758191,0.11052244553228008,0.0,0.0,0.7154315831160711,0.0,0.0,0.0
1005502,0.0007320413721446451,0.05203643283323625,0.23999814037877237,0.3248581177878182,0.3719453999464744,0.0,0.00028484674359660584,0.010145020937957525,0.0,0.0,0.0
1005600,0.0,0.0015884809640998713,0.09548617704646706,0.17393569184013064,0.7100673039792315,0.005218639162224128,0.0,0.013380845023273675,0.0003228619845731446,0.0,0.0
1005700,0.0,0.004446549597755033,0.18562171261624155,0.27217612008689984,0.39778379353320736,0.0,0.0,0.1338626728694666,0.0,0.006109151296429599,0.0
1005800,0.0,0.0020418597723533345,0.07618304785430229,0.2750489721392752,0.6138820468311021,0.0,0.0,0.03284407340296697,0.0,0.0,0.0
1005900,0.006727723849502565,0.016336864796181464,0.3931854283992915,0.2730551298846338,0.048573090679461695,0.0,0.0,0.26212176239092894,0.0,0.0,0.0
1006000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006100,0.005994563506996161,0.029464169695494802,0.2742373474601032,0.20395726817353213,0.3457412761112025,0.0,0.0,0.13736135553297235,0.0,0.0032440195196988372,0.0
1006200,0.0,0.0,0.03710034420521216,0.17289993660592426,0.07701168482065786,0.0,0.016829434546386152,0.6942538925039583,0.0019047073178612808,0.0,0.0
1006300,0.045289212713801305,0.07891881115922367,0.39594344114270424,0.2228599215069692,0.14411184544906364,0.0,0.0,0.11287676802823798,0.0,0.0,0.0
1006400,0.003032003466727562,0.03562566036775473,0.3551722139517527,0.3849550330967086,0.05880559727674331,0.0,0.0,0.15355331967795285,5.532600641809338e-05,0.008800846155942158,0.0
1006500,0.023954609912576176,0.1003269512265553,0.10403086113776035,0.40330279323295304,0.03166615491812508,0.0,0.0,0.31559684906935864,0.0042777053666287045,0.016844075136042705,0.0
1006600,0.0010996072532215493,0.06414226796786858,0.44280458458079913,0.33780437177609596,0.010663399474895674,0.0,0.0005285929283252828,0.1429571760187938,0.0,0.0,0.0
1006700,0.07030283350630222,0.21779887007808008,0.14940187782666184,0.3686935330858711,0.0971554576459677,0.0,0.0,0.08053744511155962,0.009003932654616147,0.007106050090941312,0.0
1006800,0.003033280026835312,0.011402083433633305,0.20402512969896014,0.2510434243094549,0.3389881804946257,0.0,0.0,0.1893791232426531,0.0,0.002128778793837528,0.0
1006900,0.010973001269397967,0.06297083027855747,0.10873366856908363,0.3262498373212858,0.29548032052354656,0.0441202592734707,0.06509545348553565,0.06702475023637414,0.0,0.019351879042748047,0.0
1007001,0.0040794624606713195,0.03073950509716963,0.11190677816717738,0.6756097069622107,0.06711543152007103,0.0,0.0,0.10698552186541516,0.003563593927284841,0.0,0.0
1007002,0.022812183195863,0.10110765467354947,0.33165102433147187,0.45594443779158933,0.06711897955968663,0.0,0.0,0.021365720447839735,0.0,0.0,0.0
1007100,0.05209820890536229,0.09742045159012244,0.2985814598129616,0.3880712801114703,0.05705009609875019,0.0,0.0010571919712612935,0.10119652987307354,0.0,0.004524781636998336,0.0
1007200,0.0064625356513350425,0.02080616112663618,0.19636701347101518,0.31796331337138545,0.3811373190835982,0.0,0.0,0.06293753002191375,0.0,0.01432612727411622,0.0
1007300,0.0838391299829513,0.28043122957163275,0.1659330476819572,0.394324268357731,0.02085905297912971,0.0,0.0,0.038933171008589715,0.0,0.015680100418008342,0.0
1007400,0.0,0.004679438660042332,0.10675625241113716,0.20932580032300685,0.6644545290423435,0.0,0.0,0.011398090246725915,0.0,0.003385889316744291,0.0
1007500,0.05372020235219252,0.18844111734391053,0.43317593632127704,0.21220975819882842,0.01832331488259597,0.0,0.04960940945068339,0.02567912731859524,0.0,0.018841134131916865,0.0
1007600,0.0,0.0013767106642290298,0.04153720126206821,0.14805293724901258,0.8079995871340425,0.0,0.0,0.0010295145416352274,4.049149012438323e-06,0.0,0.0
1007700,0.07874569417319789,0.21015413720623397,0.1513343477985401,0.41305214343752533,0.07793604867654529,0.0033884175343160084,0.00011248781474635221,0.0646009072386798,0.0006758161202152386,0.0,0.0
1007800,0.0010673730444654176,0.01849248970176033,0.30463342514755165,0.48913338659854455,0.12719696584144208,0.0,0.0,0.05588957798974445,0.00034480328352029256,0.003241978392971199,0.0
1007900,0.036230003635009785,0.0848308975154217,0.43587714005696093,0.08130819022246734,0.3171154757577369,0.0,0.004200926266892379,0.040089787790635635,0.0,0.0003475787548753341,0.0
1008000,0.015028174554175312,0.022610178941947973,0.15800269360897534,0.13284488656574184,0.6574647164472903,0.0,0.0,0.014049349881869233,0.0,0.0,0.0
1008100,0.006837282227399428,0.09654186428130014,0.3170116815667109,0.44732051266801137,0.10870914807772153,0.0004817520480834425,0.0009770985102221497,0.022120660620551017,0.0,0.0,0.0
1008200,0.0,0.00373533493108619,0.048862340158059535,0.11579455101178146,0.794014531300731,0.0,0.0,0.03759324259834185,0.0,0.0,0.0
1008300,0.003920308828715745,0.06557731529544748,0.09204070913957312,0.13422296201754644,0.6619508849222739,0.0,0.004922781106718921,0.03736503868972436,0.0,0.0,0.0
1008400,0.0,0.001704672868778831,0.02529960053262317,0.14040542563248096,0.78116116122276,0.0,0.0,0.034622315911709944,0.010517352876604923,0.0062894709550421375,0.0
1008601,0.0,0.0,0.4386316236288709,0.42658055934087974,0.06478403188842466,0.0,0.024473748744715,0.034368299880405274,0.0,0.01116173651670436,0.0
1008602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1008603,0.014261906880356478,0.014174837153890693,0.5795770621378723,0.29054862882328025,0.09223713373319359,0.0,0.0,0.005405181925239304,7.620982622825948e-05,0.0037190395199390627,0.0
1008700,0.012507814840636733,0.10421999829067481,0.23002132273593462,0.3304861276991137,0.26441585690255875,0.0009969498250446194,0.0,0.048489736065790864,0.0,0.008862193640245906,0.0
1008800,0.0003909776948278003,0.003117292536320038,0.20930622376825705,0.22457955332658494,0.5291421226382613,0.0,0.0,0.03346383003574884,0.0,0.0,0.0
1008900,0.06440170511208664,0.2530503708057928,0.22233952951750835,0.2727669027816994,0.05255094021155272,0.0,0.0,0.1348905515713601,0.0,0.0,0.0
1009000,0.009321580883372912,0.00627025505748997,0.14380379361442464,0.28039327595729147,0.4968841783243034,0.0,0.0,0.058886855974618096,2.831525113768677e-05,0.004411744937361802,0.0
1009100,0.004578891138952344,0.020368717442218156,0.2118716901914763,0.31888901684645393,0.3728588419826644,0.0,0.0,0.07143284239823489,0.0,0.0,0.0
1009200,0.0,0.0,0.027332536404533307,0.054417755988049266,0.9143768484490054,0.0,0.0,0.0038728591584121083,0.0,0.0,0.0
1009300,0.013841818107429682,0.07637636408998762,0.6467503712314294,0.2281121869000832,0.00034447709516119586,0.0,0.0,0.021106963587631877,0.013467818988277029,0.0,0.0
1009400,0.0,0.0,0.0,0.009655249768820238,0.9707679846270749,0.0,0.0,0.019576765604104852,0.0,0.0,0.0
1009500,0.0,0.005201084268645664,0.05665080712071542,0.22022940038214253,0.5663241279501864,0.01548374880749367,0.0,0.1332213683621652,0.0,0.0028894631086511776,0.0
1009600,0.0,0.0,0.007507649758843564,0.029293896006657258,0.9261687593346601,0.0015406769826541114,0.0,0.026572849645251632,0.0,0.00344029112520722,0.005475877146726051
1009700,0.0,0.03932917278221405,0.4507378386993361,0.04575467605332788,0.00026852086105689447,0.0,0.0,0.4604529965192755,0.003456795084789572,0.0,0.0
1009800,0.014644850498010039,0.05278014501221779,0.23144404380170042,0.355131575894086,0.31702377539195736,0.0,0.0,0.028975609402028334,0.0,0.0,0.0
1009901,0.0,0.0029089861442575453,0.058107453567206716,0.30747244293962367,0.3768729027166348,0.07029428124705675,0.1393093371276998,0.038645287285635516,0.0,0.00638930897188519,0.0
1009902,0.00013667259926986462,0.004996628742551344,0.15801454196456233,0.3591071938381918,0.44500051631870835,0.032744446536716335,0.0,0.0,0.0,0.0,0.0
1009903,0.0,0.0,0.03847797804973279,0.11608537299592474,0.6289306527428683,0.0025474175797359625,0.019329260108836233,0.19434225266294933,5.171284377364016e-05,0.00023535301617901851,0.0
1010000,0.0,0.0,0.01765983352556644,0.16602376935629773,0.8069960466966021,0.0,0.0,0.007147412677477879,0.0,0.0021729377440558315,0.0
1010100,0.0,0.0,0.0,0.14211796927373177,0.803854688136035,0.0,0.0,0.032035943294285496,0.0,0.021991399295947782,0.0
1010200,0.0,0.0,0.0,0.06927402209073658,0.9184197321990013,0.0,0.0,0.01227707535005999,2.9170360202102737e-05,0.0,0.0
1010300,0.000456204903250888,0.004185242340559782,0.04742378632659488,0.15171965046420213,0.7432840592498151,0.0,0.0,0.04501515070928431,0.0,0.00791590600629293,0.0
1010400,0.0,0.0,0.044371950038011025,0.08451953745137007,0.8259114334414258,0.0,0.0,0.042125492648991555,0.0,0.0030715864202014885,0.0
1010601,0.013987714970927254,0.0057703651573435735,0.8274834821703095,0.12980508847088512,0.013654169826747838,0.0,0.0,0.001817473711540958,0.0,0.007481705692245673,0.0
1010602,0.0,0.0049737492160137715,0.2662655317705459,0.49631486791617707,0.11042448857794988,0.04034326238947665,0.014593594690797646,0.05776827747965264,9.069978055188095e-05,0.00922552817883457,0.0
1010801,0.0004572382553324497,0.022201660725922428,0.1628766797333167,0.21988075592091533,0.5176818605719612,0.0,0.0,0.07690180479255192,0.0,0.0,0.0
1010802,0.0022783412910643134,0.03936368317609061,0.6083725696630732,0.3068530594140425,0.02731587815876884,0.0,0.0,0.0025651255095199615,0.0,0.013251342787440636,0.0
1010803,0.0,0.008363877216895842,0.2168288925953476,0.503823112477967,0.19661210974681323,0.0,0.0,0.07437200796297634,0.0,0.0,0.0
1010900,0.0,0.0,0.004272721160602536,0.01236113800381927,0.9520877461240191,0.023735686816573637,0.005929625918361157,0.0016130819766242367,0.0,0.0,0.0
1011000,0.041456462121971585,0.027232600967596082,0.231073115085947,0.5302511874285577,0.07072546908944667,0.015528417764416396,0.007599075134101756,0.07059686935640802,0.0,0.005536803051554756,0.0
1011100,0.0,0.027471131336270386,0.19512465881034938,0.12096266615587514,0.5778632827327986,0.02354627004784274,0.0002458034309962323,0.04260662748000424,0.0,0.01217956000586331,0.0
1011201,0.0,0.0,0.014859238651450514,0.36341782149106777,0.6217229398574817,0.0,0.0,0.0,0.0,0.0,0.0
1011202,0.0,0.0,0.0552545034131125,0.18782572315636903,0.7569197734305184,0.0,0.0,0.0,0.0,0.0,0.0
1011203,0.0,0.0,0.13465629741317392,0.32231199461834964,0.5191550533334311,0.0,0.0,0.023876654635045225,0.0,0.0,0.0
1011300,0.0,0.0,0.0,0.04188260071430615,0.9390510362507847,0.014365667449175456,0.0021567087943685503,0.002543986791365166,0.0,0.0,0.0
1011401,0.012609103309831598,0.005411878620660166,0.38235380993385515,0.11663220126854795,0.46578698555435183,0.0,0.0,0.017206021312753304,0.0,0.0,0.0
1011402,0.03579181458551416,0.025031408665676817,0.3314038517265563,0.22364159290782418,0.37182366594583266,0.0,0.0,0.00791168005920215,0.0,0.004395986109393716,0.0
1011500,0.0,0.007672213714786386,0.030333548346823697,0.33568648446194793,0.4125574251918953,0.0,0.17188714547377856,0.03877317463950561,0.0,0.003090008171262463,0.0
1011600,0.0,0.06658596808084807,0.04947372201205749,0.08912134430463725,0.0,0.0,0.0,0.7911563726127485,0.0,0.003662592989708678,0.0
1011700,0.0,0.0,0.24079471155984522,0.4328051564886062,0.014943327551186823,0.039020222686770745,0.034031268069207844,0.12467141840501712,0.0,0.11373389523936604,0.0
1011800,0.015609328500729562,0.01933762826871695,0.1843931216916678,0.6411610797700208,0.03807232601573069,0.0,0.0,0.10056780346434306,0.0008587122887911254,0.0,0.0
1011900,0.0,0.0,0.010600734701407242,0.020757971630579942,0.9602667704017999,0.0,0.0,0.0027395399293371247,0.0,0.005634983336875835,0.0
1012000,0.0734073945925251,0.011585560227283041,0.4291932574201301,0.221345864576867,0.027781498473933932,0.0,0.0,0.23668642470926082,0.0,0.0,0.0
1012101,0.0,0.06300167598138393,0.14087484892797286,0.340773355234604,0.40257393348156756,0.0,0.0,0.04067333052890233,0.00020031650007011078,0.011902539345499221,0.0
1012102,0.013572430351859448,0.14662107187523807,0.08047889171363558,0.7007393112468085,0.037026292737322324,0.0,0.0,0.014792460646567255,0.0001244430900601963,0.006645098338508521,0.0
1012200,0.0832016898419277,0.030606736342613447,0.5457617553132915,0.216746128279825,0.07114079346487671,0.0,0.0,0.05254289675746564,0.0,0.0,0.0
1012400,0.0,0.04553293312165402,0.2585902847298425,0.261472128268236,0.08910418687357764,0.00023374195647666334,0.002736436562968671,0.3368396899296076,0.0,0.005490598557636822,0.0
1012500,0.0,0.0,0.024819972734565966,0.0899324358617947,0.8750981933673605,0.0,0.0,0.0076591870873711585,0.0,0.002490210948907701,0.0
1012601,0.001629251849564971,0.04434210725094546,0.5948721564112764,0.33822683477736076,0.0,0.0,0.0,0.020929649710852344,0.0,0.0,0.0
1012602,0.019043721005618477,0.034402068068311434,0.33718423550528787,0.5249167401629246,0.0,0.0,0.0,0.08445323525785764,0.0,0.0,0.0
1012700,0.002434384384230563,0.22176694391681237,0.03715253421697457,0.2564381154288074,0.35080687827009727,0.006120938588797587,0.0,0.12111728203632434,2.9269981775045847e-05,0.00413365317618085,0.0
1012800,0.06127611259388702,0.015411578394096808,0.5903527034683305,0.20120514413264434,0.004063450673620165,0.0,0.0,0.12187212024819621,0.0,0.005818890489225036,0.0
1012901,0.0,0.01284845748941253,0.11960084050443195,0.5240538949363839,0.04255506938546511,0.1813430053275703,0.019756857488231968,0.09457150562924625,0.0,0.005270369239258039,0.0
1012902,0.0,0.1002412043893757,0.12758090297191976,0.16269292082990103,0.34782515909566225,0.10705852287520327,0.1174010747226763,0.0300857259926673,0.0,0.007114489122594358,0.0
1013000,0.07704923416734287,0.04550207128241682,0.5779272162309903,0.16989665272842724,0.08006578485874874,0.0,0.0,0.049559040732073976,0.0,0.0,0.0
1013100,0.0,0.0,0.03796292679173656,0.12190561676277895,0.8389590129622179,0.0,0.0,0.0011724434832666288,0.0,0.0,0.0
1013201,0.0024847758379941357,0.09416426129552993,0.18916058249261494,0.4793813866932926,0.030076642431338164,0.0,0.0,0.20473235124923023,0.0,0.0,0.0
1013202,0.0,0.3454260099369274,0.5507829599951316,0.04839982489649852,0.0,0.0,0.0,0.05009098707728307,0.005300218094159356,0.0,0.0
1013203,0.002042898093049166,0.1526473745762024,0.41925941024345076,0.35182578829119643,0.006414607782012167,0.0,0.0,0.04935697130904114,0.0,0.01845294970504794,0.0
1013300,0.005667045889513997,0.10886706429605167,0.2798033314692277,0.3715275962107632,0.1488250334997084,0.0033247759412861873,0.0008461683121946545,0.0782677166252678,0.0,0.0028712677559863554,0.0
1013400,0.01051501657807764,0.06860205015479487,0.3935655232124544,0.43273803733564087,0.01237753976585008,0.0,0.0,0.07645479830207189,0.0,0.005747034651110231,0.0
1013501,0.0,0.0029434211836159778,0.10931873599031522,0.5660259351518223,0.13123420245346124,0.04110834842765425,0.024450396991128772,0.11659513312561717,0.00013730778340612554,0.00818651889297888,0.0
1013502,0.0,0.004340292583844097,0.10106540324455297,0.3980072056776022,0.43634554308908463,0.0,0.060241555404916096,0.0,0.0,0.0,0.0
1013601,0.0,0.0,0.8490999423394391,0.08919535871977757,0.0,0.0,0.0,0.06170469894078339,0.0,0.0,0.0
1013602,0.0013810409803227117,0.09070416224749464,0.646418823906774,0.25963284039080275,0.0018631324746058702,0.0,0.0,0.0,0.0,0.0,0.0
1013603,0.0,0.07076349767434051,0.29745216290879173,0.45758163592953277,0.0019818298452521778,0.0,0.0,0.1722208736420828,0.0,0.0,0.0
1013604,0.010109904550133404,0.21311157031713987,0.4375115141474249,0.30803355753981804,0.003951848640654248,0.0,0.0,0.027281604804829565,0.0,0.0,0.0
1013700,0.0,0.0,0.12204571393399985,0.3323102653460308,0.534212529961188,0.0,0.0,0.011431490758781448,0.0,0.0,0.0
1013800,0.00969568190925962,0.13466071651682518,0.3537143678429423,0.4522434853812265,0.00809271258810001,0.0002711638253904682,0.0008734066747671064,0.035275786449393234,0.0,0.005172678812095595,0.0
1013900,0.001436162467058136,0.05857308764438197,0.2325115345540626,0.4069226613104763,0.21937092883285594,0.01090968402306084,0.0019112799004447217,0.0651394161789197,0.0,0.0032252450887398122,0.0
1014000,0.04536723593386594,0.04107834819921918,0.6382445834051598,0.2365617987508591,0.007525282293750105,0.0,0.0,0.020505362332914043,0.0,0.010717389084231824,0.0
1014200,0.07869025501656816,0.023231327122954618,0.5921495843732081,0.16976370586642536,0.05096954571519512,0.0,0.0,0.08519558190564869,0.0,0.0,0.0
1014300,,,,,,,,,,,
1014401,0.029654870855080295,0.09944158817336668,0.6640669648576537,0.14278158717073197,0.0,0.0,0.0,0.06405498894316733,0.0,0.0,0.0
1014402,0.04777615177279041,0.12204558901035004,0.45841731941646136,0.34026543953687916,0.0,0.0,0.001194575269747442,0.02864148537104406,0.001659439622727508,0.0,0.0
1014500,0.0,0.0,0.17857725138065067,0.5457205715664475,0.022664143727516906,0.0,0.0,0.25194491311420303,0.0,0.0010931202111819735,0.0
1014601,0.004646813295664799,0.10252053079049195,0.2284532502368447,0.5681825521168835,0.07137702380276573,0.0,0.0,0.024819829757349324,0.0,0.0,0.0
1014602,0.003019796209395103,0.1428709704594331,0.28212217890086644,0.5489088133741221,0.006102726697223404,0.0,0.0,0.016975514358959828,0.0,0.0,0.0
1014700,0.0,0.0,0.007111040763484428,0.5563719152233388,0.0,0.0,0.0,0.4303820765699152,0.00613496744326152,0.0,0.0
1014801,0.0,0.03631642415520733,0.3436334079522439,0.5444175727534378,0.010973310414667946,0.0,0.0,0.05959352680950858,0.0,0.005065757914934442,0.0
1014802,0.00739169985581885,0.04991901889816739,0.3712709716572586,0.5159783058263874,0.029825301150485692,0.0,0.0,0.02136561066966282,0.0,0.004249091942219308,0.0
1014900,0.0,0.007484495553439164,0.22160822905312194,0.5107380599988692,0.14916961387939867,0.0,0.0,0.10304916002730126,0.007950441487869702,0.0,0.0
1015001,0.018449895473052844,0.0021432128628343767,0.5828263183529617,0.329450398953636,0.0,0.0,0.0,0.06713017435751499,0.0,0.0,0.0
1015002,0.01733628409372377,0.007944409397315976,0.7261636544084847,0.15876731786309628,0.0038607576641268362,0.0,0.0,0.08592757657325237,0.0,0.0,0.0
1015101,0.0,0.0,0.4996038645914101,0.07739394310720868,0.05682025452668333,0.0,0.0,0.3661819377746979,0.0,0.0,0.0
1015102,0.0,0.0,0.23474506610535373,0.6828464349101453,0.05975695777722897,0.0,0.0,0.022651541207272,0.0,0.0,0.0
1015200,0.0,0.02600260620482815,0.32960609497038573,0.48423298916370944,0.04029226128006971,0.05466755697688166,0.0,0.05846612583183132,8.806233580502295e-05,0.006644303236488981,0.0
1015301,0.021097929632214435,0.12091959865773184,0.48647974284654893,0.11134720269420094,0.2345266051413963,0.0,0.0,0.025628921027907543,0.0,0.0,0.0
1015302,0.00809679373787871,0.02914366729486793,0.29852834466429795,0.6082788604692937,0.04452252137051392,0.0,0.0,0.011429812463147724,0.0,0.0,0.0
