BoroCT2020,pop
3099800,9748.143770082674
3100400,11003.203561397762
3100600,10408.279094030198
3100800,11863.367103283521
3101000,12596.4480805823
3101200,12942.060382435006
3101400,11841.005683299321
3101600,10737.758393125678
3101800,7760.848595411521
3102000,12791.471295495594
3102200,13185.91567725369
3102400,10288.36077922229
3102600,8244.447663483868
3102801,4491.082469405313
3102802,5547.51726701604
3103401,9063.948520076705
3103402,2011.8769877383843
3105801,9766.222892865113
3105804,8883.197651925004
3107001,1477.2769430744263
3107002,109.82021121677457
3107003,8678.523658785003
3107800,6921.959592990016
3109800,7432.762138954258
3110400,11502.79622783476
3110600,11267.382478265848
3111000,14011.0
3111600,8863.035504942545
3111800,18931.443966073643
3112000,16653.296741380564
3112200,15909.58451338696
3112400,17015.414782567004
3112600,15967.524640237547
3112800,16208.166749499813
3113000,15261.00000030522
3113200,14952.028173067949
3113400,14737.43127939307
3114201,6942.44897420538
3114202,10646.840371469776
3114400,13992.709137719152
3114600,13700.215223441897
3115000,17486.43262082825
3115200,17133.673706758622
3115600,14578.729092314621
3115800,16545.988849478086
3116000,17378.0
3116200,17663.993041431935
3116400,18158.0
3116600,16755.216789981405
3116800,15323.420934988535
3117000,17252.429510906222
3117201,17323.27890326493
3117202,11805.586741171126
3117400,11519.071011634636
3117601,11478.887713726615
3117602,20391.740522952314
3117800,16715.251497128684
3118000,6085.577222645369
3118201,20758.0
3118202,20404.885887284865
3118400,19578.10310328482
3118600,17715.01631407029
3118800,18311.459896433702
3119000,16678.37009128907
3119200,15454.775326606541
3119400,18553.071784077718
3119600,17552.274825533816
3119800,11281.199086848064
3120000,18186.676264269223
3120200,18547.183536774053
3120801,19209.301305421897
3120802,18619.99999994414
3121000,19576.0
3121400,16896.40012438031
3123700,20282.61087487383
3150200,8657.839142844769
5000900,7771.570627548769
5001100,8913.760352704508
5001700,8574.876896892194
5002100,4847.128078711892
5002700,6815.5977116468175
5002900,8945.299542129966
5003300,4625.081716523184
5003600,8116.275411135047
5003900,3366.2172522448977
5004001,7099.914488466488
5004002,11879.283514649118
5004003,10404.072566750478
5004004,6424.670572378773
5004700,4249.7401486567605
5005901,3000.9074587970167
5005902,2933.592380369146
5006700,3644.3853799255094
5007001,4882.265078766442
5007500,5961.007628811765
5007700,8124.427482529085
5008100,4673.269278193771
5009602,4952.141756763311
5009701,4184.028504007624
5009702,1740.9838421152845
5010500,6261.067538854475
5011201,3436.4810920005216
5011203,4184.422155527217
5011204,2823.844876825093
5011402,5316.8432135368275
5012100,4100.960628958779
5012500,5743.476564426569
5012804,4266.147257897188
5012806,4754.15713795223
5013201,4615.3674442743895
5013203,4987.030189813253
5013204,3848.403118542101
5013301,6299.03090434744
5013302,6044.773399313346
5013800,4021.964105500714
5014100,7071.14507335632
5014604,5821.509698665978
5014605,4554.540426057336
5014606,3729.5540822590174
5014607,5349.054099170939
5014608,5324.852278837012
5014700,2931.6438681155723
5015100,5115.471379495935
5015601,4597.211046531545
5015603,3670.109084362453
5017009,3524.351350744169
5017012,5065.441608836166
5017014,5373.79654676774
5017015,5039.575278375544
5017016,5415.663682188715
5017300,4761.676331342895
5017600,1723.7101703503283
5018701,4810.614000255758
5018703,7963.331739134927
5018704,6706.44054167275
5018901,4880.068149575316
5019700,5205.112205417532
5019800,1230.4823661850885
5020100,6105.804926793693
5020702,5766.755831086884
5020803,3330.529442031975
5020805,4960.06041801997
5020806,2337.818055891896
5022601,2695.614227703218
5022602,596.7683497979389
5022801,322.1581814509006
5024401,2749.272624856074
5024402,2385.6612596329483
5024700,5886.214179841922
5024800,2646.59829039062
5025100,4707.093063319742
5027301,2016.4837163880893
5027704,6483.506763149018
5027705,8518.494831352555
5027706,5703.134990188159
5029102,253.6714189453538
5029104,4425.915680569827
5029105,2167.716996847476
5029106,4881.839421303266
5030301,6450.3672340648645
5030302,7543.198868481659
5990100,0.0
5000600,4221.553989690501
5001800,2062.667777326389
5000300,3177.741487424547
5000700,6779.284034419752
5002002,4799.236442288383
5006400,6019.9915261886445
5007002,2757.632240409262
5007400,6658.654422582611
5012805,2093.5306414877987
5015400,925.4435338675403
5027900,1324.7693215271588
5022802,477.56936548514784
5027702,3651.221289390797
4000200,8563.699409654508
4000400,16992.872150765117
4000600,17893.00000017893
4000702,6301.631599313005
4000800,15903.342691534945
4001000,14587.92227055021
4001200,10391.033494859823
4001400,12584.0
4001600,14574.768697270947
4001800,13363.487943927134
4001901,3611.842897024563
4001903,7726.615363192514
4002000,12549.9580093834
4002200,13393.89038255788
4002400,13825.999999944697
4002500,9640.410539054035
4002600,13097.773072832179
4002800,13342.704723053197
4003000,12686.47750029741
4003100,7846.298418440112
4003200,11254.99999995498
4003302,7527.321095407954
4003400,16138.56861135044
4003600,15668.789463722893
4003800,11765.69051362243
4003900,9405.900589783856
4004001,11606.23728970386
4004002,10529.835997029102
4004200,14672.38619927608
4004300,9852.931332011884
4004500,16503.242366318787
4004700,19593.128696456657
4005000,11515.99999988484
4005100,8699.463504287038
4005200,11513.820924327138
4005300,19408.238044080128
4005500,8696.346788905634
4005700,12137.200164510385
4006201,7621.503785675998
4006300,25134.34223552166
4006501,20524.667444839994
4006502,19861.673880157457
4006900,21289.10204283366
4007100,20900.987902415156
4007300,21275.381487518363
4007500,22969.084045537544
4007700,18627.140097306572
4007900,17342.999999739855
4008100,14114.969326216393
4008300,17306.53719470144
4008500,8922.667909973126
4008800,5014.771768401329
4009100,6781.479093120788
4009400,10740.351200738403
4009500,14543.21952804124
4009600,11641.05514823033
4009700,10138.093852866199
4009800,17146.642831593796
4009900,5978.790333003961
4010000,12651.061234760922
4010100,13872.855200267275
4010200,13277.137009053948
4010300,13064.279995708932
4010400,14998.797503010248
4010500,9878.643979407749
4010800,17616.78033013632
4011000,15208.6796932792
4011100,11054.90561783889
4011200,12871.79213823644
4011300,12318.112345524603
4011400,13518.92360783487
4011500,17607.857240873065
4011600,13886.066556213738
4011700,16704.3022268
4011800,14940.794412485473
4011900,11613.999999965157
4012000,14748.60473352702
4012100,11400.522203043862
4012200,12607.023962731915
4012400,13164.908433033494
4012601,14065.207851053745
4012602,14043.161619333492
4012800,12370.920384533412
4013200,12644.52671462666
4013400,11677.76216969359
4013500,8454.933680793702
4013800,11849.829610647117
4014000,17156.829126647586
4014201,12424.49233555345
4014202,10631.488128829817
4014300,19394.380801913892
4014400,14543.459937872742
4014500,10450.087791750451
4014700,17213.35272970734
4014800,10080.040998883422
4014900,20961.0
4015000,9795.733067031964
4015100,18844.08710387881
4015200,9279.625420068167
4015300,16729.152548528808
4015400,11098.455679359713
4015500,21528.415735531817
4015600,15038.125295369966
4015700,9233.54160632839
4015801,12740.485577220685
4015802,15900.954914553326
4015900,9712.649653069755
4016100,11025.00000011025
4016300,10977.89276237007
4016400,14504.268467865386
4016800,11951.63319357028
4016900,24180.458922651873
4017000,11884.568790274301
4017101,7917.718242517029
4017102,9430.313934047728
4017200,10518.381153432007
4017400,9806.688968152495
4017600,9529.20429279966
4017800,9243.1671370029
4017901,16385.981988294272
4017902,876.8355426810979
4018000,7873.941372603749
4018101,24904.0
4018102,24904.00000024904
4018200,8898.710062530778
4018300,24934.5186608779
4018401,7162.799709651011
4018402,8961.802573106583
4018501,22834.999999360625
4018502,23104.393300447846
4018600,9080.02781513391
4018700,16878.18347674878
4018800,9023.897043647688
4018900,7061.737548713826
4019000,10440.450006553116
4019200,9610.208421110508
4019400,9339.024001284462
4019600,10169.101163745514
4019800,9689.089534930376
4019901,2375.978540895555
4019902,1362.8578105185964
4019903,3860.730828955583
4020200,9259.650621994531
4020400,9929.432850620826
4020500,4173.5893250386525
4020600,9417.236495835748
4020800,10752.641541558141
4021200,14361.841288711434
4021400,14839.56510505082
4021601,10320.233265108362
4021602,12109.16557869113
4021603,10618.157155552752
4021900,462.61964350082184
4022001,10680.645935482997
4022002,16481.52065679018
4023000,10780.63261083984
4023200,15655.648336100092
4023501,13400.576861393887
4023502,20622.31756845848
4023600,13670.127266424732
4023800,15275.0093495177
4024000,15019.888141026307
4024300,9291.48276437802
4024600,8324.522548038236
4025100,23744.064663266825
4025301,26159.773550352893
4025302,26335.99999992099
4025401,10914.0
4025402,10134.04953948046
4025500,14840.705306745751
4025700,15044.051811148702
4025800,10137.238752981613
4025900,17544.098112825042
4026000,10567.200085978999
4026200,10274.419662686154
4026400,9697.364889972601
4026600,8814.945773275187
4026700,30973.56955147177
4026901,44091.3298419032
4026902,45902.72812820488
4027000,9924.258928633271
4027101,46375.99999962899
4027102,46376.00000046376
4027200,8653.252103028062
4027301,33479.78998447783
4027302,33202.99999950195
4027400,9464.127517152821
4027500,34049.26796955071
4027600,9640.246148591632
4027701,38710.35158388012
4027702,35377.999999469335
4027800,9494.673834620891
4027900,37854.92902562818
4028000,9460.99999991485
4028100,37334.24292612441
4028200,5280.061995580307
4028300,33777.52814454691
4028400,8881.846887897345
4028500,30326.238760986365
4028700,30366.97623611526
4028801,7041.999999943664
4028802,7804.4031020803295
4028900,29079.054494707227
4029500,10995.316682106239
4030903,21071.53027344818
4030904,11173.172390451988
4032700,21042.313994772583
4032800,5606.439613845757
4032900,13285.293603946737
4033000,7368.864168092839
4033401,9100.682421852429
4033403,10795.962876845522
4033404,11332.689944429085
4033405,8814.58951778508
4033700,23139.241351471544
4033900,22158.366451574777
4035100,21161.76229100282
4035200,5211.771665247442
4035300,18456.15846275107
4035800,5620.728999956017
4036100,16509.23642012649
4036300,17088.45092440427
4036500,14293.192255063093
4036600,6955.540422331048
4036700,13790.40188084165
4036800,6450.1279273337095
4037300,8311.318533979957
4037501,29697.546463686245
4037502,33240.227047354674
4037600,6663.879902895769
4037700,32952.97064087339
4037900,32437.00000032437
4038100,24075.724402348278
4038301,105.555745958521
4038302,3027.5594565210854
4038400,6851.537734616644
4039400,7680.238921045273
4039800,6720.953958753252
4039901,22092.377955546686
4039902,22370.0
4040000,6931.240616651376
4040101,22689.941412397904
4040102,22891.32076908681
4040200,5958.990157607614
4040301,25434.489102861993
4040302,31798.82816940858
4040400,6245.415106065501
4040501,26980.533309099657
4040502,32437.00000032437
4040701,26520.807713054674
4040702,32483.749036059635
4040901,26716.861420573852
4040902,32917.702470443226
4041100,26439.000000264394
4041300,26171.733983778595
4041400,7091.916723870513
4041500,23217.869417518155
4042700,21978.022764991143
4043701,18900.000539966764
4043702,27647.602213400914
4043900,24540.38426709785
4044000,6745.519626464592
4044301,28262.214837460466
4044302,32202.991759203174
4044400,7319.809395308017
4044601,7846.301184922942
4044602,14314.934954438093
4044800,12255.094741715733
4045000,10101.22134842602
4045500,33408.26640938406
4045600,10209.166775269816
4045700,22489.424110078322
4045900,20864.96772221398
4046000,15104.782246033983
4046100,30357.440783496808
4046400,9407.26139369001
4046500,34264.0
4046700,36088.920117889546
4046800,14077.84826693913
4046901,46376.00000046376
4046902,38651.53978939565
4047000,12490.580127217265
4047200,5502.925625714219
4047300,19606.346711508486
4047600,3491.6191168889027
4047801,6859.922495382193
4047802,9337.209532762206
4048000,9475.796102030103
4048100,33547.81830636072
4048200,9612.780876915469
4048400,9605.623683832971
4048900,10055.701371614965
4049201,6172.474821184181
4049202,10124.000000101241
4049301,10617.473982842464
4049302,10045.974769388782
4049500,8909.445614993638
4049600,9381.767649520416
4049700,9494.793263958105
4049900,10488.696595525586
4050000,9966.61752834969
4050201,10076.457694201295
4050202,9375.109213299169
4050400,7701.490908431761
4050500,12792.45067298499
4050600,7991.548909741524
4050800,8111.194027128209
4051000,8317.566056203514
4051100,8528.61631361306
4051200,7881.350715071993
4051300,10859.327411883502
4051600,9152.90207658187
4051700,7304.974841149349
4051800,8251.914491571877
4052000,8355.094249362917
4052100,7881.076295380931
4052200,8513.944224533841
4052400,7651.930173537984
4052500,9210.26826806971
4052600,8020.113070276864
4052800,8463.273026016133
4053000,8817.127198880835
4053100,5893.276702376755
4053200,8204.821404497254
4053401,8038.354310244459
4053501,4238.311745821928
4053502,3677.025631912458
4053601,8674.12888817905
4053800,8175.722174527112
4053901,8921.32963465881
4053902,8787.999999920907
4054000,7530.242380627806
4054200,9145.418852979034
4054500,30511.99999972539
4054700,29171.093300296274
4054800,9532.167987462233
4054900,27991.91051104469
4055100,26857.973429546822
4055200,6104.437651253068
4055300,21925.766701553053
4055400,8770.981816576365
4055500,19248.099467874057
4055600,7778.8605484423615
4055700,13914.716137077527
4055800,7700.900234599007
4055900,16112.89477924929
4056100,2618.0188419493534
4056200,7185.324631897927
4056400,6530.899414130258
4056500,10500.999999915992
4056600,6998.999999965005
4056700,7716.04849612955
4056800,6229.0280811922985
4057700,10673.051399315713
4057900,12872.999999781157
4058000,5481.452649527907
4058200,7776.141971507813
4058500,21216.46570621056
4058700,20186.136240708875
4058900,26458.555523481416
4059000,7759.293950888432
4059100,18846.140548544707
4059200,5462.773411890346
4059300,12715.015485796199
4059400,5083.26185172434
4059501,12321.677457621847
4059600,6635.1958137602
4059800,7007.724037501125
4059900,8314.305294491785
4060000,5368.324361451396
4060600,5369.272832115812
4060701,5187.541557266947
4060800,6758.246676452541
4061000,4089.784390172239
4061200,3474.1785220273664
4061301,9947.921794634818
4061302,6094.483996322556
4061400,4973.856504538676
4061601,4550.956341172243
4061602,4360.707416938656
4061800,6283.919545150455
4061900,6974.913406109006
4062200,4999.910117262018
4062300,8586.313731292666
4062500,8997.108107045537
4062600,5694.976931929589
4062700,12653.34572248677
4062900,10069.44070405764
4063200,6601.807830856014
4063301,6339.0153221224155
4063800,5308.817148443607
4064101,10099.280621913602
4064500,6036.520522592431
4064600,5661.415298794182
4065000,5320.801311821436
4065401,6237.621411785825
4065402,5257.329548176823
4065600,6964.78100746213
4065702,5216.694941446654
4065703,7058.331122755684
4066000,7185.478743464893
4066301,7796.037947253451
4066302,7360.629352033771
4066402,7347.641783296885
4066403,7912.373409327964
4066701,8030.361439731882
4067100,9507.700325903073
4067700,7810.870782943766
4067900,10047.483608418006
4068000,5955.326220093162
4068200,5494.034450969799
4068300,24517.210322559215
4068700,14464.346812678794
4069000,6881.317882559396
4069300,17421.000000174212
4069400,3418.579490991684
4069500,14068.749557057652
4069701,22494.61887468883
4069702,8362.414977142047
4070300,8093.635059689439
4070700,8670.28928211576
4070900,13502.42187986914
4071100,13871.592860493593
4071303,19911.066063352697
4071304,29131.242257434296
4071305,18860.52607147623
4071306,28860.98390520171
4071701,23884.904383952875
4071702,27595.278466225947
4071900,27675.58794425835
4072100,30380.907966466802
4072300,9531.872473731983
4072900,6331.277376431597
4073700,15528.190598461333
4073900,16864.89559387903
4074100,19712.99999996057
4074300,17706.196513450373
4074500,17476.99796986339
4074700,12983.195278999754
4075701,12819.680252151367
4075702,11175.76045006471
4077902,7982.245962556452
4077903,7688.584598762386
4077904,13462.689248990773
4077905,12870.09047195901
4077906,12576.249349733773
4077907,11408.259961387286
4077908,15276.506340166829
4078800,4878.0
4079000,6650.577797088921
4079200,6664.986593129234
4079300,2831.235632465721
4079701,35668.23649190093
4079702,23923.383267941368
4079900,9658.149867831147
4080301,9599.46709574481
4080302,5473.840106761964
4081400,8263.104409293792
4081800,8644.32324558481
4083700,8361.58438736292
4083800,9099.64522648296
4084000,10398.281724047978
4084500,23654.696481526727
4084601,7280.6831458514625
4084602,1945.4979143725382
4084901,14792.86916718139
4084902,25106.983800596357
4085700,36525.145547004184
4085900,36472.69680474355
4086100,23834.904781467078
4086400,5321.272000512641
4086500,30889.07095945789
4086900,6761.032422489499
4087100,7264.406057299194
4088400,3431.7561469931297
4088902,11766.274287503673
4088903,8351.534313748623
4089201,3801.9914305262023
4089202,936.2675388103028
4091602,71.0874625714263
4091603,975.0191360585536
4091604,495.364075002942
4091800,345.90571184419
4092200,1959.1745428117388
4092500,8723.287076914112
4092800,3223.591024498278
4092900,5570.183174483182
4093401,5829.932649338206
4093402,7355.913694811512
4093800,4859.621477940985
4094203,8556.15526104656
4094500,3144.5290148307886
4094700,6638.26631735256
4095400,5560.112745602283
4096400,7010.996189004504
4097204,6212.408940271207
4097205,7342.711625745973
4097206,4887.83054648714
4097207,1376.6375728694402
4099703,4223.290316330479
4099704,7377.307893483271
4099705,4165.78139340292
4099801,12417.40183020738
4099802,11316.741917518293
4099900,2099.121511238533
4100801,2375.3477269262257
4100803,11706.375559672126
4100804,5820.438453409843
4101002,5327.127891494308
4101003,12752.183429464905
4101004,10382.00062107637
4103201,8019.045027095201
4103202,9871.037748337709
4103300,6780.522791208788
4103900,5739.526182262168
4104700,9659.585708722878
4105900,5675.098706727726
4107201,764.2414367700272
4107202,39.8452019088664
4108500,6664.816204234292
4109300,4571.74533354296
4109700,4282.702313918986
4109900,6781.585721702677
4113300,7567.121651964114
4113900,8267.960729801016
4114100,6008.935825331865
4114700,5440.59027706423
4115100,5117.3795719740265
4115500,9552.51505149005
4115700,9897.452246378372
4115900,12744.068263128553
4116100,18489.134911957994
4116301,36501.208986377744
4117100,10873.954017373442
4117500,7964.986923339502
4118100,8619.95771152249
4118500,9713.112047883675
4118700,15213.68786735815
4118900,10982.93883914724
4119100,9420.487285273843
4119300,6283.9959678555315
4119500,5741.621774119653
4119900,9548.957363504293
4120100,10212.0
4120300,6875.271528608643
4120500,18074.57343119003
4120701,5465.637348003325
4120702,5484.078887884305
4121100,2633.009359245188
4121500,7616.606357741491
4122300,6777.136719809572
4122703,10847.422621729436
4122704,12023.72452634666
4124100,9008.321279638112
4124700,6380.722504180557
4126500,7350.1955051529485
4128300,2307.5231055965273
4129102,4035.1822201291598
4129103,4786.3240788480325
4129104,4864.733861466949
4130100,5217.228415106463
4133900,4810.087299544392
4134100,5746.282004927332
4134701,7783.446028123095
4134702,7455.187761764439
4136700,6418.5744581928
4137700,6086.1177547482785
4138501,4359.733560022977
4138502,2348.2330538834635
4140300,4313.840728148347
4140901,3549.526885221715
4140902,4620.430951618359
4141700,4599.313822565733
4142900,5955.933493662758
4144100,5695.830225160162
4144700,7165.842394748536
4145101,6539.1899157267735
4145102,6239.8239443737075
4145900,5993.315694156118
4146300,7158.457204418873
4146700,7298.329281488038
4147100,5487.579087752711
4147900,3928.2287387857705
4150701,3288.6025928110307
4150702,4098.733300058711
4152901,3174.8120254466585
4152902,3893.6503090994056
4155101,3557.0279916780946
4155103,3996.8463807142166
4155104,4107.814258278985
4156700,2937.9373919719746
4157101,5055.39712838749
4157102,5049.587027840975
4157902,5460.183896661064
2006000,12594.012751922213
2036100,19127.37103100054
2012701,23014.29553180155
2015900,23078.763635723746
2020501,25505.077506486887
2020502,13748.80485625391
2039902,35765.545459106725
2009000,4916.213760793511
2000400,5297.755631031411
4093900,4159.575844378043
3000100,6956.67533268475
3005900,11430.656419826271
3006500,15368.979902132414
3052300,22410.094603646896
3052500,23611.831703385906
3051300,21327.542659160365
3052700,24729.30404759596
3073800,13901.996999472647
2042600,11532.145211881561
1004200,39746.30441253051
1003800,43663.99932151468
1005700,39704.09299710319
1000900,11497.356013972929
1001001,16105.003188283194
1001501,20842.892030892337
1002901,25632.9391686818
1002700,34445.00000034445
1002902,33086.47289948718
1000700,13621.701326100632
1001502,15979.0523479047
1004800,41574.386765683696
1004400,29243.816897306104
1006000,30435.69627590267
1006400,47493.03346743278
1022900,19274.01311254858
1023300,26292.78778172026
5016901,3301.303852138156
5017007,3662.128012532927
5017013,6320.446636817814
1031703,15753.590424167309
1017800,17597.08624336403
1024000,2007.6746167746583
1031704,11567.665027120802
1000500,271.0275386029136
1031900,10527.00000010527
4003700,8385.057960774713
4008700,6617.224329959901
4031700,5224.343155442286
4071600,183.26508204489602
4094201,5710.570170593499
4094202,6347.278854935063
4111300,3320.5860211665836
4148300,1849.0177782418616
4080900,7450.666878098368
4122702,12945.475573489635
4125700,9901.717713147811
4126700,6007.148560137509
4139900,5266.450450559101
4143500,6807.961109984256
4157901,4854.27679093352
4157903,5297.892630101869
4001902,1991.148463293062
4003301,6159.927040588531
4042400,5038.0776275015905
4043400,7951.41063132829
4042600,4411.653874945387
4043200,6245.446356560413
4045200,15548.499602095975
4045400,17685.33787165603
4005900,24819.92276787954
4006100,26405.83904944612
4058100,18089.40174964886
4058300,19675.0
5015602,3891.641123472783
5017011,6010.360471666727
5011401,5147.639957574579
1023501,31762.157263686913
1024302,30906.800101292883
3080600,21656.54599050233
3081000,20859.048724830096
3082400,22773.48920421359
3085600,22212.54860110505
4047500,17033.761107311948
4047900,15347.972464640285
4062400,3363.872846073595
4062000,6512.908547365883
4063000,6496.219737970416
2019300,17902.22221320458
2020100,19028.463951998052
1021900,30877.38372430927
1022302,37176.84919855846
4127700,3539.0161214930345
4133300,4184.587132488707
3074400,11755.006313394988
3074600,11876.10972831458
1011600,21436.634252912612
1012400,47463.63678237459
2021200,30594.69086813354
2022200,28400.433911362546
1011700,14670.281227534086
3044902,1237.4350293797543
3002901,14955.92514629548
3003101,13119.97899815218
4065501,5190.633580148447
3053900,23943.99999988028
3054500,23550.558086400855
1027900,47398.13196311872
1028300,31098.76555901421
1028500,26090.69450214364
3012600,20182.717311431777
1014401,51748.287114615385
1014402,48198.245641950125
3000502,15357.413982140473
3001300,8722.485743657877
1000800,34005.132970289196
1001600,32771.29245898062
4037100,12427.904958515737
2008900,23178.16000165245
4033100,1367.1646016804182
4034700,7592.272102688598
5018100,1258.816748937542
1028700,17731.101442779003
5018902,5746.509105993975
5027302,2813.3700809815527
1029900,16270.106340122373
1000202,19453.88100767167
1001200,25958.855276208305
5012200,3897.5001170852024
5013400,4516.41138792515
4029100,19929.762296665725
4029300,17380.878743111713
5021300,6243.411443611705
3008400,14194.27994759319
3017500,5574.170422249876
5032300,1004.1929302280586
4112300,5804.077515754478
4112900,6271.9775065376425
2042901,16026.13698236395
2043102,19995.947640983166
5000800,5798.274578980843
5002001,5292.890570362386
1002000,20619.953235241654
3025400,19264.02159114443
3025600,22229.392350789494
4026300,26692.000000266922
4059502,10526.108072049472
3043200,23331.545068635667
4013600,16300.243556189957
4005400,11196.840298836089
4008600,9665.611130509866
4024500,9594.737943011374
4066401,2335.6602822841073
4066404,1356.6969695448838
4050700,10328.299240028846
4066900,8627.53209357562
4030600,3631.659864987875
4032000,4319.5205867406385
4048500,16553.915009340577
2009302,3894.721192844535
5017005,3001.386591501093
5020804,3628.69801702373
4014100,12229.564783384343
4012500,19392.396110761678
4013700,11605.501736596025
4029900,6699.308985484996
3052000,19096.860254642903
3152200,27618.061287199762
2033700,7688.10805664395
2038900,22249.812227171366
5031901,7057.836357466236
5031902,5118.597365122737
3039800,15533.763764658752
3040000,16052.698136633775
2029301,3086.585326527591
2029302,11950.947192665195
5023100,7068.586757944719
5023900,5436.825447641225
4013000,9313.437420734048
3058902,3921.228625218888
3059300,5287.994492799672
3050600,26784.57464709485
3050801,27744.295395215264
1015102,25788.792227806738
5020701,6669.557846235344
5022300,3034.746444944065
4073100,5855.716463087921
4074900,6712.308090016232
3079802,17458.562587428285
2042500,21418.585723960256
4026502,26958.894734611058
4048302,20314.77210776442
4026501,29128.50029913262
4048301,27807.971353863115
3012902,18657.074847837892
1013501,12568.161342910738
1013502,19444.937066647744
2002800,7280.023612041887
2005200,21529.466418466603
4066100,7185.706595465718
4065900,5359.1156491265865
4066501,8377.824232969164
2020000,9868.176667241734
2025600,9098.532504316092
4102900,5338.1451703136045
4097300,3281.0990961411344
4098100,3413.2122547470776
4060100,11568.85094877217
4060300,11324.870131116873
2012300,22601.896459257874
3009002,27528.0
3011000,18094.201073433745
3030400,10925.152488153708
4063302,6135.999999957048
4063500,5107.782910960322
4062100,6781.7597971107925
4063700,4333.980446576119
3062200,9005.214471336352
3062800,4740.8638518742855
3066600,1531.6237279766647
3021300,15232.851621421738
4077500,11134.372749264932
5005000,4542.8608971106805
5009601,4989.678392102132
2039700,12363.006966060504
2039300,17311.92966958066
3031401,8305.479324597845
3034800,9573.741434877084
2029700,14578.564905937805
2033500,6248.849171233842
4063900,4550.116726069631
4064102,4919.477042743444
3024800,19132.07552478142
3040800,21867.80432307153
3042600,22456.89180692964
3012000,19646.063819485247
3012200,22408.525944036577
4000104,1973.7371802068023
4000701,8422.35747858236
4046300,34096.65163408196
4047100,28219.917367614573
3011800,25465.971002118844
3021400,20982.780413312357
2035000,11241.463562229626
2035800,11607.554799049907
2023800,14126.507432638886
2024000,13139.79166545804
4076901,14108.0912593988
4076902,9773.307674125428
4077300,8160.520863718295
4024700,24431.38060020043
4024900,20579.862019502063
4026100,24006.8143278705
3016100,18381.749469920447
3016300,18321.87683511026
1021000,24673.2919588865
1021200,31220.236146622883
2027600,3601.797372778335
2028400,4269.672560914321
1015502,23378.0
1015900,40367.87298665363
3007000,19364.45986817735
1012901,18256.72596646022
1012902,18193.19398423376
4010701,2451.032549241386
4012301,5061.599354695266
2033400,10797.725985590732
2043501,14276.894130670034
2037600,14242.201471046154
2037800,17745.07987506135
2001903,4648.956584701596
2003100,18027.771629449722
3005302,1257.9371045141627
3001801,4891.966087221356
4085300,21610.63407010396
2026900,20668.420677274993
2028300,19131.17478057809
3056100,13375.5188609427
3056500,12065.443280770054
4161700,5390.415127871724
4035700,6274.026601372562
3029200,15216.982198811935
3029400,13066.00146990088
2009301,10347.18036689645
2011502,16119.952272535471
2005100,11986.617799661482
2006301,9027.433398132283
2023501,43363.676450767714
2023502,40722.28157572838
3122000,6240.838071481546
4099701,3171.542356034594
4101700,5364.512319770351
2023702,37890.99999962109
2039901,31241.621135221063
2023703,37803.79140312157
2040100,36405.7974405615
3030800,6875.269450168445
3038600,14394.348064768094
3002200,11558.331740061287
3003000,16597.030093248366
2016700,21228.417238703834
2016900,23358.038424388866
4085500,37993.76137500897
4086300,37499.14622410323
1029700,8966.039660398552
1030700,9828.25210349593
4000101,6273.735069941032
1006200,18277.495971609227
3056302,4484.084048449179
2014701,26595.270067362995
2014702,26621.707991697105
4028803,7056.627838582797
4029400,6507.357049868425
2014300,26443.18159822072
2014500,26233.625922630607
2018501,26259.228341822793
4004401,14321.06258797442
4005800,9656.669464961698
1020101,41643.90956264355
1020300,26403.18452639007
4116302,22203.925799240023
4116700,14972.9966768615
4090700,2075.699954195187
4091900,7752.030391303552
4000103,5956.738665819456
3011901,11000.747726579853
4029700,11081.901250812965
1016300,34259.23410658923
1016700,34239.57406288824
3003400,8433.529430565919
3001804,4688.861482118067
3019200,18254.38376270236
3025000,18423.18873464122
3042000,15986.021725185588
3055400,17293.32704915704
1018500,37341.704010181835
4022900,3701.4859596262604
4051500,7344.139141926054
1008602,23335.63545940278
4000102,10305.999999958776
1023804,8501.959799136464
1018900,33513.76256937272
1019100,21214.906573067557
3044901,11079.893045636736
3059100,10829.039865694958
3048400,26240.73268263544
3048600,19390.638471352493
3075000,17369.35397633266
3075400,12062.336384315895
4030905,5535.454596883835
4030906,17147.163992424554
3061600,2840.87836787548
3062000,5365.623350944
4098700,3468.5639827192354
4099100,4106.123689767751
1013700,15460.147289378985
1013900,30380.046990440445
1014500,26155.770445448215
1027700,41391.447310363554
3032700,19695.477529956737
4010600,16406.464880532258
4016600,14466.338511968253
3017700,10234.173760091231
3050804,26878.999999865606
1001002,25722.966359526563
3055100,22504.005176194813
1023900,31219.316264237405
1031100,21219.68746238529
4006202,6366.346079998272
3120803,16411.58709236884
2038500,27496.36197217043
2039500,17881.29986158216
3007700,11951.785822382735
3011902,4837.0468897468245
2003300,16432.95363098236
2003500,20390.356364683452
4056000,8037.9536940442185
4162100,7150.812300086619
4097202,4357.728463079366
4099200,6556.559530496776
4045800,14726.238529079006
4046200,21351.97827939328
4046600,18092.934024323655
5017701,2236.4972562133657
5017702,3882.957481325249
1022700,24896.341882441837
1025900,30387.216100845682
