BoroCT2020,pop
2021301,30209.755407792713
2021302,29868.387438590682
2021501,27355.7930147525
2021502,35533.59701270824
2021601,35335.0
2021602,35330.23682622179
2021700,36474.09802184782
2021800,21602.01837785609
2021900,37355.16525221311
2022000,8039.101586025354
2022101,43026.84140067285
2022102,49870.911681875674
2022300,48211.762599505804
2022401,9792.314464255138
2022403,26394.90987203775
2022404,26442.000000264423
2022500,44858.75505327612
2022701,38042.17821725167
2022702,39714.000000397136
2022703,39047.33078535726
2022800,26441.999999814903
2022901,30245.997159474064
2022902,29445.0
2023000,17383.814995230696
2023100,25878.006260488117
2023200,15128.558360672592
2023301,36044.29357957534
2023302,29444.99999958777
2023600,12734.337856738057
2023704,40561.478838042414
2023900,41880.357549676395
2024100,43404.00000043404
2024300,31146.945149378924
2024400,11908.244478693836
2024501,28574.357570459284
2024502,28676.0
2024600,23801.654325967735
2024700,16537.299840994125
2024800,15731.642070727266
2024900,20234.73288401419
2025000,11816.520529714777
2025100,41644.111360645984
2025200,11633.392183291486
2025300,42120.95878193421
2025400,10721.253500162964
2025500,29325.222398164366
2025700,7536.5661879302215
2026100,32668.94166052278
2026300,38993.557677453515
2026400,10120.44076628573
2026500,32934.46415370403
2026601,9985.086466783481
2026602,13898.369084693722
2026701,26424.326556249904
2026702,25433.285260746692
2027300,24818.995322542516
2027401,6042.584615506178
2027402,5352.825808206393
2027700,18619.665180116554
2027900,10212.702165615981
2028100,6185.981168868832
2028500,13553.14812667588
2028600,6601.900144441746
2028700,20664.158215916694
2028800,8282.453835475997
2028900,24582.82124869939
2029500,15079.009833187067
2029600,5018.047249805944
2030000,7941.48866091924
2030100,8059.819938971212
2030201,10550.06025253766
2030202,9805.007950027722
2030701,6331.24132206942
2030900,4216.8079191758725
2031000,5524.1183988240045
2031200,7480.137611731708
2031400,8480.999999923672
2031600,8481.00000008481
2031800,9405.711245740587
2031900,6404.649477576557
2032300,5990.919288168108
2032400,15744.999563676649
2032600,9990.174132812954
2032800,20371.051094661325
2033000,20403.517641823353
2033201,13406.98956612551
2033202,14235.948269719298
2033601,13523.464632983982
2033602,13453.490408484538
2033801,21282.49815437249
2033802,21490.0
2034000,21351.388083796453
2034200,18286.857738123726
2034300,10698.505242536408
2034400,12462.943942253383
2034500,6294.843228690676
2034800,12300.183976993863
2035100,4517.305458162812
2035600,7575.007724266161
2035900,14551.431205803026
2036000,9757.762566237006
2036300,21957.778834449306
2036400,12682.244094303358
2036501,24419.743008419544
2036502,24351.84799392161
2036700,19803.840124120125
2036800,15459.18248066396
2036901,21764.25306896353
2036902,18673.654023248422
2037000,16102.836136923735
2037100,25253.81097579373
2037200,20249.01648620115
2037300,26202.802366893917
2037400,19053.838100428406
2037504,23686.894006239556
2037900,27104.58128256474
2038000,17724.189962097655
2038100,34343.66001536983
2038200,15984.760559788265
2038301,32976.509605849074
2038303,32708.76398878653
2038304,28636.721202341654
2038600,15471.014880582497
2038700,22713.879476704158
2038800,16000.0
2039000,17267.882430969403
2039100,28110.772214064644
2039200,17830.19665424491
2039400,17845.999999982152
2039600,16714.94267866658
2039800,16072.435327494002
2040302,36845.36886779806
2040303,30367.607577828177
2040304,26284.565361108682
2040400,16913.81062791388
2040501,34153.18165802514
2040502,25702.640437066653
2040600,16121.47725770116
2040701,39311.82806035219
2040702,38493.54183280584
2040800,17254.00213750039
2040900,16078.249230965139
2041100,20186.052937092343
2041300,28494.43122875778
2041400,7994.219018232969
2041500,25205.938024153787
2041800,15028.306777609769
2041900,26372.99580432612
2042000,12076.46285795512
2042100,20693.739910599972
2042200,17306.716445798476
2042300,25048.230217750966
2042400,17535.522681282713
2042800,13351.046658682177
2042902,17398.05793322654
2043000,15466.272262828783
2043101,11845.122201582384
2043400,15355.058930286546
2043502,4106.46417023923
2043503,2977.4734403737384
2043600,14271.83115914459
2044200,11054.054149512127
2044400,11339.964215632679
2044800,9985.51257240869
2044901,4013.327222924498
2044902,4524.365993480718
2045101,6775.184209089476
2045102,7057.317934497746
2045600,2499.9187597529126
2045800,16398.707011437706
2046000,12204.942912702967
2046203,9442.783582215592
2046204,8925.886123618104
2046205,8985.7685026786
2046206,18766.368680932283
2046207,21863.610117187327
2046208,10418.382580987885
2046209,9785.989938185841
2048401,5847.283723304118
2048402,7480.0
2050400,569.3577192065642
2051601,3331.333621049833
2051602,15.557036754690003
3000200,6237.483400534087
3000301,21452.602983787317
3000501,21405.830229731106
3000700,20906.427666892832
3000900,14907.978916148953
3001100,9379.039059150296
3001501,14511.78293696257
3001502,13197.719921411513
3001802,3844.580537542901
3001803,3516.789601076182
3002000,24313.3095956869
3002100,5913.9478665986335
3002300,9511.617014395053
3003102,14889.880801138252
3003300,11555.713775931643
3003500,13866.827838892006
3003600,16337.842898676532
3003700,15563.039083663622
3003800,7371.648640037947
3003900,10286.182818245039
3004100,17424.601074631686
3004300,22090.437218272677
3004400,6636.92520143574
3004500,18542.115629296895
3004600,5856.145729717729
3004700,10187.044310600195
3004900,18471.0
3005000,10419.01807373805
3005100,6459.62685246519
3005201,12952.999999896376
3005202,12953.0
3005301,2442.8012660922595
3005303,3541.781412041147
3005400,13494.466703442667
3005601,4724.172219125762
3005602,3749.257049809419
3005800,17491.828017077463
3006000,18097.086918514582
3006200,15717.491041451967
3006300,14627.976591225257
3006400,14430.547252581919
3006600,15937.465495641502
3006700,17997.47140737354
3006800,18416.84490457378
3006901,21609.137674242527
3006902,20841.52365487147
3007100,16411.353945069804
3007200,18775.165690573474
3007400,22148.885286607067
3007500,11057.725422383812
3007600,29375.999999676864
3007800,29407.921812363635
3008000,26382.14487946803
3008200,15395.186389895805
3008500,9902.342433592685
3008600,31909.39176026093
3008800,15345.569002887494
3009001,27409.49032283212
3009201,28443.03321580752
3009202,27527.99999961461
3009401,32152.506114877844
3009402,28294.34863558259
3009600,32690.0
3009800,32106.124667419634
3010000,29001.01753519203
3010100,8221.069065744221
3010200,24171.88703683567
3010401,28022.15839608458
3010402,31382.0
3010601,31383.529358732863
3010602,31381.99999962342
3010801,32349.34173475916
3010802,30973.06261613475
3011200,26189.238887212217
3011400,24298.984361120903
3011600,30763.36335231331
3011700,7021.726604636264
3012100,13223.247343561385
3012700,17196.777388351722
3012801,13890.12039412011
3012901,18314.48633720623
3013000,19356.906386506143
3013100,20286.515033018677
3013200,14019.33445490441
3013300,20792.49491224017
3013400,17874.347448965837
3013500,20305.146941414783
3013600,18694.56337121426
3013700,17302.558976891873
3013800,16471.851163330735
3013900,14951.227999300238
3014000,13561.65419475801
3014101,15703.00041742542
3014102,16513.10511387949
3014200,14310.824270532365
3014300,13372.678995176562
3014500,10989.827432140386
3014700,16387.248823353628
3014800,9464.675055306454
3014901,18801.74296885173
3014902,17487.02108505064
3015000,10237.732386303933
3015100,20354.66747860818
3015200,5308.170950876032
3015300,22153.350583684674
3015400,4153.2617936000415
3015500,21666.811883704482
3015700,17857.07426928889
3015900,16911.750817846812
3016000,16374.309749758444
3016200,6676.713720995783
3016400,3454.5939287460005
3016500,13961.768066029677
3016600,10955.026834218123
3016700,19956.614915213002
3016800,8805.213906174324
3016900,18388.709798168682
3017000,8686.826845464153
3017100,8525.224549839979
3017200,11393.904733816902
3017400,10151.874575087
3017600,14679.380764918158
3017800,16138.55836857797
3017900,17194.40630374504
3018000,15391.153311967757
3018100,17043.0
3018200,16452.46982257954
3018300,15586.708526130034
3018400,15084.949366273486
3018501,14333.777289131984
3018600,15948.990419062902
3018700,14328.999999799395
3018800,17806.85389134408
3019000,18222.25796811766
3019100,11132.823963003084
3019300,15417.22195632962
3019400,18980.601069450684
3019500,15375.07874145017
3019600,17832.263878820384
3019700,19357.244419782855
3019800,17382.715225122218
3019900,18405.64324149654
3020000,15168.058389546059
3020100,18625.07948663301
3020200,11528.825245581893
3020300,15163.986006684454
3020400,11026.606077338196
3020500,15558.363713093715
3020600,12581.344922258733
3020700,15400.163868372778
3020800,16308.18131750409
3021000,18312.85013028447
3021100,13520.933304544747
3021200,19814.626068029218
3021500,14327.596467370573
3021600,22713.535142348912
3021700,20908.196504660777
3021800,22903.163732978286
3021900,24321.99999997568
3022000,23801.91710109688
3022100,19352.039888857387
3022200,26181.79557197925
3022400,23471.071524257368
3022600,14302.720687749248
3022700,18003.76929410136
3022800,19461.346477481875
3022900,22219.0
3023000,22958.03442562518
3023100,20553.077551514052
3023200,26980.385882994175
3023300,22093.828340648437
3023400,27216.869137983274
3023500,21168.162095632884
3023600,24424.28764172715
3023800,21431.611549601002
3024000,20182.54188957208
3024100,21873.598418772155
3024200,19704.683836997345
3024300,22203.712019675608
3024400,17798.44330244922
3024500,21075.744245337555
3024600,13573.515604229753
3024700,21384.53606071702
3024900,22360.948274495182
3025100,21994.84354638086
3025200,18917.503413555118
3025300,23095.307257073422
3025500,22846.880287985954
3025700,23960.72124962921
3025800,22714.678387410473
3025901,23992.999999424166
3025902,23993.000000239932
3026000,19856.72472042845
3026100,23628.90600372388
3026200,18542.687341100722
3026300,22131.424346081767
3026400,22823.57155958685
3026500,22245.718005288247
3026600,22834.186383198758
3026700,22339.450417758315
3026800,22718.227875842367
3026900,20526.081380760865
3027000,19517.059341694705
3027100,16349.776963441593
3027200,22432.677272206303
3027300,17704.109277353484
3027400,23376.161812278857
3027500,22365.22891548505
3027600,22595.33650640694
3027700,23262.0
3027800,19855.372927729793
3027900,23272.838201808463
3028000,16289.495603444871
3028100,23677.089398393473
3028200,15685.420196659446
3028300,23710.13013755013
3028400,22673.622614836073
3028501,22667.769108830616
3028502,23732.822661918224
3028600,17201.057288081705
3028700,22661.062918742802
3028800,23216.99999983748
3028900,21281.765359211677
3029000,22470.288724525482
3029100,20985.95823403203
3029300,20533.26844805927
3029500,20150.03222612795
3029600,18573.331260351297
3029700,12850.84581866412
3029800,18516.78238716295
3029900,16242.477678826577
3030000,15908.571901928228
3030100,20828.990253809738
3030200,15189.074976500557
3030300,19540.70223669576
3030500,17034.054996876283
3030600,12713.298079298787
3030700,17242.29564210372
3030900,14243.711137343615
3031100,17745.0
3031300,21500.76645439859
3031402,4448.1626580835255
3031500,21552.83730973081
3031701,21539.887960153654
3031702,21829.36476399539
3031900,20537.379281344663
3032100,24911.017334434266
3032300,25946.92505192823
3032500,24625.769447195762
3032600,9031.608573425437
3032800,10401.54755113586
3032900,22291.942960312983
3033000,10418.494060590552
3033100,22490.61797061218
3033300,22205.546878751382
3033500,22645.21207695612
3033600,8005.368635219999
3033701,22725.542518098602
3033702,22716.858766311914
3033900,22781.33700633885
3034000,13953.990857320116
3034100,21417.69321458236
3034200,13100.108117717684
3034300,23407.726054383256
3034500,23960.856225735064
3034700,24656.640766954948
3034901,25302.00000025302
3034902,24197.789006481416
3035000,8397.592798116704
3035101,25302.00000025302
3035102,24351.716013546196
3035200,7066.170629596468
3035301,24666.087778716865
3035302,24272.954691226067
3035400,20055.527390774783
3035500,22347.678270537555
3035601,22417.22905531846
3035602,22210.121796055897
3035701,24324.67000961423
3035702,23516.366228968982
3035900,21878.999999978118
3036001,25054.934733539372
3036002,25263.91826212578
3036100,20641.603744365668
3036200,25208.53130225969
3036300,17522.530055456078
3036400,25340.1541771472
3036501,17810.354345937827
3036502,13225.834791833391
3036600,18841.297036184525
3036700,11177.76241697933
3036900,15860.862884790735
3037000,12088.939747227556
3037100,21581.99999995683
3037300,21832.802233420563
3037401,11781.572102608876
3037402,11458.999999908328
3037500,18450.282098412405
3037700,18870.55050256898
3037900,19896.312571516504
3038100,16792.607752084157
3038200,12930.191816092236
3038300,19016.48992488181
3038500,19214.29587790331
3038700,19655.459241270324
3038800,13256.715978400718
3038900,21195.285019580362
3039000,13924.913170484777
3039100,18389.919440434136
3039200,13964.999999958105
3039300,20251.426917684545
3039400,14249.800516134945
3039500,21982.91611877738
3039600,13385.074289511598
3039700,19737.690179978697
3039900,21450.72869397376
3040100,21907.841859623408
3040200,18568.502100392034
3040300,14808.380104530326
3040400,19281.725903311308
3040500,11409.257518148712
3040600,21384.866867376193
3040700,8419.554657009823
3040900,15751.569343594112
3041000,16379.470819589458
3041100,12547.568165352313
3041200,13184.716148685475
3041300,19914.9051540576
3041401,13137.808920929478
3041402,14245.526795710826
3041500,24013.35093670782
3041600,15347.00000015347
3041700,23736.30990037961
3041800,15346.999999907917
3041900,22665.95847772898
3042100,22547.194349424353
3042200,14638.979398342757
3042300,19568.432954534896
3042400,19004.16130599167
3042500,13231.097379445
3042700,17535.39779331117
3042800,21420.254393279152
3042900,28512.125282152978
3043000,22691.68743605624
3043100,26120.756095104633
3043300,24721.176915123157
3043400,21587.718904994228
3043500,24638.372549917247
3043600,22280.042577662967
3043700,20635.94095145334
3043800,18234.73691953371
3043900,22752.316253617817
3044000,18016.091010618657
3044100,30229.489080975545
3044200,16147.234451574246
3044300,30163.022853371724
3044400,15733.984355057542
3044500,29025.472586696207
3044600,19310.087336350152
3044700,23977.03818891051
3044800,8608.268537533973
3045000,8070.0
3045200,11264.480347700975
3045300,12371.013125740032
3045400,15678.369969950583
3045600,16798.21695639043
3045800,16962.363189412536
3046000,18325.342219784037
3046201,19466.227768753168
3046202,15085.007906361092
3046400,15579.682812555982
3046800,13062.234879684254
3047000,21164.709542667406
3047200,20243.73583732082
3047400,19262.087190816324
3047600,18620.29977625953
3047700,11900.699462387678
3047800,19220.68208268472
3048000,19366.924351542435
3048100,12897.99999987102
3048200,23012.268724145917
3048500,14201.751810919815
3048800,22555.419090259427
3048900,19384.000000193842
3049000,27749.55609305081
3049100,22231.40757898686
3049200,25813.421923195467
3049301,14524.89267667396
3049302,18098.423683098023
3049400,23610.37937721518
3049500,17570.536706627474
3049600,18030.57329173951
3049700,16675.00766319505
3049800,15535.57888464796
3049900,13312.999999973374
3050001,15541.292942831236
3050002,20149.281693548528
3050100,18487.428231697122
3050202,6441.1520284956605
3050300,20714.0
3050401,13297.562667855434
3050402,23341.000000233413
3050500,22165.082448836016
3050700,23708.88944346628
3050803,27027.706645818376
3050900,27299.074970036923
3051001,26251.035312341788
3051002,27952.307279810397
3051100,22502.989462946607
3051200,30983.000000309832
3051400,28063.812044681817
3051500,12153.414436886651
3051601,26937.999999811436
3051602,23229.06557180105
3051700,8778.35076294654
3051800,20438.34066062995
3051900,16904.28342613016
3052600,19678.52134617071
3052800,16664.159994144386
3052900,33608.74401270387
3053000,16828.99999986537
3053101,34253.99999945194
3053102,31136.130359012383
3053200,16027.465994106164
3053300,33880.95618984121
3053400,15695.913804010495
3053500,25206.307425193543
3053700,23713.318058291905
3053800,16195.683949014568
3054200,16591.835715353984
3054300,9117.158310847379
3054400,19677.998336745768
3054600,18266.59865146584
3054700,16559.780002397223
3054800,11709.803743666029
3054900,19772.884835132838
3055000,17921.14499462751
3055200,19849.78359208391
3055300,14598.720400968594
3055500,5702.257984204265
3055600,17908.67023777809
3055700,6256.030877952442
3055800,20094.0
3056000,16897.159375997187
3056200,13053.999999960837
3056301,10004.268074719066
3056400,11369.11977892575
3056600,9741.164234321814
3056800,9340.055438709214
3056900,10986.088495526461
3057000,10976.33771417728
3057100,11650.831314862282
3057200,16575.999999966847
3057300,10771.559258496523
3057400,14080.181127204183
3057500,13064.497530941635
3057600,14835.953309104709
3057800,17447.787870258195
3057901,7968.85046855241
3057902,4315.137212324822
3058000,18809.546055416627
3058200,16805.222855481818
3058400,16855.391851278586
3058600,18055.0
3058800,14105.971392933443
3058901,8542.438816790796
3059000,15029.814050101802
3059200,16053.432304311562
3059402,16891.862258535573
3059403,17180.0
3059404,14419.591358321346
3059600,13866.229234720655
3059800,10590.347622488769
3060000,12680.098889888674
3060600,13998.659616360526
3060800,13366.25721979345
3061002,18626.284021175066
3061003,21226.89894967264
3061004,20841.970827420388
3061200,8915.611958791393
3062600,9759.668900201812
3063200,4858.8208362772075
3063600,10452.584631161573
3063800,9871.258129230928
3064000,10721.195149669747
3064200,11247.000000112472
3064400,10880.162688234095
3064600,11952.554233358074
3064800,13113.624736970254
3065000,10759.147001509265
3065200,9545.533142802566
3065400,9503.686794252275
3065600,10211.921314605446
3065800,6450.9111394534075
3066000,8310.640773161436
3066200,6398.903060509125
3067000,8388.376265400382
3067200,9773.136753577317
3067400,9849.688507021614
3067600,11419.134050239274
3067800,13313.41429934039
3068000,11453.894892244556
3068200,10300.589255300029
3068600,6437.666643011524
3068800,10472.606742447504
3069000,11729.929378538789
3069200,12237.688219966627
3069601,7862.697740336112
3069602,8259.936285724545
3069800,6248.508151430096
3070000,6307.522853446895
3070201,3455.989541249686
3070202,118.34900372420138
3070203,1.6858726004092
3070601,3988.811158375419
3070602,535.7530566795226
3072000,13572.000000135722
3072200,12484.184856692069
3072400,8877.385641819796
3072600,11315.543980775134
3072800,12050.070751735382
3073000,10957.558584342227
3073200,12155.39254704384
3073400,15765.999999968468
3073600,13462.949581137676
3074000,15888.422335949554
3074200,17947.6714522138
3074800,9904.0
3075200,14283.4659537233
3075600,10400.308141208588
3075800,14992.199915346997
3076000,15931.999999968135
3076200,14171.590268417778
3076400,17884.045969637038
3076600,21137.274128580153
3076800,15798.532229396074
3077000,26585.92524978026
3077200,17957.663540470425
3077400,19338.377920257666
3077600,16417.61608407709
3078000,12664.147610162752
3078200,15891.10350073389
3078400,18151.914602261662
3078601,23298.53822284835
3078602,23689.535337613303
3078801,25124.48188937868
3078802,24478.0
3079001,22725.45244105544
3079002,24398.466131860692
3079201,20358.0
3079202,20357.999999938926
3079400,23261.429064522443
3079601,30635.68101318572
3079602,31851.01972533624
3079801,22569.904608437642
3080000,27061.05474234891
3080200,28627.300355813633
3080400,20093.473965589557
3080800,18044.956543430464
3081400,14699.0
3081600,18366.99680051901
3081800,19234.00000019234
3082000,25814.76305663544
3082200,31862.999999872547
3082600,23576.0794230273
3082800,24150.578032111633
3083000,23881.296316291253
3083200,11315.292224197246
3083400,9095.7583426883
3083600,9989.21489952267
3083800,9063.573973024915
3084000,9971.082782532607
3084600,9983.560662572487
3084800,11322.638481636504
3085000,10863.023669482332
3085200,8014.740064371606
3085400,16506.073233908613
3085800,12984.38583719751
3086000,15218.415617023547
3086200,16342.535313816024
3086400,17717.999999946845
3086600,19889.245784066796
3086800,18711.999999981286
3087000,18041.374753678025
3087200,14805.35936970209
3087401,23368.057110644942
3087600,23271.977664147027
3087800,21029.031247725616
3088001,21674.000000216744
3088002,21674.00000043348
3088200,22484.63964841364
3088400,25770.33265856241
3088600,21295.267301164447
3088800,17975.588629740236
3089000,19846.499385150004
3089200,26553.819029493046
3089400,19637.632853570445
3089600,18374.355800118137
3089800,18446.999999889318
3090000,22784.487643888508
3090200,15360.904857656558
3090600,15280.509497140943
3090800,15532.383608972503
3091000,19209.0932879326
3091200,20397.811480212986
3091600,17244.105420697917
3091800,21900.88371939285
3092000,16185.238793236562
3092200,7481.544834322779
3092400,16200.045132864823
3092800,17691.384571850336
3093000,13572.373245425115
3093200,6758.319957583328
3093400,11684.029166521497
3093600,11505.487276364493
3093800,14855.408652039503
3094401,11315.889902067986
3094402,11893.00000011893
3094600,7710.514571560535
3095000,14825.10131226551
3095400,15607.423454418136
3095600,15183.630817192601
3095800,11980.679875300759
3096000,7483.75512106828
3096200,7335.68002363764
3096400,10923.26624172937
3096600,13556.625128077338
3096800,10038.367244453524
3097000,9736.583070148085
3097400,13360.661968122668
3098200,9004.536215012275
3098400,11519.327743499249
3098600,14048.126702953316
3098800,14588.81029511943
3099000,12677.208042236314
3099200,13431.200056330254
3099400,14214.000000142141
3099600,13370.164369998474
