0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,BoroCT2020
0.35517922,-0.089689024,0.81169635,0.0038434812,0.25714606,0.71183574,-0.030058349,0.014093884,-0.01404532,0.36052433,-0.18972482,0.44023287,-0.017902154,-0.06550352,-0.08405213,0.119777195,-0.17861159,0.4058815,-0.16608511,-0.0040564328,0.25509128,-0.03756029,-0.013866157,-0.06415717,-0.042938206,0.43134207,0.15230241,-0.102910034,0.45195895,-0.09943711,0.16680169,0.74285644,0.6165955,-0.22340138,0.26175782,0.36015564,0.18297902,0.4005381,-0.05264964,-0.009763289,0.23770136,0.6859345,0.14219093,-0.124885514,0.62446105,-0.070978634,-0.07687961,-0.03816164,0.19201954,0.14454901,0.60524184,0.23750386,0.113280244,0.1665858,0.103074625,-0.014475897,-0.23874575,-0.082671285,-0.0718867,0.41185126,0.18546723,0.19902289,-0.0041043446,-0.08247167,1004100
0.30743963,-0.11194638,0.84785414,0.0009473291,0.24087197,0.7492746,-0.04064916,-0.003473575,-0.012908495,0.3709917,-0.18459484,0.4285014,-0.0200698,-0.060566034,-0.072469674,0.08187192,-0.17943211,0.375545,-0.15618461,0.0085547175,0.17784357,-0.034675453,-0.017533816,-0.062495656,-0.033505064,0.5623854,0.10336077,-0.11151076,0.48754176,-0.10891655,0.20545879,0.70982844,0.5964807,-0.21711709,0.2378374,0.41019148,0.16379791,0.31939542,-0.043404747,-0.008829422,0.19524503,0.68427664,0.19948436,-0.11536863,0.52319306,-0.071886815,-0.09871063,-0.038416207,0.22567758,0.15188462,0.6356668,0.20667554,0.06735949,0.1188675,0.10352385,0.048271757,-0.23550999,-0.09044326,-0.04923471,0.33806628,0.11749433,0.16560563,-0.021822607,-0.0707507,1004300
0.34989303,-0.082885765,0.85944927,0.03580497,0.22823326,0.7293241,-0.03719792,0.04187162,-0.016576845,0.4151468,-0.18531175,0.46011537,-0.017453782,-0.06051802,-0.101503365,0.11213,-0.14912829,0.37252745,-0.15817714,-0.013378618,0.2269885,-0.040847365,-0.039059296,-0.0692246,-0.039377518,0.39289725,0.18623492,-0.09529664,0.51038736,-0.09627039,0.16170329,0.76004344,0.55226415,-0.22320463,0.2669823,0.33604833,0.20596154,0.5458554,-0.08378411,-0.02204962,0.21215902,0.73881775,0.16752732,-0.122693725,0.72060424,-0.0814174,-0.08420956,-0.036519285,0.10515127,0.073784396,0.59185797,0.19539717,0.11189224,0.16395003,0.17985272,-0.020394426,-0.22026065,-0.06687744,-0.08120695,0.34660998,0.16696915,0.21174215,0.08765362,-0.06244063,1004500
0.34788433,-0.0940046,0.90434104,0.019491356,0.21589068,0.7843563,-0.045623016,0.013293975,-0.021832151,0.48401314,-0.17875339,0.5346414,-0.0050803083,-0.048867438,-0.10625267,0.12505752,-0.14606038,0.38837704,-0.15770175,-0.0053015817,0.22150826,-0.044733584,-0.041835055,-0.07710274,-0.040591065,0.44619262,0.22174041,-0.10133756,0.5477181,-0.094792195,0.14745128,0.7955996,0.5580846,-0.22377858,0.2646764,0.3626702,0.2139411,0.5280437,-0.08482114,-0.026740488,0.19674015,0.79846585,0.16484009,-0.13767962,0.6999611,-0.09617585,-0.09311083,-0.05013471,0.14537275,0.054301433,0.6434525,0.21569917,0.11134996,0.180172,0.22900507,-0.014236891,-0.22529139,-0.06679339,-0.077127,0.33543864,0.13403465,0.1955321,0.09354124,-0.06724512,1005200
0.3073236,-0.0965304,0.8227135,-0.003156397,0.22871591,0.73143244,-0.040758695,-0.008649993,-0.022575261,0.4155057,-0.17214687,0.4460928,-0.011227793,-0.052724272,-0.088267855,0.10536994,-0.15411238,0.35654122,-0.15494488,0.023074023,0.21239516,-0.039994527,-0.029751938,-0.0617335,-0.036673937,0.4778562,0.16535567,-0.09666032,0.4930094,-0.09404494,0.13346416,0.73842967,0.57108706,-0.20582962,0.21075916,0.36652118,0.21670374,0.37957862,-0.056306805,-0.023163835,0.19165973,0.6952212,0.1648097,-0.12048343,0.58409894,-0.091038205,-0.08873433,-0.05106382,0.19769554,0.14443117,0.61177474,0.2282381,0.06763488,0.13973697,0.16676025,-0.0055851107,-0.22100909,-0.07383195,-0.058262013,0.30962312,0.12749988,0.18673037,0.01866753,-0.06867333,1005400
0.32956246,-0.091120616,0.79551005,-0.002306649,0.233063,0.69073325,-0.032349907,0.003472712,-0.018347213,0.37981346,-0.17818165,0.44411528,-0.016002687,-0.058088657,-0.08891794,0.11807031,-0.1651173,0.38886258,-0.16129635,-0.0045527653,0.24600074,-0.039123915,-0.022599973,-0.06130678,-0.03975372,0.42219397,0.17974861,-0.098188035,0.4533427,-0.09350542,0.12748532,0.74082214,0.5914926,-0.21052676,0.23628224,0.34141478,0.20274849,0.3988815,-0.05419987,-0.017427439,0.21885493,0.6705994,0.14148363,-0.122351624,0.59921014,-0.08434583,-0.079916015,-0.045685418,0.18857981,0.15650132,0.6059142,0.23774822,0.074531004,0.15579535,0.14797437,-0.011278215,-0.23264745,-0.076449424,-0.06997396,0.35861737,0.1646617,0.20091133,0.016264724,-0.07871995,1005501
0.31743756,-0.08704089,0.8540397,0.02707061,0.22665563,0.72903687,-0.04036269,0.015000311,-0.020090159,0.43124804,-0.18075572,0.5001173,-0.009099372,-0.051670242,-0.09921271,0.1350389,-0.1468214,0.371989,-0.15095979,-0.004666567,0.23056945,-0.04011729,-0.035105463,-0.070859216,-0.04020243,0.42785755,0.19094887,-0.09564353,0.5392491,-0.0969238,0.15401752,0.7475899,0.5836729,-0.21707742,0.2538623,0.33201802,0.17974773,0.48648122,-0.07779243,-0.014765724,0.1959132,0.7274992,0.19837569,-0.120395,0.692575,-0.08816368,-0.089100085,-0.051389866,0.15367226,0.07200973,0.61813366,0.20410128,0.12682666,0.15842165,0.18043567,-0.013136255,-0.2159269,-0.06627103,-0.068989314,0.33830926,0.12384321,0.19395253,0.08144218,-0.06456055,1005502
0.35258728,-0.095457196,0.91291136,0.022517502,0.21680635,0.8091955,-0.052136425,0.009286195,-0.02653476,0.49828595,-0.17564617,0.50054914,-0.013064724,-0.049318876,-0.10179095,0.12010307,-0.14937079,0.38386086,-0.15940978,-0.004457724,0.20000055,-0.04444487,-0.045969754,-0.07411399,-0.039645176,0.48684812,0.1814143,-0.106136166,0.5429363,-0.09842508,0.16256048,0.79281026,0.52659255,-0.22189684,0.26274776,0.38895023,0.23199269,0.52167493,-0.08129064,-0.030801797,0.21077265,0.7947967,0.181666,-0.13700372,0.68294257,-0.09313966,-0.09298289,-0.04446633,0.16233961,0.05476554,0.64210093,0.21323495,0.07614822,0.16272143,0.21304344,-0.008134714,-0.2256161,-0.06968704,-0.07102338,0.32351488,0.1417655,0.18905288,0.060877312,-0.061140615,1005800
0.35594139,-0.11076823,0.94565195,-0.0009798423,0.20830196,0.83540606,-0.06028284,0.016783804,-0.022061555,0.5080218,-0.1794925,0.548278,-0.013187936,-0.04622527,-0.10606738,0.12764506,-0.16362898,0.4051543,-0.17161357,-0.014098993,0.22505033,-0.049022812,-0.04638406,-0.071922936,-0.03450173,0.5210721,0.19513825,-0.108917594,0.5451906,-0.10617219,0.16107464,0.82807654,0.57616246,-0.23051263,0.26247826,0.4219198,0.24796543,0.54031724,-0.07746259,-0.027256478,0.2310454,0.80908835,0.2124417,-0.1458436,0.6630062,-0.110656485,-0.101366006,-0.056313127,0.18396391,0.11835434,0.70600563,0.21749873,0.024221508,0.15989794,0.25121707,-0.0006084749,-0.24403037,-0.07073291,-0.075843886,0.3278946,0.15633878,0.19765635,0.045072146,-0.06753606,1006300
0.33920002,-0.10792435,0.9092842,-0.0022048426,0.16052067,0.81764704,-0.063421294,0.04978184,-0.01800529,0.5144086,-0.1594944,0.51513046,-0.013331518,-0.040552516,-0.098511845,0.09957991,-0.15462992,0.38135302,-0.1663172,-0.023083154,0.20748737,-0.055686682,-0.05041621,-0.0657799,-0.031880952,0.5076013,0.18521522,-0.10883468,0.49970722,-0.0996569,0.16860949,0.8072175,0.5080924,-0.21787311,0.2520701,0.4083084,0.26597202,0.5923528,-0.08135136,-0.03755782,0.23394899,0.77925026,0.2023855,-0.14765401,0.6288232,-0.111244746,-0.09927546,-0.045327768,0.1612519,0.109061755,0.6682091,0.18038452,-0.0072953044,0.1406256,0.26972875,0.019844072,-0.23429708,-0.0620824,-0.07692513,0.28635767,0.17052665,0.16434221,0.027626775,-0.05073279,1006500
0.3319879,-0.083298296,0.80805445,0.035274416,0.21795057,0.6751086,-0.033471465,0.048321623,-0.009981589,0.3659491,-0.1892368,0.43378547,-0.02911958,-0.07009249,-0.09024535,0.12267756,-0.14873822,0.323258,-0.1415787,-0.020233778,0.2237413,-0.03457058,-0.028057637,-0.05960813,-0.026887944,0.40223938,0.105578385,-0.0874293,0.46452802,-0.10359648,0.19056869,0.67946094,0.53035265,-0.21926674,0.2628892,0.34808433,0.17208539,0.5152921,-0.07550616,-0.0022445975,0.22458099,0.66671723,0.1985189,-0.10345785,0.6220957,-0.071255624,-0.080654435,-0.023381079,0.06811996,0.060248394,0.56061554,0.16942342,0.10248473,0.1358906,0.124050446,-0.0141787445,-0.21153696,-0.07012313,-0.076576956,0.3440866,0.2083582,0.24281837,0.05232943,-0.061420146,1006700
0.3069036,-0.11453831,0.80002916,0.017920433,0.18631876,0.6300657,-0.048013605,0.08008029,-0.006004317,0.33376214,-0.17558487,0.46592566,-0.046279587,-0.07478803,-0.0903003,0.11968147,-0.17948812,0.35160735,-0.15637618,-0.05415582,0.24351346,-0.04020196,-0.012802113,-0.050315738,-0.004120062,0.46750003,0.057452783,-0.08196805,0.348736,-0.11686822,0.23234577,0.67050034,0.5483173,-0.21834715,0.24831818,0.42835248,0.21467316,0.48849332,-0.048946295,0.051171374,0.30802473,0.5615721,0.2398398,-0.110394284,0.41945872,-0.09557862,-0.0790041,-0.014914594,0.07986211,0.20340374,0.61475694,0.20113575,-0.020167146,0.0943166,0.14905535,0.07769419,-0.23914924,-0.07762036,-0.08336516,0.38735816,0.300982,0.23223908,-0.022517199,-0.06527379,1006800
