eID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,BoroCT2020,GEOID,cell,geometry
252,0.4516737,0.70294935,0.096325524,1.4855969,1.1964241,0.06826934,0.8086812,-0.21776508,1.0154456,1.6023624,-0.29681113,-0.25249723,0.3066132,0.9787829,1.479912,-0.22453234,-0.21727139,0.76500016,0.0062143058,1.0215507,2.2371762,0.5083831,0.39305592,0.86360645,-0.19610095,-0.25696224,1.5259252,1.3055145,0.41882178,-0.26805705,2.3673031,1.8919462,-0.57265055,-0.4371678,-0.14806123,0.4408487,2.4206765,-0.7967171,0.62985206,3.92103,0.4863763,0.63054645,-0.2889968,0.043651648,0.90247905,0.008070204,0.04441935,1.0995398,-0.08931458,-0.364515,0.14424434,0.7969861,3.149756,-0.22618783,1.9109501,-0.3044797,-0.18080465,-0.1033718,-0.01058507,-0.022565976,0.3932767,2.1686747,-0.43998593,0.90545493,-0.5173567,-0.077366695,1.849739,-0.38528007,0.2072906,1.6357204,0.8909445,-0.004438172,0.20668384,0.5891317,2.6546998,-0.35686848,2.3651822,0.7873446,-0.2493011,-0.3736084,0.8293495,1.60103,-0.08053624,0.20527592,1.2081368,1.041488,0.108276226,-0.804103,1.2795342,2.3396955,-0.016097754,-0.6871256,-0.34181046,1.4673908,1.205949,1.8046093,1.0111254,1.3033574,0.50044286,1.1578913,0.06454326,-0.2539011,0.3865034,1.4505067,0.33521464,1.1207054,-0.1402766,0.13290057,-0.35362855,1.9259278,-0.17760587,-0.026414916,-0.32252878,1.9723462,-0.67458117,-0.39792526,0.96238035,-0.18226486,-0.062129885,-0.5017698,-0.69402796,2.7480168,3.5137057,0.53978103,-0.15506023,0.39969552,-0.19502896,2.5028782,4009600,36081009600,613229524097695743,"POLYGON ((-73.82493255817735 40.68193377112277, -73.83130535688896 40.68088950852384, -73.83328213118547 40.676436790841, -73.82888701031905 40.673028669398356, -73.82251523661536 40.67407271540842, -73.82053755888249 40.678525099420426, -73.82493255817735 40.68193377112277))"
253,0.3476364,0.82771003,0.18840063,1.6287973,1.056638,-0.0011877585,-0.17226347,-0.1516677,0.80180234,1.4407209,0.027467996,-0.19115713,0.28336892,1.1151613,1.3866377,-0.4901828,-0.15527326,1.0881891,0.50060016,0.5964144,2.7394185,0.6649766,0.18364955,0.512579,-0.3699537,-0.26708344,1.297224,2.1146789,-0.3011403,-0.16868468,2.5995216,1.4439948,-0.71223354,-0.5209091,-0.223526,0.5525055,2.916282,-0.5159987,1.2941,4.208288,0.403149,0.9479817,-0.36430174,0.14439559,1.083737,0.08443859,0.2100991,0.7126842,-0.15722603,-0.44942164,-0.15992396,0.9342892,3.7234087,-0.034513924,1.9464241,-0.4376061,-0.13816817,-0.104604274,0.054069668,-0.13524874,0.26077208,2.2154727,-0.27140516,1.2217773,-0.17283845,0.5791725,0.494677,-0.5011478,-0.10594229,0.6693801,0.6181701,0.05902581,-0.2149575,0.84681773,2.0814593,-0.37142354,2.267402,0.9044874,-0.28528532,-0.40769193,1.6148875,1.1696452,-0.13893548,0.3374268,1.1680679,1.2785347,0.23325959,-0.62025106,1.3472261,2.0731497,0.24733096,-0.7502668,-0.37912446,1.4034692,0.13129747,1.0503211,1.3550336,1.422816,0.4485606,0.83828795,0.43241388,0.028621469,0.7619159,1.4419723,0.04453686,1.2735143,0.27218908,0.34305513,-0.12528972,2.0480182,-0.0915057,0.4401632,-0.30967164,1.9174073,-0.45131028,-0.30855185,1.3266532,0.28262883,-0.18704216,-0.54403913,-0.7863854,2.110103,3.4691277,0.42642504,-0.05004556,-0.25597098,0.109324425,2.4031823,4009900,36081009900,613229524710064127,"POLYGON ((-73.92713359181566 40.78498732891402, -73.93351863254917 40.783936308977204, -73.9354902017521 40.77947599526362, -73.93107764019973 40.776067033900055, -73.92469362741892 40.777117834907685, -73.9227211483504 40.78157781617816, -73.92713359181566 40.78498732891402))"
254,0.24809115,0.85616946,0.24916112,1.657847,1.2048837,-0.0955064,0.48004067,-0.25389677,1.2310551,1.6407912,-0.35150746,-0.4107137,-0.01169461,1.1780294,1.4343917,-0.36776823,-0.104098246,0.55811584,0.7126602,0.7395122,1.9552498,0.6812302,0.34088442,0.5514008,-0.18847907,-0.2598151,1.4153953,1.9757774,0.07694389,-0.28091544,2.7001271,1.7938087,-0.6354493,-0.4221769,-0.25592223,0.7591275,2.514383,-0.60740405,0.56442565,4.3009353,0.5744242,0.51125234,-0.33106422,0.10777147,1.011584,-0.036316343,0.38086534,0.4782136,-0.10978645,-0.28656438,0.03530687,0.63055754,3.1232502,-0.083271995,2.0753384,-0.33546695,-0.05999756,-0.16566356,-0.023091525,0.02785889,0.4565939,2.1315253,-0.38163418,0.8592857,-0.09349783,-0.11354498,1.4911932,-0.40897396,-0.024354845,1.2579818,0.3694869,-0.016751282,-0.28615093,0.6321568,2.1508048,-0.34980315,2.5171857,0.8767898,-0.29538733,-0.40514904,0.8323713,1.4598303,0.05140903,0.8936173,1.4196327,1.224107,-0.0355774,-0.74279636,1.3572801,2.2390847,-0.06877412,-0.6936219,-0.2960311,1.4048384,0.7657715,1.4423141,1.0856103,1.690447,0.63860035,1.0462929,0.33426,-0.1773794,0.8978615,1.4431039,0.29925975,0.9217577,-0.12347124,0.14993538,-0.19883075,1.7649943,-0.08146529,0.18133686,-0.24008054,1.7210186,-0.5507709,-0.42565107,1.4523817,-0.15011989,-0.34681964,-0.4668545,-0.6483412,2.239911,4.029168,0.5912716,-0.1299966,-0.19903365,0.10990334,2.5705733,4009900,36081009900,613229524718452735,"POLYGON ((-73.91877507487021 40.79049840245552, -73.92516101007133 40.78944778834648, -73.92713359181566 40.78498732891402, -73.9227211483504 40.78157781617816, -73.91633624147183 40.78262821150992, -73.91436274984866 40.787088338324935, -73.91877507487021 40.79049840245552))"
255,0.31079432,0.5574242,0.10248471,1.5720017,1.1540381,0.03514786,0.7190014,-0.21178477,1.0928644,1.6349068,-0.2989392,-0.34464574,0.018494368,0.9892547,1.4928747,-0.22498545,-0.22473699,0.6992239,0.2559241,0.6203002,2.2127604,0.6506516,0.36001647,0.40427738,-0.15012363,-0.2500171,1.2845937,1.6391443,0.4121197,-0.34829074,2.2760005,1.90389,-0.6111839,-0.41094244,-0.17566422,0.46311417,2.389272,-0.7073827,0.5837076,4.217425,0.36443442,0.76476467,-0.36176765,0.0496888,0.93187976,0.042716864,0.44004446,1.1057848,-0.15349682,-0.36461943,0.16704777,0.6978897,3.365755,-0.048963517,2.0503001,-0.23843838,-0.12951255,-0.15671238,-0.1041203,-0.007381052,0.5097772,2.1502328,-0.4240343,1.0587907,-0.28431803,-0.17789274,1.767062,-0.42996085,0.026928117,1.5369055,0.6700297,-0.06403792,-0.23089595,0.5391547,2.4246511,-0.32290837,2.784212,0.88529694,-0.26493567,-0.4061234,0.79582155,1.466922,0.007594999,0.41333926,1.4993984,1.0694449,0.042664465,-0.7485348,1.2745571,2.2752385,-0.05454021,-0.644498,-0.261652,1.4514065,1.2849175,1.644386,1.0281706,1.2530489,0.50483227,1.2605622,0.1957199,-0.25853962,0.8882307,1.3877842,0.26051754,1.2521805,-0.21116138,0.15936892,-0.27219743,1.7777607,-0.118392155,0.01929956,-0.3607434,1.815083,-0.61670786,-0.34564376,1.1515725,-0.15924178,-0.27708223,-0.48566732,-0.67275584,2.3394568,3.8923821,0.5067466,-0.2126801,-0.11052342,-0.12007991,2.7262917,4010100,36081010100,613229524682801151,"POLYGON ((-73.90554006922814 40.78026817765901, -73.91192484178966 40.779218406835376, -73.9138982303735 40.774758758183324, -73.90948775567357 40.77134921311867, -73.90310401118965 40.77239876545952, -73.90112971344078 40.77685808131797, -73.90554006922814 40.78026817765901))"
256,0.22893223,0.71152854,0.09899937,1.4635189,1.0640213,0.01115486,0.87738985,-0.108820595,1.0650928,1.7036157,-0.33693618,-0.29874948,0.26931125,0.9591275,1.4618056,-0.24017742,-0.23196995,0.7220055,0.48425263,0.7831009,2.0887299,0.84325993,0.22628802,0.48494333,-0.19000453,-0.2800495,1.2821431,1.4730074,0.57897073,-0.34760094,2.603787,1.9545232,-0.57278955,-0.43748522,-0.1616088,0.254406,2.4394295,-0.7236016,0.54240763,4.169332,0.40014297,0.601894,-0.3643043,0.06931165,1.003753,0.08165248,0.44294614,0.9769688,0.14973009,-0.36956003,0.20609757,0.58796513,3.2833874,-0.10369971,1.9050772,-0.25044775,-0.12402086,-0.1515831,-0.15761939,-0.020917594,0.33913895,2.235708,-0.36441445,1.1450918,-0.43710393,-0.20465437,1.802945,-0.39207298,0.014148766,1.6372219,0.73131174,-0.08200563,-0.09814659,0.54153854,2.386756,-0.33819634,2.3936799,0.8190813,-0.3350498,-0.40273762,1.0297977,1.5641826,-0.0702463,0.38211092,1.3982265,1.0955682,0.080780685,-0.7470294,1.3010331,2.2325122,-0.0704701,-0.632921,-0.27227223,1.4504591,1.3999324,1.5954562,1.0118822,1.261663,0.6091178,1.193264,0.1243453,-0.12223076,0.69411284,1.3532681,0.31457514,1.1424994,-0.1534945,0.22678961,-0.2952311,1.7847917,-0.16631217,-0.06305179,-0.35969695,1.8746874,-0.62799966,-0.4041172,1.3144681,-0.16691168,-0.2926772,-0.50030154,-0.71640134,2.341091,3.9337163,0.46003652,-0.17748986,-0.02176439,-0.11085503,2.6529398,4010200,36081010200,613229524594720767,"POLYGON ((-73.8165810883606 40.68743049176615, -73.82295477469627 40.68638663420309, -73.82493255817735 40.68193377112277, -73.82053755888249 40.678525099420426, -73.8141648979211 40.679568740546564, -73.81218621099269 40.68402126978243, -73.8165810883606 40.68743049176615))"
257,0.24413584,0.6421298,0.24477237,1.4862149,1.0763376,-0.02304937,0.7911433,-0.1889036,1.1314273,1.7486733,-0.30072826,-0.30397555,0.337341,0.9350485,1.4713668,-0.25745332,-0.24525273,0.7009515,0.37843096,1.0158429,2.024425,0.9802705,0.17247377,0.5027453,-0.22671898,-0.26824045,1.6023135,1.3717707,0.5248896,-0.36349285,2.639489,1.9824115,-0.5997028,-0.38879496,-0.22499359,0.10272278,2.4559238,-0.7602949,0.52345836,4.251025,0.35321876,0.746043,-0.32170588,-0.015778724,0.9509902,-0.001610741,0.159334,0.94991994,0.01270327,-0.3826043,0.21445,0.7036121,3.2414055,-0.15203233,1.8986604,-0.26831776,-0.17784783,-0.13145277,0.006547481,0.0064115226,0.32140967,2.3582764,-0.39216083,1.1117002,-0.47091734,-0.18493529,1.8190314,-0.42358804,-0.051736496,1.6541083,0.7393986,-0.1635383,-0.074936956,0.5421746,2.5155878,-0.32083976,2.3007932,0.8221371,-0.27533042,-0.37105447,1.0401753,1.5883222,-0.08002676,0.27108842,1.2449048,1.1155752,0.1411815,-0.7791625,1.3210264,2.2791302,-0.053808637,-0.6807295,-0.31280378,1.4643518,1.2685728,1.6508462,1.0708929,1.4151894,0.593832,1.1748606,0.09623906,-0.22175391,0.61459166,1.390932,0.32786223,1.1830759,-0.117792994,0.19986294,-0.29401207,1.7636898,-0.14526747,-0.014276877,-0.3727204,1.7088414,-0.61705136,-0.42686924,1.1435168,-0.17667939,-0.3065263,-0.45258448,-0.6960773,2.3348212,3.9686604,0.5277475,-0.14137544,0.1533716,-0.12325023,2.7227514,4010200,36081010200,613229536592527359,"POLYGON ((-73.8141648979211 40.679568740546564, -73.82053755888249 40.678525099420426, -73.82251523661536 40.67407271540842, -73.81812115658623 40.6706643063375, -73.81174952069262 40.67170773109722, -73.80977093987268 40.676159781264765, -73.8141648979211 40.679568740546564))"
258,0.27511165,0.69056433,0.10320693,1.6077502,1.1331512,-0.084592946,0.6381426,-0.13520023,1.1883417,1.8876469,-0.36008108,-0.4060725,-0.053277172,0.9660713,1.4422286,-0.3387733,-0.10966798,0.61654717,0.63200897,0.81193894,1.9103667,0.8339451,0.22726592,0.3605901,-0.18192595,-0.33990955,1.5084186,1.6960984,0.34530336,-0.314309,2.869179,1.9102409,-0.6855152,-0.40673077,-0.21332836,0.45858207,2.5301979,-0.63042474,0.5044383,4.2142105,0.5129352,0.7001033,-0.3648366,0.0042894986,1.1220195,0.0754748,0.40444714,0.5457667,0.111462265,-0.2659639,0.2040521,0.5311655,3.0849116,-0.024747483,2.0408494,-0.3082636,-0.16623737,-0.16009665,-0.23080738,0.067939766,0.633615,2.290951,-0.4762047,0.88674915,-0.239229,-0.20229806,1.679027,-0.42160404,-0.09383355,1.5044127,0.5578247,-0.09926182,-0.28021204,0.5362356,2.1572452,-0.31860054,2.588887,0.8410102,-0.3628093,-0.37718475,1.1023366,1.5268443,-0.054246686,0.87756085,1.4541242,1.23282,0.056311354,-0.719964,1.355492,2.1488392,-0.0719465,-0.67242193,-0.14568973,1.4045854,1.031719,1.272915,0.98718923,1.6338186,0.617937,0.9885944,0.2652678,-0.18218482,0.7687377,1.252752,0.28717354,0.99700534,-0.14097424,0.23676324,-0.1855149,1.733942,-0.13965842,0.033314727,-0.28922474,1.8335016,-0.4798173,-0.410024,1.3660097,-0.20832247,-0.37611374,-0.42719585,-0.6266342,2.0303726,4.2602825,0.5257908,-0.15264393,-0.15863559,-0.04745917,2.6566687,4010300,36081010300,613229524680703999,"POLYGON ((-73.9079769489022 40.788138327702555, -73.91436274984866 40.787088338324935, -73.91633624147183 40.78262821150992, -73.91192484178966 40.779218406835376, -73.90554006922814 40.78026817765901, -73.9035656680766 40.7847279716813, -73.9079769489022 40.788138327702555))"
259,0.4194627,0.68891156,0.19678052,1.6801176,1.0329493,-0.04663653,0.76834446,-0.23462062,1.0477184,1.5720061,-0.2570199,-0.26294366,0.26113832,1.0001662,1.5158181,-0.16963556,-0.2317395,0.7382672,0.1400679,0.7816411,2.225261,0.6518101,0.31627268,0.46269557,-0.15824853,-0.25919995,1.2442567,1.4064528,0.35032457,-0.3119666,2.4149745,1.9397646,-0.5220137,-0.44588166,-0.23183349,0.4687842,2.516121,-0.75199306,0.6115349,4.1159105,0.24273741,0.662835,-0.31716073,-0.01865062,0.9254862,0.049082715,0.01710388,1.0946717,-0.26532876,-0.42171794,0.14476794,0.79127324,3.5071821,-0.13594967,1.9171824,-0.26608032,-0.13619286,-0.18097663,0.018655747,0.028805137,0.40019974,2.178159,-0.43031597,1.1342622,-0.37697098,-0.1221508,1.7794716,-0.42253643,0.064369224,1.5743439,0.64516646,0.014766705,-0.08765903,0.5531282,2.5870316,-0.3073551,2.5580626,0.8399379,-0.32279915,-0.41152674,0.8795787,1.4981048,-0.018834531,0.28239897,1.2129235,1.0511223,0.13557401,-0.7680739,1.2648393,2.2978408,-0.05238423,-0.6833736,-0.3462243,1.4514502,1.2317199,1.6868558,1.0671743,1.3149232,0.65597844,1.2214041,0.13644482,-0.2750914,0.7367605,1.3822863,0.25952297,1.2752012,-0.18870482,0.1267739,-0.32652506,1.9632069,-0.15235387,0.08620947,-0.32032844,1.8935775,-0.6548244,-0.4132829,1.0119629,-0.20616457,-0.11350949,-0.52162063,-0.7132118,2.490639,3.7542667,0.59962595,-0.16378617,0.18298937,-0.10386768,2.5239098,4010800,36081010800,613229524596817919,"POLYGON ((-73.82976964331942 40.69765810696089, -73.83614449296627 40.69661341097248, -73.83812147799024 40.69215973523473, -73.83372451763718 40.688751089126455, -73.82735069361121 40.6897955683848, -73.82537280442986 40.694248910451925, -73.82976964331942 40.69765810696089))"
260,0.34384745,0.7286949,0.1327259,1.6841362,1.0936059,-0.0027428567,0.7714116,-0.18821175,1.0538646,1.6408548,-0.28931785,-0.24623494,0.1688544,1.1895955,1.4445817,-0.17510986,-0.20972292,0.71180415,0.2998214,0.58074045,2.3915217,0.61489445,0.31769505,0.6720444,-0.16602693,-0.26571846,1.0563356,1.4245905,0.36286473,-0.34304574,2.140265,1.9513263,-0.5014976,-0.4935742,-0.17664006,0.4736992,2.2624476,-0.7255877,0.6087352,4.064051,0.24545813,0.7753559,-0.3610235,0.00915892,0.9687224,0.11653045,0.31294334,1.0015556,-0.13110219,-0.39575845,0.18613145,0.55437386,3.46525,-0.094762206,1.9068404,-0.28012478,-0.14960155,-0.09955217,-0.1976937,0.039305024,0.29649705,2.2264595,-0.43183988,1.0718716,-0.3912059,-0.17883776,1.7303567,-0.41174224,0.15668994,1.5685285,0.7232447,-0.03375482,-0.024460882,0.52928305,2.5516539,-0.29658344,2.7855093,0.8479613,-0.32549062,-0.434693,0.9051034,1.5091052,0.05019263,0.30824926,1.291641,1.06146,0.03712305,-0.7405031,1.298378,2.2693377,-0.04624022,-0.65246534,-0.32165405,1.4142035,1.3287791,1.7265254,1.059522,1.1428201,0.53152215,1.2838793,0.16911745,-0.21438634,0.73629546,1.3761466,0.25440004,1.2836062,-0.22149959,0.17302857,-0.30179864,1.933459,-0.13440007,0.0636803,-0.35111874,1.9177891,-0.6657819,-0.3549161,0.97072583,-0.17072617,-0.1569161,-0.50756717,-0.7166382,2.5732954,3.8440504,0.52298605,-0.2218356,0.040250674,-0.14206241,2.5624561,4011700,36081011700,613229524735229951,"POLYGON ((-73.90310401118965 40.77239876545952, -73.90948775567357 40.77134921311867, -73.91146104116827 40.76689004271214, -73.9070514910936 40.76348075741111, -73.90066877438004 40.764530091340404, -73.89869458008344 40.76898892895247, -73.90310401118965 40.77239876545952))"
261,0.40507787,0.6672898,0.06541718,1.5343095,1.1188092,0.061601415,0.8103537,-0.16216126,1.1008275,1.5489044,-0.32194805,-0.23375717,0.085695386,1.009766,1.5582191,-0.25251344,-0.18470518,0.70417297,0.3126375,0.82487327,2.2183914,0.77803993,0.29100752,0.4213364,-0.19246037,-0.29128808,1.4051008,1.591109,0.5017713,-0.40038067,2.3802342,1.9660136,-0.57276905,-0.51644206,-0.17019445,0.49274564,2.415745,-0.7374429,0.5471012,4.100584,0.4621959,0.672434,-0.3474052,-0.014921386,0.8860388,0.11248864,0.22211176,1.0409739,0.02513823,-0.38561916,0.15277275,0.6409593,3.4665074,-0.04075469,2.1330462,-0.2702507,-0.19278759,-0.084380254,-0.10814606,0.026192933,0.33921593,2.3898573,-0.41815537,1.1945193,-0.4394082,-0.20974904,1.810931,-0.3914094,-0.007331345,1.5852966,0.58369005,-0.11307596,-0.053598344,0.5620624,2.5306747,-0.2913248,2.7318223,0.85198706,-0.37825143,-0.40332782,0.6957489,1.5937145,-0.03744888,0.32672068,1.2240808,1.0883843,0.04211518,-0.7210535,1.2410463,2.263859,-0.047171332,-0.66828954,-0.2633173,1.466834,1.2556815,1.7712165,1.0447358,1.2149068,0.65620637,1.0801247,0.16784923,-0.25293374,0.93413526,1.3774053,0.29281804,1.1457582,-0.21353948,0.17046815,-0.26410875,1.8370839,-0.15276685,-0.015809737,-0.33018404,1.6464655,-0.6593149,-0.41411683,1.1937419,-0.14591186,-0.19681774,-0.45001948,-0.63372844,2.3716452,3.6538844,0.533676,-0.19980167,-0.0556849,-0.082052335,2.7587104,4012000,36081012000,613229524592623615,"POLYGON ((-73.8189980924133 40.695292984522446, -73.82537280442986 40.694248910451925, -73.82735069361121 40.6897955683848, -73.82295477469627 40.68638663420309, -73.8165810883606 40.68743049176615, -73.81460229537146 40.69188349998884, -73.8189980924133 40.695292984522446))"
262,0.25552112,0.6792036,0.2726636,1.4894168,0.9823197,-0.12000199,0.65317655,-0.23374291,1.1589054,1.6309009,-0.3128475,-0.34002912,0.29037973,0.9838539,1.4555436,-0.28021097,-0.16045964,0.6413112,0.3768447,0.9815027,2.1966512,0.85708034,0.25002456,0.30759653,-0.20668668,-0.27139103,1.5664401,1.6504399,0.3631454,-0.3460772,2.7102833,1.9208269,-0.6030929,-0.36508828,-0.22622165,0.3631837,2.457573,-0.74006486,0.5151193,4.2118626,0.48391503,0.6626632,-0.33248538,0.0012027994,0.96553063,-0.061868377,0.19827247,0.7855894,-0.09345618,-0.38421202,0.17608815,0.806057,3.3100443,-0.11411736,1.9665349,-0.27814656,-0.16892591,-0.1357738,-0.018276185,0.046209216,0.31087714,2.3897681,-0.41923827,1.2234142,-0.40898743,-0.15532129,1.6814011,-0.43311816,-0.09208892,1.5342008,0.5687933,-0.10579555,-0.115612894,0.55799544,2.3791857,-0.33043373,2.4291918,0.84784245,-0.3085884,-0.34079903,0.98760664,1.4629312,-0.0416096,0.41213068,1.2088492,1.1130617,0.1549435,-0.817091,1.2953405,2.267048,-0.07935445,-0.7062394,-0.27320358,1.4281551,1.0911795,1.5299733,1.1134479,1.5528469,0.62219846,1.1444197,0.20683804,-0.27460864,0.7783391,1.4075104,0.30760327,1.1334233,-0.09438407,0.13621052,-0.24515848,1.873053,-0.10077515,0.09176203,-0.30756468,1.7506225,-0.56277335,-0.38889602,1.235881,-0.15647714,-0.29081312,-0.40106907,-0.66086316,2.312358,3.9161267,0.6050501,-0.16025975,0.11961494,-0.10127175,2.6471758,4012100,36081012100,613229524678606847,"POLYGON ((-73.89474507565836 40.77790722773047, -73.90112971344078 40.77685808131797, -73.90310401118965 40.77239876545952, -73.89869458008344 40.76898892895247, -73.89231097044069 40.77003785710542, -73.8903357638772 40.77449683999517, -73.89474507565836 40.77790722773047))"
263,0.3326049,0.68715227,0.23669615,1.4853942,1.0479631,0.008727863,0.7767093,-0.2720318,1.1726862,1.631536,-0.31300056,-0.2748279,0.19181678,0.9428485,1.4812328,-0.26572132,-0.17931893,0.68891776,0.34099138,1.1200742,2.193862,0.7478249,0.19733834,0.36281195,-0.18232842,-0.25038165,1.416934,1.5185792,0.40162167,-0.37990373,2.5589466,1.9621263,-0.57138026,-0.44511667,-0.20740439,0.3648666,2.4493713,-0.7699555,0.51646507,4.161039,0.44089752,0.63991094,-0.3259799,-0.049849056,0.8952221,0.014857192,0.22582257,0.9500718,-0.0658699,-0.3881632,0.13955036,0.6835214,3.3756258,-0.114464715,2.0824656,-0.2524849,-0.16728842,-0.16728523,-0.1123507,0.0068135113,0.290549,2.3389597,-0.4190098,1.189339,-0.4541863,-0.13998127,1.7583809,-0.43219307,-0.019101221,1.5454468,0.5786562,-0.056905773,-0.029730946,0.56297445,2.4556231,-0.2796615,2.5338602,0.85629,-0.3249526,-0.3779388,0.8948776,1.5565819,-0.0020907745,0.3198588,1.1903205,1.0723058,0.06139333,-0.7619993,1.309078,2.3143525,-0.07795994,-0.6719032,-0.29800102,1.427751,1.2143282,1.6945108,1.1126806,1.3263314,0.6508591,1.1814479,0.17550845,-0.23384526,0.8647025,1.4124151,0.2871809,1.1974702,-0.14366707,0.13912411,-0.28033292,1.7936635,-0.17098263,0.035503842,-0.34213546,1.7330186,-0.6481134,-0.4295279,1.2693369,-0.14296982,-0.20208547,-0.4853533,-0.67448896,2.4017587,3.8479369,0.58360916,-0.22427195,0.07175465,-0.10603757,2.63998,4012200,36081012200,613229524577943551,"POLYGON ((-73.83218940770473 40.705521386617164, -73.83856528327912 40.70447647382809, -73.84054237359456 40.7000223191853, -73.83614449296627 40.69661341097248, -73.82976964331942 40.69765810696089, -73.8277916484858 40.702111927933196, -73.83218940770473 40.705521386617164))"
264,0.22038332,0.7944121,0.18244198,1.365241,1.0380638,0.09943196,0.7809018,-0.09886445,1.2220984,1.634233,-0.3668965,-0.3230397,0.26687276,0.9803841,1.4082716,-0.347548,-0.19120526,0.6459791,0.42471775,1.0317748,2.1782284,0.77520436,0.12651771,0.6850121,-0.2392606,-0.26038665,1.6004025,1.440017,0.44785964,-0.3293714,2.5085251,1.8967041,-0.65176123,-0.39587617,-0.09293357,0.25411713,2.4225733,-0.7313343,0.5321335,4.206544,0.5071143,0.60262334,-0.32940516,-0.0461972,0.92903036,-0.06560072,0.3937885,0.83791494,0.38218644,-0.30189905,0.1364384,0.47266033,3.0690875,-0.1289087,2.087513,-0.30300325,-0.09462873,-0.040040184,-0.1379308,-0.029366612,0.3877545,2.1399271,-0.35252768,1.0519419,-0.4750834,-0.13303478,1.6977233,-0.41515923,-0.038986515,1.4822289,0.7107924,-0.11237176,-0.041817367,0.59806365,2.3244152,-0.3485741,2.2889922,0.8415049,-0.37498796,-0.33588588,1.1145234,1.579314,-0.009536937,0.46482575,1.2800006,1.1145599,-0.0087712,-0.7733656,1.3417162,2.2497084,-0.056763414,-0.6452745,-0.30506548,1.4032867,1.142729,1.6294067,1.0645614,1.4391181,0.5870008,1.1761291,0.14465077,-0.046681464,0.63318,1.4374169,0.38500085,1.0201114,-0.0050403103,0.1788421,-0.27556026,1.741555,-0.18050939,-0.015731946,-0.31202513,1.9388511,-0.6237205,-0.42766058,1.3986515,-0.09332141,-0.31724352,-0.53044075,-0.69375557,2.4633253,3.9505177,0.48612475,-0.15109393,0.02108761,-0.14285333,2.5959742,4012200,36081012200,613229524605206527,"POLYGON ((-73.8214159104816 40.703156218581746, -73.8277916484858 40.702111927933196, -73.82976964331942 40.69765810696089, -73.82537280442986 40.694248910451925, -73.8189980924133 40.695292984522446, -73.8170191934112 40.69974647165041, -73.8214159104816 40.703156218581746))"
265,0.40473387,0.70437187,0.15044314,1.5648229,1.203179,-0.0069004,0.6242468,-0.19205233,1.1459982,1.6019353,-0.33351964,-0.29695898,0.15773089,1.0196062,1.5011055,-0.27474967,-0.20160311,0.6598597,0.3040055,0.49711022,2.1524003,0.78167313,0.30913064,0.67719746,-0.19266428,-0.26133436,1.4444284,1.5174533,0.3101611,-0.3182966,2.3841631,1.8517854,-0.58914196,-0.47121888,-0.25903705,0.60115623,2.5217845,-0.65689623,0.60451263,4.244758,0.3619494,0.60395235,-0.3373832,0.08964428,0.9369683,0.10719131,0.23662308,1.0077552,-0.096662074,-0.37122038,0.0982649,0.75533676,3.4237251,-0.10880364,2.1012566,-0.31096676,-0.12528226,-0.14644426,0.03584957,0.02810447,0.4933383,2.0374064,-0.37392902,1.0663346,-0.274198,-0.1699148,1.660106,-0.418961,0.046809576,1.4650687,0.56003934,-0.077816546,-0.20136094,0.56664574,2.3455055,-0.35266894,2.5595837,0.8516232,-0.3106324,-0.43090367,0.8148859,1.5424017,-0.010767989,0.4888059,1.2832601,1.1785771,0.14074945,-0.73368704,1.3325037,2.2809494,-0.050670374,-0.67767394,-0.30301124,1.42819,1.0738636,1.7423518,1.0824889,1.3835648,0.4449569,1.0615858,0.23163691,-0.24706864,0.7917057,1.4373605,0.29230392,1.1055597,-0.20353694,0.10316317,-0.25782853,1.8108026,-0.08562921,0.11558327,-0.32767117,1.7902669,-0.63887423,-0.38772288,1.2621562,-0.17035246,-0.31010988,-0.4553165,-0.67711914,2.3550062,3.8023777,0.571092,-0.056991648,-0.084603146,0.02252765,2.7348661,4013400,36081013400,613229524575846399,"POLYGON ((-73.83460998717013 40.71338540711961, -73.84098688897885 40.71234027745918, -73.84296408453748 40.70788564399308, -73.83856528327912 40.70447647382809, -73.83218940770473 40.705521386617164, -73.83021130726688 40.70997568641299, -73.83460998717013 40.71338540711961))"
