eID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,TRACTCE,GEOID,cell,geometry
457,2.3812923,-0.4530705,0.12836114,0.9382734,0.8608461,-0.3444172,-0.3614993,-0.43405026,0.13515563,0.85552794,2.82514,-0.2800247,-0.22623914,0.41224828,2.7441695,0.24576035,1.595062,-0.45336327,-0.32130763,0.35887295,0.866516,0.35855186,0.6576249,-0.039298028,-0.23061877,0.19595641,0.6491806,1.2911257,0.009657548,-0.09792614,-0.25730574,1.5893712,0.039628267,-0.032486074,0.06413682,-0.24485159,0.2465767,-0.0950327,1.550748,-0.14320584,0.81999815,-0.27561986,1.9960815,-0.23228073,-0.58416,0.14210346,-0.5575048,-0.4686769,-0.3581095,1.7558625,0.4008283,-0.08803732,-0.2671583,1.2008119,-0.0021164492,0.28199488,-0.26383653,1.8080249,0.36949068,2.1775954,-0.2297637,-0.26551595,1.455319,0.46708244,-0.13135457,0.9949303,-0.05917339,-0.30395,1.4887291,1.5426482,-0.32244462,1.2750903,0.6093745,-0.4268005,0.41397548,2.8245137,0.0045889392,1.1492804,0.21546584,1.6288214,-0.39410362,0.56124157,0.28127316,-0.033307396,2.6302664,-0.18391933,3.7228782,0.7395568,-0.16635364,1.4572462,2.4877994,0.6539013,0.8398251,0.01212132,3.3767772,0.61455667,0.1437931,-0.42849445,0.35261026,0.122252546,-0.15331425,0.87979215,1.9965987,0.61003006,-0.38709295,0.76233125,-0.119608924,2.299243,1.3533075,2.0135832,0.20952125,0.48126906,0.6760576,0.5374604,-0.6313681,-0.04463286,1.0132897,3.8981276,1.0831234,-0.4150704,-0.26708862,-0.5149978,2.5336678,0.3839053,1.6419272,-0.1958907,0.48877245,-0.15364172,71500,17031071500,613164976172957695,"POLYGON ((-87.62379606648354 41.914012635649165, -87.62984026480214 41.912207044652476, -87.63048927308355 41.90755371098676, -87.6250952390691 41.904706026170714, -87.61905176632192 41.9065111610179, -87.61840160205055 41.91116443677805, -87.62379606648354 41.914012635649165))"
460,2.9055161,-0.47740746,0.0266117,0.60019606,0.903749,-0.27205327,-0.33001685,-0.47280478,0.5584364,0.7733018,2.6359296,-0.53734154,-0.23298813,0.6075268,2.91815,0.20595291,1.5778669,-0.48818645,-0.14983475,0.47480083,0.98803425,0.39764547,0.7209069,0.28879744,-0.31213608,0.21133634,0.5623296,1.1547065,-0.03918802,-0.15149572,-0.20472929,1.5608344,0.085308835,0.031843215,-0.17364392,-0.3489411,0.31351203,-0.14012657,1.26134,-0.17339276,0.87518823,-0.37372088,1.7302231,-0.35614464,-0.5916726,0.10146451,-0.5497204,-0.54491603,-0.33472624,1.6054866,0.45350367,-0.23751985,-0.23929194,1.4341176,0.20572853,0.2467533,-0.21677896,1.6603076,0.34999517,2.1646452,-0.05944106,-0.35991603,1.5961013,0.83917344,-0.22086999,0.7548182,0.09908421,-0.36118624,1.5420221,1.7124816,-0.3794518,0.95800024,0.92326474,-0.17477903,0.5208921,2.8287003,0.10754352,1.3491066,0.23250991,1.5621159,-0.3918357,0.48207435,0.2687481,0.042081717,3.0942485,-0.099183455,3.3847215,0.46229875,-0.19548492,1.4112525,2.8185637,0.5212416,0.8289564,0.070743494,3.6042743,0.5675835,0.27777028,-0.4058485,0.16853088,-0.019568074,-0.14510798,1.0556031,1.9660689,0.56473476,-0.31573653,0.9169266,-0.03681262,2.2004147,1.4491189,1.7363565,0.372913,0.6209545,0.5189664,0.63029563,-0.67847145,-0.12520151,0.8390736,3.3215647,0.87708014,-0.40648335,-0.27803898,-0.5194087,2.6696708,0.26951265,1.1846634,-0.059994757,0.4754722,-0.11490726,71800,17031071800,613164976200220671,"POLYGON ((-87.64667493624042 41.91609560593673, -87.65271817173792 41.91428880566971, -87.6533648677665 41.90963535694663, -87.647969484502 41.90678876584102, -87.64192697386731 41.908595109653454, -87.64127912166693 41.91324850097348, -87.64667493624042 41.91609560593673))"
479,2.4641464,-0.19061607,-0.072773665,0.35988522,1.2043773,-0.013416998,-0.33726,-0.42313516,0.39536017,0.7623694,2.5584095,-0.5336653,-0.0023109168,0.70607334,2.7774959,0.3171791,1.279354,-0.5641943,-0.1725876,0.44011927,1.0774007,0.7574471,0.7507485,0.30558676,-0.21505566,0.08433798,0.42469063,1.0207363,0.06899851,-0.014149278,0.036225945,1.8202089,0.024520367,-0.0075279847,-0.2019938,-0.27637678,0.6388264,-0.15068227,1.1720642,-0.04611536,0.5680449,-0.49233645,1.7668163,-0.42231327,-0.57480764,-0.28058186,-0.5581162,-0.70789045,-0.3229256,1.5335095,0.048975773,-0.20079224,-0.25782764,1.2415005,0.7440225,-0.002200677,-0.11273016,2.0677266,0.21031412,2.1808922,-0.03421793,-0.32177097,2.0537531,0.82898134,-0.09618804,0.6843964,0.32186437,-0.40931454,1.8621451,1.624581,-0.44399372,0.96053076,0.7630266,-0.19093218,0.4669168,3.1291447,0.091087006,1.5885869,0.23962301,1.6525643,-0.40093774,0.4934573,0.298883,0.36703148,2.7127466,0.3575611,3.3454714,0.55479515,-0.25520664,1.0410749,2.9392805,0.20135678,0.6931721,-0.008848637,3.8647141,0.5048781,0.3079664,-0.38436964,0.22436646,-0.15523496,-0.116803885,1.3450348,1.4879059,0.70705384,-0.29908097,0.81184196,-0.08469427,2.1286278,1.4869865,1.2272196,0.2918337,0.7468673,0.6009923,0.7251309,-0.62153685,-0.1049461,0.38743478,3.2822561,0.6508172,-0.45243114,-0.32824355,-0.5689744,2.7951632,0.6652064,0.6121384,-0.2113002,0.7477409,-0.15409215,160200,17031160200,613164978679054335,"POLYGON ((-87.74390109314513 41.967310307676975, -87.74994576613861 41.96549713513868, -87.75058321762172 41.96084081447272, -87.74517715520336 41.95799772153806, -87.73913320538054 41.95981043601616, -87.73849459483742 41.96446670143639, -87.74390109314513 41.967310307676975))"
481,2.5419645,-0.36749375,-0.04380449,0.73119223,0.9665879,-0.16928026,-0.36401463,-0.46515936,0.48026693,0.8146111,2.5272958,-0.5533651,-0.21616279,0.8424369,2.715492,0.18508571,1.510798,-0.5240724,-0.1735191,0.54034597,0.79981995,0.43013465,0.63000286,0.32847655,-0.21157877,0.30171853,0.56921077,1.1026025,-0.08676025,-0.05191605,-0.15130708,1.4702898,0.046773344,-0.04282009,-0.22007872,-0.39726934,0.38909358,-0.20270956,1.1792071,-0.15610316,0.900362,-0.4333033,1.7635634,-0.3005262,-0.6096073,0.01904574,-0.58625305,-0.5674243,-0.25011182,1.6796521,0.3154349,-0.17917332,-0.3226159,1.4787984,0.58997,0.1226981,-0.23967919,1.6030846,0.46486926,1.9859561,-0.12958014,-0.3583247,1.7794545,0.8519487,-0.20410302,0.8676772,0.27519935,-0.39270097,1.646091,1.4339094,-0.4219875,1.1969973,0.70040506,-0.22906189,0.6337862,2.8367822,0.05854159,1.5173347,0.15433085,1.6593256,-0.3528495,0.61989826,0.30213225,0.107319154,3.090515,0.044882655,3.4079387,0.5654324,-0.3090947,1.3355296,2.7765927,0.52135044,0.9525298,0.059243955,3.6828825,0.57694167,0.2202807,-0.44767794,0.14650692,-0.05555381,-0.064199805,1.1954689,1.8743142,0.57228893,-0.3565544,1.068154,0.064022295,2.1990309,1.3067119,1.6447878,0.37742177,0.47824457,0.5771437,0.6140778,-0.6641814,-0.1817589,0.648951,3.4827342,0.831809,-0.40609372,-0.26349023,-0.5585115,2.7593806,0.32711834,1.1612184,-0.13627517,0.47608486,-0.12507601,160300,17031160300,613164978666471423,"POLYGON ((-87.73913320538054 41.95981043601616, -87.74517715520336 41.95799772153806, -87.74581499165903 41.95334182266206, -87.74041003699199 41.95049869356561, -87.73436681026695 41.95231095009903, -87.7337278151432 41.95696679362089, -87.73913320538054 41.95981043601616))"
487,2.6225338,-0.3208608,0.023969442,0.7120825,1.0670534,-0.2687167,-0.34817964,-0.45382938,0.5054413,0.6683497,2.6133633,-0.56448984,-0.17817846,0.52956355,2.8370783,0.16456199,1.559739,-0.5087058,-0.19522366,0.48194253,1.0354091,0.5142249,0.5274713,0.13521743,-0.17360382,0.25296488,0.54038674,1.1513677,0.05443663,-0.17648408,-0.23437476,1.5282242,0.06842223,-0.018132046,-0.24328952,-0.35063165,0.2652107,-0.21056333,1.2310013,-0.11869738,0.88935184,-0.39041594,1.7503539,-0.3573052,-0.5963485,0.10799813,-0.52405214,-0.53054863,-0.376529,1.620228,0.39721498,-0.2571689,-0.27510944,1.25314,0.36001578,0.26139858,-0.26880205,1.6542809,0.40104,2.124284,-0.19154248,-0.35235825,1.6141183,0.6567769,-0.19693333,0.8246441,0.14261177,-0.45580488,1.5655845,1.5541276,-0.3885281,1.0106553,0.94536334,-0.15343934,0.65628904,2.8989217,0.23430221,1.6372292,0.12008038,1.6893512,-0.3035919,0.41529778,0.34799582,-0.033829942,2.9924064,-0.090562895,3.4527538,0.4577198,-0.1517283,1.3868217,2.849452,0.67029536,0.6645315,0.031759016,3.815372,0.7125159,0.37210196,-0.45101464,0.3052793,-0.032058053,-0.055734634,1.133624,1.9488443,0.5090679,-0.2984281,0.8672667,-0.010564841,1.9396422,1.2844431,1.7762722,0.3472005,0.5238533,0.7150161,0.61045814,-0.66718024,-0.1691814,0.7284173,3.4506488,0.9124094,-0.43189216,-0.28946596,-0.5620255,2.7265184,0.37348458,1.2199104,-0.073613316,0.46529943,-0.1952408,160400,17031160400,613164978676957183,"POLYGON ((-87.72768337888704 41.95877890329266, -87.7337278151432 41.95696679362089, -87.73436681026695 41.95231095009903, -87.72896252774598 41.949467271802156, -87.72291881494435 41.95127892368112, -87.7222786612413 41.95593471159709, -87.72768337888704 41.95877890329266))"
489,2.5924442,-0.2893142,-0.046260558,0.5136009,1.1445113,-0.15570964,-0.3099931,-0.3890562,0.5287884,0.7743993,2.5320048,-0.5062249,-0.116974585,0.68185455,2.8390596,0.24813849,1.4114045,-0.5108941,-0.12906735,0.43485394,0.9469687,0.5845989,0.4853655,0.28178945,-0.33740503,0.16177225,0.60136116,1.0941522,-0.07424,-0.10263422,-0.0931996,1.6380638,-0.07941058,-0.13618286,-0.19040029,-0.34909946,0.44631094,-0.18418808,1.2485882,-0.15587527,0.8098262,-0.46005458,1.875948,-0.36482692,-0.60325426,-0.13436154,-0.5329617,-0.6074332,-0.30820805,1.6622843,0.27913415,-0.23646882,-0.28139406,1.396442,0.51201326,0.07444429,-0.19551238,1.7857152,0.34166804,2.1341126,-0.09327593,-0.37204206,1.836899,0.74504757,-0.15203393,0.7539718,0.32332054,-0.43143517,1.7032473,1.6822858,-0.41079977,0.95224476,0.9670659,-0.22773743,0.5859116,3.1181166,0.30234686,1.407103,0.12479543,1.5182202,-0.30763108,0.5229986,0.34841377,0.099254586,3.0619738,0.07532367,3.3357174,0.30006775,-0.21552253,1.2145126,2.8761306,0.42168832,0.6575099,-0.07353368,3.818072,0.4543589,0.25118604,-0.3443929,0.28520516,-0.07927133,-0.08218831,1.2808838,1.6950049,0.6573079,-0.3320245,1.0535355,0.03929332,2.0638626,1.2606529,1.4857259,0.38175428,0.59990525,0.6857673,0.70240873,-0.6668079,-0.1221198,0.5075686,3.419005,0.74197996,-0.44187266,-0.2566411,-0.575443,2.7619488,0.51991713,1.0169498,-0.1351483,0.7143568,-0.14178702,160700,17031160700,613164978635014143,"POLYGON ((-87.70478428678285 41.95671237532059, -87.71082969440747 41.95490147553564, -87.71147100660076 41.95024574347733, -87.70606806960265 41.947400967260705, -87.70002338614557 41.949211409556945, -87.69938091555134 41.95386708550584, -87.70478428678285 41.95671237532059))"
507,2.9128275,-0.37965757,-0.07530105,0.75962794,0.99094105,-0.22336805,-0.34152418,-0.40641057,0.5659834,0.7915922,2.4842782,-0.572207,-0.19203678,0.8418109,2.7433786,0.14286256,1.5485404,-0.5406265,-0.17597152,0.46432644,1.1425179,0.5016214,0.81303346,0.46483865,-0.3115746,0.16776818,0.5321328,1.1471592,0.013120249,-0.16959882,-0.20010597,1.9634403,0.024237521,-0.07788377,-0.27179694,-0.35592127,0.26496097,-0.15428753,1.3395259,-0.18419836,0.9169101,-0.39846194,1.7601069,-0.35413083,-0.55168915,0.06852332,-0.5000752,-0.51873124,-0.369609,1.5972904,0.3467788,-0.22675684,-0.22741216,1.4711032,0.2975172,0.32181448,-0.28435433,1.6124891,0.22472095,2.0262244,-0.1481959,-0.38513106,1.5365024,0.76946473,-0.21175526,0.7811095,0.17603141,-0.3868581,1.4893401,1.6348394,-0.41654408,0.8399109,1.0759075,-0.15351155,0.6062287,2.8113377,0.17797367,1.2720957,0.21624783,1.4300104,-0.4122804,0.43283302,0.3150993,-0.025456041,2.706675,-0.14132573,3.4415457,0.4256917,-0.19747238,1.3755672,3.0128212,0.5414472,0.6144543,0.027997632,3.7464547,0.5784694,0.42591915,-0.34822172,0.10208827,0.07914424,-0.10826207,1.1236266,1.9321,0.6648566,-0.2902278,0.86281556,-0.060052134,2.3863254,1.3942459,1.7453353,0.17510876,0.77227455,0.51055884,0.6554339,-0.6782757,-0.102250986,0.68677115,3.3379416,0.9031745,-0.41015297,-0.2717674,-0.56307626,2.660531,0.30333132,1.352848,-0.060632393,0.49634057,-0.18579748,250700,17031250700,613164978102337535,"POLYGON ((-87.76298763780306 41.91247978919183, -87.7690241003034 41.910667260553, -87.76965884273434 41.9060140412681, -87.76425827906792 41.90317340542415, -87.75822253737505 41.904985476168356, -87.75758663857289 41.90963864059851, -87.76298763780306 41.91247978919183))"
516,2.1924622,-0.16099684,-0.075773396,0.78689736,0.9635669,-0.12351776,-0.3626693,-0.48091662,0.2537945,0.99520546,2.8495748,-0.46910852,-0.30252746,0.5457497,2.5005386,0.26006532,1.5443265,-0.5240206,-0.3023267,0.44871303,0.8328817,0.29823577,0.18213224,0.20249754,0.06666583,0.13564825,0.77311134,1.0919342,-0.033320896,0.01518783,-0.0613804,1.4255273,0.08063574,-0.162223,-0.15028217,-0.39873832,0.5204867,-0.21103667,1.2769762,-0.2131381,0.931328,-0.44366038,2.3253515,-0.15227702,-0.59305364,0.071842015,-0.56293255,-0.44822997,0.2503751,1.6251124,0.33151323,-0.10399017,-0.40751058,1.6768968,0.6673684,0.0837623,-0.31497064,1.5850974,0.6103307,1.8959963,-0.23918055,-0.402954,1.863689,0.7293964,-0.15592161,0.89697456,0.2608742,-0.36920512,1.563447,1.279215,-0.4140013,0.9744199,1.0119795,-0.22792841,0.54727095,3.0310402,0.116328776,1.3719833,0.30760542,1.5226823,-0.29774028,0.45083928,0.36968267,-0.086662255,2.9044433,-0.08609846,3.3542333,0.55412424,-0.37717432,1.4597214,2.6202037,0.27537656,0.6673482,0.14212796,3.4263577,0.47649086,0.34858283,-0.48243874,0.44820374,0.1695641,-0.08658246,1.0428618,1.778763,0.575348,-0.40272194,1.0829136,0.1311545,2.4532933,1.1622808,1.593332,0.16812989,0.48564082,0.5778123,0.6045109,-0.74669945,-0.120295465,0.6866777,3.7007842,0.87563527,-0.342827,-0.16304216,-0.592819,2.7516353,0.25397447,1.5980589,-0.14794546,0.6867267,-0.033443686,251000,17031251000,613164978125406207,"POLYGON ((-87.74011192584763 41.910420191048985, -87.74614936071004 41.908608869075906, -87.74678641579551 41.90395575975179, -87.74138719224558 41.901114027705425, -87.7353504789025 41.902924892086745, -87.73471226762192 41.907577946053564, -87.74011192584763 41.910420191048985))"
517,2.886097,-0.33970383,0.04604145,0.82855976,1.0663755,-0.19424933,-0.36281186,-0.268897,0.5881867,0.6545555,2.3425307,-0.5927488,-0.13053603,1.1017772,2.72551,0.13362873,1.5023534,-0.5352737,-0.1874393,0.5120958,1.0298578,0.51582783,0.8839716,0.9645611,-0.16687313,0.28125167,0.50619763,1.1000702,0.30520925,-0.15162851,-0.2528715,2.3210235,0.09233738,0.0033740029,-0.38249314,-0.39244443,0.29534468,-0.18299739,1.3763899,-0.124383196,0.83281827,-0.3820092,1.6031468,-0.42263716,-0.5127025,0.19012833,-0.51059,-0.5452696,-0.46277696,1.5865386,0.25298756,-0.20003125,-0.26447627,1.386228,0.5734434,0.11865111,-0.34080774,1.3261416,0.093597844,1.9368587,-0.25516856,-0.36440605,1.5316725,0.78739643,-0.18426766,0.8569506,0.13254157,-0.45793003,1.4816146,1.5240675,-0.4727266,1.051971,0.96156114,-0.14593938,0.6853407,2.435353,-0.04245377,1.4223379,-0.09519704,1.6370037,-0.45267317,0.42190075,0.40606958,0.012739867,2.6789148,-0.05856873,3.5069163,0.5856317,-0.2532736,1.317222,3.2576168,0.53821504,0.5369564,0.12785861,4.0079365,0.6162164,0.36761922,-0.36106437,-0.020778742,-0.005034999,-0.095965624,1.1497293,1.9327223,0.5130204,-0.31192157,0.7934951,0.07878088,1.7415497,1.318609,1.7412618,0.011588618,0.8001823,0.9718771,0.6665621,-0.6769004,-0.13616168,0.6774612,3.3921692,0.94655025,-0.41574523,-0.28108492,-0.55420125,2.6820853,0.3287067,1.2195024,-0.35047358,0.40565413,-0.17523682,251100,17031251100,613164978037325823,"POLYGON ((-87.75822253737505 41.904985476168356, -87.76425827906792 41.90317340542415, -87.76489340618092 41.89852060848678, -87.75949394761369 41.895679937204, -87.75345892665608 41.89749155016896, -87.7528226435622 41.90214429214332, -87.75822253737505 41.904985476168356))"
525,2.559966,-0.3857813,0.021173805,0.780861,0.9447753,-0.2514765,-0.37592512,-0.4901932,0.48915565,0.8386839,2.5506945,-0.49622217,-0.18528329,0.70765907,2.857671,0.21795776,1.470961,-0.48038363,-0.20816098,0.44511813,0.84031737,0.4785676,0.7711899,0.13121948,-0.2757699,0.19643599,0.5721102,1.1809748,-0.06755932,-0.10885235,-0.16577452,1.5691296,-0.006862171,-0.073594175,-0.12720652,-0.29010582,0.30485862,-0.12923583,1.4287413,-0.18942896,0.8270698,-0.38825372,1.7441038,-0.29874554,-0.60817295,0.030711979,-0.5647847,-0.5720427,-0.3557414,1.6933758,0.34654087,-0.19817549,-0.25625867,1.3599565,0.22986262,0.20697384,-0.23081931,1.7189186,0.2829365,2.1412137,-0.21241254,-0.32087553,1.660558,0.6666919,-0.15356255,0.97052395,0.091469765,-0.3605456,1.5702513,1.5988477,-0.36733592,1.1132586,0.6111779,-0.28690884,0.49970436,2.9800065,0.17960213,1.2923152,0.26416206,1.720364,-0.3305932,0.63602054,0.25646254,0.06836964,2.8179433,-0.050417975,3.3990953,0.5149324,-0.24854325,1.3475144,2.6467724,0.614828,0.7720336,-0.05592703,3.6809733,0.5347289,0.16380706,-0.39968467,0.11255274,0.015165442,-0.07287045,1.0696884,1.9141725,0.5836387,-0.31390145,0.93430126,-0.0027850643,2.3324616,1.38334,1.7809722,0.5861839,0.5573928,0.68474543,0.5849094,-0.6549194,-0.10473658,0.7412188,3.5342882,0.9375189,-0.43040204,-0.29255044,-0.5721908,2.6766098,0.38294965,1.296982,-0.029996604,0.5380436,-0.1896933,60100,17031060100,613164976263135231,"POLYGON ((-87.6637434314177 41.96006879266265, -87.66979150144957 41.95825985674881, -87.67043706448018 41.95360392809145, -87.66503571594485 41.95075699230364, -87.65898837157873 41.95256547122263, -87.65834165011482 41.957221342871605, -87.6637434314177 41.96006879266265))"
526,2.8072486,-0.41846535,0.08694845,0.67140853,0.959212,-0.23577216,-0.38295203,-0.41950798,0.49936685,0.6439321,2.5081282,-0.55324346,-0.16730401,0.731144,2.86751,0.22004244,1.4938574,-0.50358987,-0.207381,0.46294224,1.0156462,0.43159533,0.9869062,0.4653426,-0.29272068,0.214412,0.4172131,1.1628357,0.0520637,-0.101930715,-0.19104622,1.7764748,0.04043817,0.021373637,-0.24983197,-0.30591038,0.29579997,-0.07432857,1.3055547,-0.098799124,0.7823733,-0.3540007,1.5624828,-0.3794865,-0.5555694,0.09850776,-0.5279538,-0.55927664,-0.43218464,1.568808,0.34693423,-0.2295611,-0.2422479,1.371203,0.23630118,0.13649108,-0.22441667,1.6000514,0.2250041,2.1347277,-0.11652702,-0.34317195,1.5737786,0.83914506,-0.17005922,0.87711436,0.07057749,-0.36435798,1.5601201,1.6426075,-0.38165846,1.0243127,0.7795708,-0.2207782,0.49239567,2.6602168,0.015699618,1.2530358,0.18683848,1.6636869,-0.39748976,0.6154303,0.26547277,0.090562984,2.8093815,-0.04980032,3.4723258,0.59641826,-0.13528544,1.4038706,2.9119363,0.555055,0.8150278,0.03816904,3.7961998,0.5845281,0.2973721,-0.39043123,0.124066785,0.0137174465,-0.11059828,1.0426207,1.9570849,0.5553463,-0.30415988,0.84456563,-0.052508514,2.0922558,1.4937232,1.7406601,0.42189363,0.6806939,0.79423934,0.62288654,-0.6689665,-0.11345257,0.81131154,3.3430357,0.9132091,-0.42725143,-0.26752058,-0.55528235,2.6782403,0.3762555,1.12898,-0.17902076,0.3975726,-0.17795748,60100,17031060100,613164982518939647,"POLYGON ((-87.6684999815455 41.96757250203508, -87.67454877731764 41.96576310901089, -87.67519395784045 41.961106757943845, -87.66979150144957 41.95825985674881, -87.6637434314177 41.96006879266265, -87.66309709206901 41.96472508682918, -87.6684999815455 41.96757250203508))"
531,2.7654426,-0.4004562,-0.043022685,0.2785017,0.9408875,-0.1583573,-0.44256222,-0.46216816,0.4416206,0.707221,2.411531,-0.49413627,-0.106741585,0.7899892,3.0063176,0.21934402,1.4976503,-0.50525224,-0.11194318,0.49051136,0.7758787,0.52821803,0.71930504,0.5902525,-0.2498845,0.19390231,0.687288,1.0448006,-0.007815778,-0.048402242,-0.03883449,1.2130609,-0.08350149,-0.025836281,-0.12205945,-0.29668173,0.546722,-0.18491271,1.0563742,-0.16791148,0.70281726,-0.3379363,1.6019169,-0.4264905,-0.61363184,-0.22205861,-0.6378602,-0.5987154,-0.08275017,1.6808966,0.21104379,-0.12861645,-0.29011518,1.5526046,0.53008986,-0.025083765,-0.08036732,1.6404365,0.15826711,2.340335,-0.12748957,-0.2222015,1.9970373,1.0093025,-0.19179109,0.8029202,0.11381964,-0.34809494,1.7590194,1.5676622,-0.3721562,0.8526826,0.42300856,-0.22253194,0.4899068,2.807023,-0.12777446,1.2923917,-0.029157687,1.6885172,-0.42493618,0.54738015,0.15185967,0.21663176,3.1159027,0.13916749,3.3474085,0.38084537,-0.10187264,1.1763239,3.1200905,0.08706388,1.3217216,-0.06905014,3.6217723,0.3902826,0.17716104,-0.35421446,0.33319005,-0.11068265,-0.18963782,1.1409224,1.8172652,0.6797771,-0.36468676,0.73861665,-0.08591826,2.1835318,1.4899837,1.4620675,0.23498635,0.7562665,0.6213686,0.70083135,-0.64135337,-0.07669457,0.7164447,3.6004798,0.79069483,-0.42515743,-0.23378414,-0.48301882,2.94136,0.39701593,0.9458489,-0.23410493,0.7789774,-0.040527474,60800,17031060800,613164976229580799,"POLYGON ((-87.63414405293001 41.96445315471353, -87.64019429814306 41.962645579205876, -87.64084295487153 41.95798939959579, -87.6354425249732 41.955140853096616, -87.6293930065676 41.956947971952, -87.62874319128574 41.961604093906175, -87.63414405293001 41.96445315471353))"
533,2.7148893,-0.4109178,-0.057660766,0.5920758,0.99012405,-0.2433218,-0.34516943,-0.48800272,0.2945609,0.7639105,2.8816645,-0.5270331,-0.22530343,0.47822315,2.6303365,0.17826939,1.5524385,-0.57157874,-0.23137242,0.5118383,0.9877171,0.4651646,0.6709262,-0.0060768425,-0.23861343,0.26635787,0.5408599,1.1439965,0.051958997,-0.12528513,-0.22473046,1.5450743,0.03644094,-0.07020122,-0.07722023,-0.3488823,0.30169028,-0.1825037,1.1288344,-0.109001845,0.9897305,-0.36904955,1.7883198,-0.29033148,-0.58826244,0.11442155,-0.54430515,-0.53988254,-0.353637,1.6044134,0.41161385,-0.22822356,-0.2893672,1.3851925,0.23732512,0.21456753,-0.17065188,1.6543812,0.42384276,2.0622602,-0.2158103,-0.37115148,1.6804066,0.71580863,-0.26425448,0.7567733,0.18224594,-0.39209408,1.6042541,1.5990793,-0.3644507,1.0135441,0.74688506,-0.2527848,0.618207,2.9223917,0.245486,1.5178512,0.24734478,1.6637154,-0.4391102,0.7169385,0.30772924,0.011048306,2.9419277,-0.02660282,3.3667092,0.49049875,-0.1441064,1.5072067,2.59216,0.65391904,0.70012563,0.03938193,3.8099544,0.69744664,0.17531212,-0.3565765,0.22017872,-0.057593193,-0.109092295,1.0541123,1.9042765,0.5432393,-0.32555053,0.91146845,-0.089303434,2.2999558,1.6067317,1.7666782,0.4705185,0.5599636,0.5969057,0.583836,-0.6995248,-0.053465724,0.70941484,3.4838037,0.9421712,-0.4358852,-0.2673308,-0.56446695,2.7557673,0.28260115,1.1420069,-0.16412443,0.6048955,-0.127956,160800,17031160800,613164978574196735,"POLYGON ((-87.71147100660076 41.95024574347733, -87.71751520497975 41.948434696344144, -87.71815574259072 41.94377933057234, -87.71275323995327 41.94093506784689, -87.70670976531197 41.942745657454736, -87.70606806960265 41.947400967260705, -87.71147100660076 41.95024574347733))"
541,2.6887026,-0.26991713,-0.06356948,0.67082566,1.0476891,-0.25326917,-0.3335685,-0.5002936,0.40016854,0.73033583,2.8141005,-0.5958476,-0.2019126,0.49788392,2.8311064,0.14896756,1.5876689,-0.51238143,-0.24303935,0.5206301,0.73013014,0.5539367,0.27588093,-0.027837992,-0.13386667,0.25916898,0.36727992,1.1709441,-0.052263457,-0.13724792,-0.23707107,1.3124259,0.18956807,-0.060359836,-0.15006092,-0.401617,0.27676097,-0.23944099,0.9974614,-0.0955161,0.92972815,-0.3895903,1.7890214,-0.30784193,-0.5875169,0.060103327,-0.4850686,-0.56236243,-0.2890683,1.5509392,0.4628739,-0.28636312,-0.2793812,1.3070242,0.44155437,0.5401372,-0.22641096,1.8716834,0.76925874,2.0887566,-0.064659745,-0.37377656,1.6009362,0.65849626,-0.21437922,0.51769286,0.35248843,-0.4295095,1.5917507,1.6136713,-0.41295224,0.97406733,0.8725456,-0.098414086,0.6322596,2.939337,0.38390154,1.7138596,0.41803196,1.6769167,-0.35122538,0.58130884,0.2998383,-0.059105642,3.1402664,-0.090483956,3.514178,0.38698354,-0.21050946,1.4011369,2.7291245,0.5929363,0.7170351,0.055133652,3.7200606,0.7919973,0.5165421,-0.49198976,0.31683826,-0.03698826,0.013254508,1.1925261,1.9313803,0.46887553,-0.28282738,0.81043506,-0.06374658,2.1449559,1.3835282,1.7810117,0.14787066,0.69815373,0.35131258,0.59896636,-0.700119,-0.20803073,0.6690671,3.0863285,0.89974505,-0.38675314,-0.29315424,-0.52799034,2.7745094,0.38048333,1.1747683,0.085555166,0.46996555,-0.21753398,161000,17031161000,613164978578391039,"POLYGON ((-87.72291881494435 41.95127892368112, -87.72896252774598 41.949467271802156, -87.72960190716947 41.94481185031621, -87.72419873201098 41.94196813637071, -87.71815574259072 41.94377933057234, -87.71751520497975 41.948434696344144, -87.72291881494435 41.95127892368112))"
