BoroCT2020,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
1004200,1.1043336,0.7437257,-0.018467244,3.0983531,-0.33906746,-0.42979902,-0.37869507,0.23118913,-0.13075939,-0.19391994,-0.3622597,1.8610938,0.02547849,0.25771657,0.9559126,-0.38829443,-0.16505368,-0.27418458,1.5881951,-0.3030035,-0.18385309,1.0643442,1.6571453,-0.42107472,2.089663,-0.3476416,0.022837922,1.0429151,-0.19559716,0.051695384,-0.4314217,2.0711336,3.1838076,2.7383199,-0.6015449,-0.15947014,0.65756196,0.321991,0.34485504,-0.2972395,-0.27683553,0.10016833,-0.35971248,0.62861085,2.1474724,0.35369647,2.3563156,1.2751305,-0.10478885,-0.35199314,-0.32587364,0.2020419,-0.30544752,2.0321686,0.68119067,1.77884,-0.1713558,-0.059113074,-0.25064,-0.10711352,3.7869105,-0.28689048,0.33651808,2.796507,-0.032803744,1.4628375,-0.403433,-0.20467687,0.75858116,2.2895312,1.7628369,-0.540403,-0.21748099,-0.3128947,0.091198266,-0.08783213,-0.12533091,-0.13327207,0.8850049,-0.43243092,0.51991165,1.6003233,-0.33117223,-0.26709476,0.708857,0.8304832,0.85960203,2.611806,-0.30479017,-0.29443675,-0.24082364,2.7449994,1.2448158,0.35108832,0.68152857,0.32413778,-0.6378459,-0.34057412,-0.2686187,-0.21284854,-0.38704532,0.45722425,4.1958666,2.7377615,0.21932748,1.0448233,1.3616271,-0.3990985,1.9050444,0.43232536,-0.1445386,3.2718797,0.427378,-0.17759717,1.0700251,-0.3164055,1.1020157,-0.57955694,2.542315,-0.07766279,0.6522706,0.22622463,2.4238958,3.10358,1.8138406,-0.5262019,0.019145489,-0.1674607
1004300,0.92170775,0.61870474,-0.14492369,2.9977536,-0.32122052,-0.5036705,-0.35782945,0.11525145,-0.14838734,-0.16679054,-0.3709393,1.8412106,0.042157985,0.354773,0.8961277,-0.3901009,-0.23205376,-0.33041424,1.4580271,-0.33708602,-0.12901068,1.3248078,1.6678348,-0.40377522,2.268823,-0.289593,0.029425476,0.9072797,-0.15716323,0.03828328,-0.42673397,2.264001,3.1720338,2.804757,-0.5588562,-0.1873237,0.7411685,0.35888386,0.4325214,-0.31668472,-0.27382764,0.103987366,-0.30897647,0.5640812,2.2573142,0.4026801,2.533699,1.3921301,-0.020321315,-0.25817418,-0.31903017,0.33602965,-0.2967333,2.0084903,0.6324555,1.8535137,-0.1997191,-0.09078958,-0.27671883,-0.13812953,3.5566545,-0.2944649,0.39619035,2.8147676,-0.005433291,1.4384897,-0.3484468,-0.2437507,0.73899895,2.0134523,1.7381498,-0.5633445,-0.16408068,-0.2685966,0.041849703,-0.08877005,-0.13641445,-0.122417465,0.9738095,-0.41315365,0.53551525,1.6144851,-0.2728569,-0.30077207,0.72353816,0.49545622,0.6407126,2.7454689,-0.15587,-0.30363935,-0.23891926,2.5477877,1.3854653,0.20102136,0.6025464,0.26870164,-0.6717577,-0.36040604,-0.21142444,-0.27702588,-0.34802765,0.50691736,4.5617857,2.827419,0.15676042,1.0530226,1.2381082,-0.4297134,1.8566815,0.28371078,0.023126476,3.1693213,0.43448168,-0.21867913,1.0967326,-0.3087387,1.1318792,-0.5829401,2.4021127,-0.089050815,0.67167073,0.2296822,2.349317,2.9224029,1.8545446,-0.57851845,0.037857488,-0.15958735
1004400,0.8551166,0.51320887,-0.22422019,2.7792528,-0.38478756,-0.5348172,-0.44389796,0.35085303,0.3749737,-0.18936221,-0.38924292,1.5907011,-0.21792549,0.046449006,1.0621591,-0.46001464,-0.22417952,-0.4427997,1.9428837,-0.15238747,-0.28498203,1.1707312,1.5504453,-0.3254616,2.575487,-0.1773507,0.10021309,1.187628,-0.17903793,-0.07038286,-0.4916852,1.7167373,3.0660973,2.5526233,-0.42807147,0.017482817,0.30277845,0.20105831,0.4980815,-0.15868253,-0.2936921,-0.1869809,-0.22636218,0.52983314,3.1115189,0.4186352,2.4782295,1.1975635,0.102858335,-0.22015576,-0.38340604,0.9563128,-0.04738889,1.4931042,0.865064,1.4880188,-0.2614291,0.23952828,-0.17840928,0.40187812,3.179708,-0.2344393,0.8874577,2.8134117,-0.2612494,1.4521904,-0.3780886,-0.2528777,0.37968332,2.2634382,1.4075506,-0.4452714,-0.2996682,-0.5819359,-0.25078484,0.21125539,-0.1885171,-0.3340598,0.81986094,-0.41639674,0.2558982,1.441853,-0.11743047,-0.1563133,0.6603859,0.6393463,0.8176009,2.5131307,-0.042011335,-0.25785768,-0.16442326,2.6730409,1.6099954,0.21967427,0.22883376,-0.03894321,-0.46843225,-0.2154446,-0.28692773,-0.20272034,-0.4393059,0.8454255,4.106962,2.3942542,-0.068879925,1.2514988,1.3668714,-0.27022147,1.6254349,0.22473112,-0.024686448,3.1336637,0.9361955,-0.2103295,1.5595034,-0.116647094,1.1557094,-0.57932115,2.3392124,-0.24382341,0.9190854,-0.16141462,2.5151808,3.4079285,2.0204656,-0.648821,0.06892146,-0.056674607
1004500,0.87094045,0.6180338,-0.14409718,3.231625,-0.37673384,-0.4881222,-0.37106895,0.150697,-0.1573897,-0.17829984,-0.35128176,1.7814158,0.01637812,0.3596956,0.9635321,-0.4107455,-0.19605304,-0.26301038,1.4558678,-0.30806124,-0.24524355,1.2257893,1.6848344,-0.42634252,2.2345767,-0.3448081,0.022897549,1.1187384,-0.262284,0.13940132,-0.4412409,2.2061138,3.1574023,2.7623286,-0.59049493,-0.18637267,0.69960594,0.34112167,0.37294033,-0.29149935,-0.28694996,0.056028113,-0.3600366,0.5740676,2.236404,0.39536917,2.326524,1.3564682,-0.022735748,-0.29179686,-0.31314385,0.30315393,-0.24931571,2.0377584,0.6446968,1.8277872,-0.20834574,-0.10735512,-0.23758459,-0.1261955,3.806088,-0.26427448,0.3358736,2.586389,0.009155959,1.4041663,-0.42011118,-0.21533513,0.82715005,2.2301712,1.7011433,-0.5876885,-0.21124211,-0.37905246,0.0016881526,-0.13525668,-0.097319275,-0.16271345,0.97672945,-0.41798306,0.49104095,1.7078665,-0.2928878,-0.27844834,0.6893295,0.52893895,0.6808776,2.7441735,-0.2220748,-0.31195524,-0.2312442,2.7667875,1.363473,0.31430697,0.65896153,0.28988746,-0.631358,-0.3554315,-0.24929994,-0.19896199,-0.34839517,0.49259704,4.5007625,2.7370117,0.16375911,0.96428883,1.3500657,-0.41150877,1.8491279,0.23313688,0.00024336576,3.2531033,0.33588916,-0.23983274,1.0849731,-0.29297853,1.0766411,-0.5584357,2.2955954,-0.18702236,0.7265895,0.23572502,2.618121,2.9460268,1.8768898,-0.56207657,-0.051027507,-0.17472155
1004700,0.9106575,0.63118696,-0.11159085,3.1411433,-0.3472713,-0.502027,-0.35978585,0.12366271,-0.16434592,-0.19908816,-0.34215555,1.8092333,0.036884524,0.3109951,0.9298073,-0.3947661,-0.24332705,-0.31469434,1.4406235,-0.30541182,-0.053465426,1.1904505,1.6772772,-0.4571912,2.355629,-0.35502443,0.0059716515,1.0319053,-0.17430072,0.10011403,-0.44040245,2.2701788,3.0753086,2.7040591,-0.5996768,-0.20900306,0.7315145,0.35078984,0.28148922,-0.3346846,-0.26623446,-0.0017746538,-0.3574497,0.639837,2.176139,0.37629175,2.475498,1.3864052,-0.05342406,-0.23594484,-0.32201353,0.28760177,-0.2866711,1.983175,0.5846344,1.8476075,-0.2130385,-0.11533961,-0.24061835,-0.11436729,3.713401,-0.23517941,0.35993344,2.65415,0.010424018,1.4680945,-0.36256582,-0.24526115,0.8185821,2.1969345,1.7276595,-0.56474924,-0.20553604,-0.22105363,-0.06344232,-0.06361428,-0.11103852,-0.14276528,0.9594213,-0.41759786,0.53615147,1.5965265,-0.2726439,-0.24624275,0.6923471,0.47798705,0.61067843,2.7661805,-0.18773124,-0.30972624,-0.23772125,2.6042695,1.4622961,0.2744569,0.64194167,0.3160804,-0.6334342,-0.34355986,-0.22155067,-0.20197275,-0.38494354,0.51473486,4.623882,2.7921038,0.17791389,0.9333471,1.3397005,-0.40816057,1.8303609,0.2001579,-0.014939658,3.2029567,0.43795967,-0.2197319,1.0751001,-0.301991,1.0949385,-0.5771743,2.358483,-0.13495663,0.74073786,0.24530083,2.4088686,2.9405046,1.8467356,-0.562435,0.0051322877,-0.1762984
1004800,0.85813254,0.67844427,-0.05058361,3.290111,-0.39301616,-0.46406996,-0.36864957,0.23501387,-0.16031429,-0.19298008,-0.35448128,1.7425635,0.08503636,0.24637203,0.97860736,-0.39731508,-0.22980899,-0.2601584,1.4226975,-0.29008627,-0.15134823,1.111807,1.6350648,-0.3980529,2.0418983,-0.37775725,0.12505105,1.1709074,-0.23745552,0.08050275,-0.4498647,2.1567943,3.2580175,2.8328457,-0.5742638,-0.22828615,0.70529634,0.3162949,0.24242377,-0.315345,-0.2267707,0.03128341,-0.38054594,0.6711198,2.1903172,0.38433978,2.2660525,1.3569278,-0.06723403,-0.31550694,-0.3107224,0.1707021,-0.2774226,1.9958215,0.70081866,1.8173463,-0.1730125,-0.10666762,-0.23645672,-0.105133526,3.909391,-0.2976818,0.40293834,2.6293352,0.04323408,1.3998982,-0.41750383,-0.202541,0.83746237,2.340933,1.7346475,-0.58375573,-0.24912047,-0.38591337,-0.012409866,-0.10646522,-0.06256591,-0.21925522,0.9397905,-0.40571076,0.49508947,1.7213125,-0.31886315,-0.23751782,0.7190008,0.58485395,0.6833118,2.7227912,-0.24165882,-0.30421782,-0.25029615,2.713089,1.3038853,0.4439247,0.7153845,0.30364764,-0.60519814,-0.33354473,-0.26043925,-0.16901758,-0.37366167,0.48958063,4.325658,2.6177478,0.262728,1.0021127,1.3056537,-0.39624858,1.8742017,0.22183345,-0.040833123,3.3500073,0.3167565,-0.20112717,1.1190428,-0.30989197,1.0685595,-0.5493879,2.4656384,-0.1866301,0.8114042,0.17280537,2.4943635,2.886774,1.8699367,-0.5308094,0.015172601,-0.1801694
1004900,0.8782532,0.63966095,-0.12640944,3.0101995,-0.36879128,-0.5126677,-0.36112902,0.16542672,-0.1639542,-0.17788595,-0.35484642,1.7218817,0.0414006,0.32565242,0.92842764,-0.37890467,-0.21906641,-0.2904306,1.4212458,-0.3279598,-0.16873237,1.2620707,1.6534841,-0.39007318,2.2121332,-0.31340873,0.026867729,1.0843176,-0.22254501,0.099632695,-0.44797146,2.2236702,3.1981103,2.7579632,-0.5981779,-0.19696952,0.7391135,0.36324677,0.35516858,-0.31126013,-0.26782203,0.10106969,-0.33079714,0.56672436,2.2182877,0.41526067,2.5005572,1.2982322,-0.017447036,-0.2756744,-0.32865915,0.4290732,-0.2565781,2.049883,0.5487604,1.8416456,-0.21221432,-0.11163716,-0.25733995,-0.12534791,3.7506227,-0.28618416,0.384756,2.6334066,0.015984505,1.3963685,-0.38779008,-0.23990002,0.7598471,2.1090162,1.7351563,-0.5689368,-0.17549294,-0.28483853,0.03893517,-0.07231119,-0.108456194,-0.17744946,0.9855972,-0.42757672,0.54127586,1.6646463,-0.27821857,-0.3052764,0.72457814,0.522887,0.5316697,2.72104,-0.16442986,-0.31191012,-0.24666186,2.582281,1.4275327,0.31849945,0.6489284,0.27750286,-0.657331,-0.35949987,-0.25478682,-0.23571643,-0.34067,0.5290745,4.5782905,2.7836452,0.17839605,0.9809168,1.2819178,-0.43757606,1.8782281,0.28001285,0.017827705,3.233446,0.38141564,-0.22113867,1.0690248,-0.31674397,1.0999131,-0.56942576,2.3085628,-0.1664991,0.7961203,0.24359685,2.423892,2.9533415,1.8804624,-0.56944394,0.00891801,-0.16217542
1005000,0.93772995,0.7007762,-0.071696624,3.1526685,-0.33791012,-0.48224187,-0.3898691,0.14724055,-0.14350909,-0.17211261,-0.37320155,1.9162048,0.012560252,0.26924917,0.9297601,-0.41131747,-0.18817945,-0.28803045,1.4812434,-0.29375362,-0.24751087,1.2702937,1.6240596,-0.4535039,2.1844864,-0.28361595,0.07475682,1.0279324,-0.16604945,0.11992109,-0.4206509,2.1055102,3.069261,2.8178186,-0.6189084,-0.14867187,0.7838747,0.35440186,0.43374845,-0.29812267,-0.2535352,0.1376936,-0.3583408,0.6301048,2.1512246,0.3881838,2.316212,1.3198838,-0.043828018,-0.33407933,-0.34116068,0.26850328,-0.29868966,1.9643321,0.68696886,1.7728041,-0.15259571,-0.10544273,-0.2716549,-0.13927355,3.8745983,-0.29073626,0.30615732,2.7550755,-0.04467237,1.469867,-0.42459762,-0.24601221,0.77479815,2.3077176,1.7066162,-0.5373541,-0.19633248,-0.3100614,0.10403116,-0.06561763,-0.10199934,-0.13611309,0.92479324,-0.4077203,0.58703107,1.7172513,-0.2842386,-0.25568512,0.7017817,0.701286,0.78476024,2.687827,-0.20304367,-0.3014117,-0.24436176,2.705339,1.244192,0.2691226,0.6016869,0.19869801,-0.6462682,-0.32892364,-0.23220184,-0.22245139,-0.37981194,0.45425072,4.258795,2.7506146,0.17680922,1.0811073,1.155488,-0.38491488,1.865009,0.25590217,0.053983755,3.246203,0.3960778,-0.20653345,1.1756343,-0.26366884,1.0921915,-0.54406345,2.4281242,-0.102049366,0.78110135,0.13608369,2.4526627,2.956046,1.8810627,-0.5464366,-0.041597888,-0.18162993
1005200,0.8504541,0.67869276,-0.14298888,3.151106,-0.29894853,-0.5137222,-0.44689304,0.27417776,-0.030785635,-0.19377178,-0.25375542,1.6195261,-0.027482383,0.28853327,0.97721994,-0.38478833,-0.20797034,-0.3180986,1.4496188,-0.28728807,-0.0051615536,1.2126757,1.7122362,-0.39603266,2.3093424,-0.34895146,-0.0017069876,1.1872771,0.02279827,0.08333331,-0.47464627,2.3270676,3.0996299,2.5499732,-0.55326766,-0.10043019,0.6796348,0.3754478,0.15506491,-0.34394297,-0.21650445,0.034004033,-0.34645024,0.647997,2.2064438,0.3771292,2.4409785,1.3581954,-0.07666131,-0.15299568,-0.31684628,0.3427039,-0.24328601,1.92171,0.53094524,1.9161643,-0.21723892,-0.15327728,-0.2330985,-0.044560052,3.6506848,-0.3198695,0.36921242,2.6112342,-0.021834433,1.4811139,-0.41076422,-0.27837372,0.85195565,2.1066515,1.647868,-0.5130004,-0.21172455,-0.30069003,-0.0746768,-0.0088009015,-0.16693659,-0.11880951,0.91615814,-0.45720065,0.49506038,1.6545637,-0.27333134,-0.21013457,0.63922507,0.59958243,0.79037535,2.8159273,-0.1345457,-0.31956995,-0.25074413,2.5533602,1.3974013,0.21505553,0.55422676,0.25277007,-0.6120623,-0.3325291,-0.18276598,-0.21846117,-0.43005288,0.47985983,4.659317,2.8107657,0.20213228,0.9299389,1.2748954,-0.36285478,1.8419476,0.135774,-0.047161467,3.1118681,0.37804505,-0.23027144,1.1070905,-0.27374935,1.1004604,-0.5454389,2.5464356,-0.1257279,0.8290675,0.22981244,2.2408166,2.949662,1.817136,-0.5913397,-0.0012176186,-0.16937321
1005400,1.0218018,0.67652977,-0.11645283,2.9459853,-0.36948735,-0.48684585,-0.33936465,0.10776772,-0.12297591,-0.18303207,-0.37440798,1.8793678,0.0478593,0.40184295,0.9120536,-0.36029875,-0.1736703,-0.28555983,1.5475142,-0.34270707,-0.103789225,1.3215542,1.6894581,-0.41737187,2.1204014,-0.32608154,-0.031853445,0.97169757,-0.19519709,0.07144706,-0.41593146,2.165422,3.1134698,2.7043009,-0.6388178,-0.14314064,0.77345294,0.3466115,0.50026375,-0.31202343,-0.31673533,0.080415994,-0.31506142,0.5732304,2.2798436,0.4093296,2.5129142,1.3491311,-0.054333217,-0.26970845,-0.3333864,0.36507642,-0.30101246,2.0754566,0.5148275,1.8210034,-0.21197614,-0.0688618,-0.2516145,-0.14144242,3.6455388,-0.31953397,0.38924834,2.7434518,-0.030813724,1.389381,-0.35594332,-0.272995,0.77672625,2.1027484,1.7443869,-0.5516494,-0.15490958,-0.22542326,0.06464279,-0.07264688,-0.15185809,-0.11993068,0.9669217,-0.4417072,0.60869706,1.55637,-0.27276304,-0.2693073,0.700992,0.61698115,0.7489085,2.7404501,-0.1915496,-0.30163246,-0.21614723,2.6318002,1.3503355,0.2512013,0.6113482,0.32225034,-0.6869528,-0.3444165,-0.24118271,-0.26493564,-0.36439094,0.47672954,4.483683,2.8520827,0.1562546,1.0472357,1.2077823,-0.40384737,1.8603371,0.29248163,-0.047550198,3.1511738,0.44409448,-0.2201509,1.0481205,-0.3184113,1.0891725,-0.5915718,2.3522525,-0.12064229,0.6817265,0.25894228,2.4184191,3.0913982,1.8850687,-0.5744834,0.021596372,-0.18113597
1005501,1.1898389,0.5161959,-0.15316883,2.7727616,-0.3385777,-0.5265758,-0.31552628,0.23069331,0.07343088,-0.1957012,-0.37991452,1.9291898,-0.0821977,0.32601187,0.88512504,-0.36458153,-0.25754905,-0.4054293,1.5878954,-0.18033963,-0.07562551,1.396619,1.6180768,-0.46776062,2.62533,-0.19874051,0.07712478,0.9313659,-0.1804416,0.027818764,-0.46721178,2.1382391,2.6525972,2.578714,-0.6004813,-0.07229282,0.5532725,0.3045581,0.31061834,-0.26458552,-0.33213097,0.034673944,-0.19799292,0.55423397,2.567128,0.4341889,2.5804386,1.533885,0.007244218,-0.2665641,-0.43645525,0.42397898,-0.26723075,1.6041026,0.73868656,1.7087831,-0.14833483,0.19202204,-0.21754201,-0.10802491,3.299787,-0.26401898,0.47169456,2.9781132,-0.21329273,1.5639939,-0.34850138,-0.28270406,0.47292507,2.2750993,1.587518,-0.5352937,-0.17933509,-0.28264683,-0.10190405,0.15845896,-0.24393916,-0.12382636,0.8364107,-0.424543,0.5591795,1.5619324,-0.15600438,-0.23392111,0.70684886,0.65358,0.4795891,2.6630902,-0.07757294,-0.31425282,-0.2775594,2.5081935,1.483589,0.16044125,0.2651871,0.1383113,-0.6071654,-0.27688995,-0.25820822,-0.22433567,-0.43287563,0.74379003,4.2001724,2.5643282,0.018025607,1.0374159,1.2801392,-0.34217674,1.7620224,0.31152642,-0.12275753,3.2650504,0.91048634,-0.20106271,1.4198302,-0.13602015,1.1408656,-0.5729118,2.2699664,-0.22008428,0.75750566,-0.07105298,2.4863913,3.2029476,2.0075119,-0.6071558,0.05502843,-0.08782701
1005502,1.0359478,0.6424391,-0.10083924,3.012086,-0.33940902,-0.4931345,-0.36734885,0.17717774,-0.1448445,-0.17613399,-0.34323347,1.726341,0.036452405,0.3977726,0.922541,-0.3480631,-0.20523281,-0.29766622,1.3809665,-0.31136644,-0.08994332,1.2566541,1.6481341,-0.40114236,2.2406917,-0.31993613,0.008952647,1.0951486,-0.14748436,0.08150838,-0.43916044,2.253985,3.0993156,2.6439433,-0.60678357,-0.18256702,0.77076805,0.3765952,0.3280803,-0.3255413,-0.28304023,0.13398632,-0.32504213,0.6010008,2.1452246,0.4038987,2.518989,1.3668545,-0.06778489,-0.26550865,-0.3244338,0.3466726,-0.27548766,2.0252047,0.5314161,1.8218566,-0.21334219,-0.121480644,-0.251104,-0.12665458,3.6613684,-0.28331715,0.44390652,2.6367834,-0.015342295,1.4091657,-0.38711667,-0.2562347,0.7471299,2.0978801,1.7543988,-0.55577654,-0.17681743,-0.23869947,0.036895573,-0.064803936,-0.13028808,-0.13057753,0.94442546,-0.43010384,0.5482593,1.6364504,-0.27813098,-0.29434374,0.7012306,0.4840628,0.66675556,2.761137,-0.20068781,-0.30865455,-0.2517087,2.6158032,1.392183,0.2879365,0.6281837,0.30629975,-0.65625405,-0.35767052,-0.24599041,-0.23530623,-0.36323982,0.4900637,4.679903,2.7984662,0.1585385,0.923116,1.383871,-0.40899086,1.8672687,0.26024774,0.01302588,3.2163107,0.41224104,-0.21615422,1.0328373,-0.3224049,1.0964437,-0.57765776,2.2894006,-0.16467683,0.8411086,0.2540461,2.3798425,2.931874,1.8438087,-0.58573467,0.057924062,-0.1683259
1005600,0.9109391,0.5848593,-0.17227586,3.2196908,-0.30499113,-0.51222587,-0.4385243,0.34415272,-0.0046299547,-0.21159184,-0.21584623,1.678577,-0.031269483,0.26303843,0.9741045,-0.41477948,-0.2083346,-0.35110137,1.4330715,-0.22996728,-0.018256605,1.2050667,1.7165388,-0.42795083,2.3662739,-0.35469767,0.04070673,1.1958768,0.0014800727,0.062316507,-0.45301855,2.203539,2.9863377,2.6351793,-0.51205134,-0.106655106,0.5653667,0.31884903,0.11178973,-0.30552998,-0.22366104,-0.071702264,-0.29423225,0.6228907,2.3010926,0.40313917,2.3149705,1.3866355,-0.035931457,-0.17508873,-0.3460086,0.30414614,-0.28749567,1.8213698,0.5697291,1.8321587,-0.20912114,-0.014851421,-0.22574317,-0.04134942,3.612218,-0.29517663,0.3783823,2.6902077,-0.077764064,1.5538889,-0.41627532,-0.26853046,0.88062954,2.2084296,1.6131824,-0.5126309,-0.21795788,-0.37701756,-0.09480621,0.025752734,-0.19073984,-0.12128469,0.88131756,-0.45406443,0.46925133,1.6364595,-0.26958817,-0.15817547,0.6539855,0.65621454,0.72245526,2.8028276,-0.12501924,-0.31755137,-0.26269364,2.5955238,1.3459787,0.19336894,0.4858647,0.24796419,-0.57318544,-0.28030086,-0.21881405,-0.1607836,-0.43928403,0.51664746,4.4691925,2.6801069,0.18257174,0.9866582,1.3010502,-0.3340096,1.8673149,0.10654118,-0.15181507,3.1393723,0.5077982,-0.22737347,1.2667717,-0.20860568,1.074565,-0.55003476,2.518062,-0.13900061,0.9191906,0.103786916,2.3504763,3.0765092,1.9416871,-0.58107966,-0.03723985,-0.13319124
1005700,0.8940115,0.57178926,-0.12400269,3.2422194,-0.40269756,-0.44497544,-0.3582588,0.24987006,-0.10845853,-0.1658768,-0.3528074,1.8467437,-0.044525262,0.29324502,0.9409018,-0.4173465,-0.13329099,-0.305341,1.5048366,-0.27142873,-0.3050969,1.2086985,1.7042209,-0.41485253,2.156842,-0.32476082,0.059248447,0.99676603,-0.1970956,0.09147332,-0.4493526,2.0793686,3.1630397,2.7164218,-0.56007254,-0.13059093,0.5154413,0.2933792,0.43359393,-0.24613707,-0.33321604,0.18406425,-0.3316521,0.32840127,2.2868118,0.39495432,2.3052714,1.2796843,-0.034187336,-0.28981984,-0.3135648,0.29551387,-0.25548357,2.0670009,0.81487775,1.6996951,-0.20913188,0.0047456324,-0.24374141,-0.12695017,3.5956898,-0.28808188,0.48410442,2.8674097,-0.058365107,1.4177653,-0.38509035,-0.2589591,0.67327595,2.2411957,1.7231338,-0.5503913,-0.20124313,-0.4304554,0.09973304,-0.10749699,-0.15838905,-0.18384814,0.9704729,-0.45581955,0.4592178,1.6336,-0.26072922,-0.27635902,0.7048268,0.5750454,0.7953731,2.76981,-0.25726193,-0.2918318,-0.18344122,2.856783,1.2317754,0.24344952,0.5924316,0.21233262,-0.6122793,-0.37882897,-0.2413289,-0.21173656,-0.35300356,0.6978359,4.3768167,2.6614776,0.0977528,1.0958571,1.3230745,-0.40321475,1.8445567,0.10672833,0.012303017,3.3048532,0.44208777,-0.20587213,1.154064,-0.29859915,1.105183,-0.5694499,2.26826,-0.17578228,0.7752042,0.15647501,2.70812,2.930828,1.8907475,-0.5908951,0.037231132,-0.11517261
1005800,1.1181711,0.68643385,-0.10021743,2.9546592,-0.3417799,-0.48053747,-0.35190022,0.11349767,-0.1216792,-0.185996,-0.38642448,1.9265883,0.03992015,0.37067848,0.9337833,-0.3925116,-0.17135188,-0.29158366,1.5471636,-0.33562982,-0.1311848,1.2282853,1.7005348,-0.45806044,2.2247708,-0.34007263,0.0036922172,1.0214889,-0.227547,0.08299213,-0.4157373,2.1836512,3.0610142,2.7475464,-0.61434686,-0.12785177,0.6718192,0.33970842,0.44558018,-0.28648448,-0.31333926,0.111653894,-0.34494546,0.679232,2.1677704,0.3961933,2.3725595,1.4332682,-0.03223872,-0.30695757,-0.32929438,0.2756742,-0.31033418,1.9979792,0.65669054,1.8161561,-0.17746374,-0.049269594,-0.25351262,-0.12553667,3.7600489,-0.24097121,0.29884526,2.6639667,-0.0055713356,1.4050326,-0.3584309,-0.23681918,0.7979578,2.2904017,1.7423896,-0.5610036,-0.1864577,-0.23636615,-0.020335838,-0.118435875,-0.15237089,-0.112514034,0.94582415,-0.4217568,0.62289596,1.5931357,-0.29824862,-0.25550988,0.6835408,0.65571475,0.6869126,2.7123866,-0.22997579,-0.28606597,-0.23563524,2.6495347,1.2959496,0.26221198,0.64898205,0.28545937,-0.6622202,-0.34051716,-0.26755282,-0.2374148,-0.3673713,0.42303059,4.277034,2.7401447,0.1826919,1.0556272,1.345696,-0.3998054,1.8474876,0.3563599,-0.035713915,3.293154,0.4197796,-0.22528648,1.0848364,-0.27816266,1.0687749,-0.60369855,2.400066,-0.112890944,0.7063547,0.24501622,2.4739683,3.0008712,1.8646371,-0.55350524,-0.028963193,-0.1773964
1005900,1.0859277,0.735711,-0.12933701,3.1693668,-0.40766042,-0.48822537,-0.32310373,0.07374538,-0.054577976,-0.18765795,-0.35398838,2.038891,0.03180336,0.25871915,0.9339833,-0.38357127,-0.18463193,-0.28828204,1.6343274,-0.296613,-0.17301714,1.252654,1.7758449,-0.46875462,2.220932,-0.32676184,-0.002019167,1.0094374,-0.24514292,0.073392645,-0.42721945,2.2463713,3.0304637,2.706862,-0.65479684,-0.14535601,0.7138099,0.28789586,0.49604562,-0.2819322,-0.32721448,0.038599417,-0.35255682,0.4816684,2.25169,0.403021,2.3881445,1.2791485,-0.06539777,-0.28257886,-0.3352302,0.31565765,-0.30148143,2.0155764,0.63252205,1.7742414,-0.22139338,-0.0032798052,-0.21462317,-0.13292849,3.5738025,-0.3312114,0.41931045,2.7658458,-0.099653214,1.465929,-0.40377748,-0.27857837,0.7295557,2.1937878,1.7503235,-0.56605244,-0.19564341,-0.33275452,0.07519044,-0.07117915,-0.1017318,-0.16027509,0.95615214,-0.43361303,0.56362003,1.5755562,-0.28556302,-0.22064218,0.70040613,0.5862154,0.9850989,2.659511,-0.22730373,-0.3326645,-0.18491404,2.7891634,1.2833573,0.16833904,0.63444406,0.30614698,-0.66141367,-0.3158735,-0.2549714,-0.21068284,-0.38440922,0.56476617,4.2925997,2.8269432,0.08526517,0.9895727,1.2961628,-0.36119208,1.8121984,0.30002022,-0.09049762,3.171719,0.46306765,-0.20432027,1.1271491,-0.32810593,1.0770353,-0.567863,2.3944387,-0.11314395,0.66964835,0.15038675,2.597048,3.105028,1.8813542,-0.57458156,0.022005245,-0.15814126
