GEOID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
17031020702,0.8249546,0.9167756,0.8834716,0.6914651,0.75718486,1.0767903,0.9955875,1.0596178,0.8546988,0.36036032,0.6582658,0.4830048,0.74072486,0.94674325,0.5248426,0.6278649,0.66870856,0.43350488,0.8076437,0.8487581,0.36603427,0.89819956,0.9982906,0.9944882,0.63200396,0.93892825,1.0162611,0.76466095,0.68319714,0.9791602,0.6408203,0.61439264,0.45554584,0.9115343,0.77907896,0.86051345,0.6855081,0.93246007,0.5949712,0.5776994,0.841133,0.42109326,0.61857367,0.6869555,0.53443414,0.604277,0.6850283,0.8243496,0.5449184,0.52714133,0.9306597,0.9411452,0.9859722,0.6764198,0.5995335,0.46104065,0.8531771,0.37154162,0.44780993,1.2482575,1.0847905,0.7097119,1.1538559,0.77963614
17031020801,0.8280949,0.90001446,0.8963737,0.61044323,0.5594219,1.0154102,0.94893193,1.0401765,0.7729931,0.42617992,0.57306576,0.42390817,0.69705784,0.90002716,0.479021,0.6400089,0.62025356,0.45031607,0.87074137,0.804968,0.38091806,0.8705498,1.0058348,1.0217439,0.5850624,0.8448779,0.9480089,0.74931073,0.6420797,1.0163344,0.62378883,0.5865956,0.43797225,0.9151765,0.68659174,0.70778847,0.73428595,0.8091825,0.5295468,0.5331737,0.9071907,0.43348157,0.46318078,0.56537443,0.55994767,0.5535928,0.701118,0.8624076,0.5687774,0.57468754,1.0209701,0.82172185,0.8757867,0.6479049,0.61074215,0.5985588,0.8264497,0.4514581,0.49547184,1.1840101,1.1209441,0.73214805,1.1158698,0.73558587
17031020802,0.8657402,0.93300074,0.9487189,0.6567509,0.6916158,1.1929387,0.95663226,1.1379458,0.8847934,0.41126448,0.680616,0.43589234,0.7567654,0.93586314,0.4389395,0.71370864,0.6576128,0.51526684,0.8780644,0.8454623,0.41695657,0.95533705,1.0108769,1.0500627,0.7188389,0.91721594,0.96584415,0.76668406,0.6345248,1.0533137,0.72206247,0.6057807,0.43922484,1.0183216,0.7824899,0.7952601,0.70356435,0.97763455,0.5911247,0.59422994,0.89317787,0.499401,0.529673,0.57890207,0.5745803,0.60024416,0.7188302,0.9130379,0.5391601,0.55014,1.0200651,0.843027,0.97243214,0.72538996,0.6030487,0.5963336,0.8549665,0.41490656,0.5002682,1.2648394,1.1664416,0.8176501,1.2330627,0.7474671
17031020901,0.9011864,0.959907,0.87023365,0.68749285,0.6421682,1.0948377,1.0085346,1.0078583,0.80621994,0.40320647,0.6480717,0.4467519,0.768412,1.0018591,0.51747215,0.72582704,0.67685544,0.50251037,0.8228055,0.91308,0.43858516,0.8245893,1.0334003,0.98927,0.73529065,0.87487537,1.0251309,0.7320094,0.6536608,1.0082191,0.62016046,0.6500703,0.4300317,0.8631199,0.8030201,0.83118594,0.6572714,0.9544915,0.57120717,0.57525223,0.8875407,0.50938004,0.5446887,0.5916307,0.53841543,0.6200843,0.686846,0.79042304,0.5975312,0.543845,0.94537646,0.8160808,1.02279,0.76621664,0.57512474,0.5829848,0.8106611,0.39877775,0.48305017,1.1901875,0.98011446,0.75932086,1.1706281,0.78232497
17031020902,0.94609356,0.8892567,0.9873668,0.6786399,0.77420616,1.1361661,1.0238627,1.1100358,0.87684214,0.4054096,0.6531328,0.5447159,0.70955765,0.90814686,0.4691285,0.6597476,0.6861523,0.51786184,0.8965688,0.8319614,0.41655463,0.9251254,1.0384779,0.9071703,0.6612397,0.94582427,1.022671,0.8381165,0.7503538,1.1389003,0.69967675,0.5844685,0.45378998,0.97070956,0.7726131,0.91121054,0.6573128,0.89785373,0.5975612,0.57487875,1.0097395,0.535807,0.61235434,0.61353266,0.54131365,0.6061551,0.71475136,0.91635156,0.62218136,0.5687275,0.8955438,0.8315786,0.94661474,0.7562804,0.57675487,0.534851,0.9327159,0.40327007,0.5138719,1.3661246,1.091386,0.72031015,1.1967013,0.7183974
17031030101,0.9223827,0.8806441,1.0441351,0.5812941,0.5978342,1.1448555,1.0313537,1.1819234,0.91420007,0.35760373,0.6432594,0.5205097,0.5798422,0.9330394,0.41581005,0.5666569,0.7011496,0.55395305,0.89819825,0.8681376,0.39797103,1.0452106,1.0528584,0.9024973,0.62481856,0.9868562,1.0398009,0.8447732,0.58238214,1.0642283,0.7733175,0.6163415,0.35171866,1.0439603,0.7619561,0.7933793,0.7599662,0.8921753,0.6371937,0.6038636,0.8890046,0.42117834,0.5949389,0.5400225,0.5546638,0.5803668,0.7075099,1.0898371,0.67979836,0.6180443,1.0117513,0.7664274,0.91659606,0.7629019,0.6169337,0.59607935,0.9701462,0.44033128,0.55845237,1.411793,1.2136614,0.8113165,1.2434626,0.7520837
17031030102,0.9165323,0.8812883,1.0013382,0.6760459,0.6820086,1.1655798,1.0525949,1.1372966,0.89118737,0.38056207,0.66786873,0.53498626,0.7364838,0.97662556,0.52545965,0.78166324,0.70290935,0.4621573,0.8576535,0.9478208,0.44005817,0.9622331,1.0236766,1.0197153,0.65155417,0.98800504,1.0639269,0.8283684,0.6327845,1.070065,0.74306834,0.6178187,0.46961346,1.0220689,0.7937297,0.829031,0.74324024,0.97150564,0.6058705,0.5843337,0.93723905,0.47474584,0.561418,0.6281418,0.5545082,0.648577,0.698071,0.9216918,0.6149243,0.5620935,1.0437922,0.9214732,1.0019268,0.68606234,0.67029905,0.54264474,0.9292166,0.43238026,0.49810275,1.3724344,1.1946285,0.74128765,1.2146374,0.8169018
17031030103,1.0174047,0.8228976,1.0870316,0.6398553,0.7637726,1.2192737,1.1773317,1.1592147,0.928937,0.4525501,0.67530453,0.409061,0.7301533,1.0083323,0.49455416,0.744648,0.67392325,0.6009959,1.0016202,0.85443366,0.375906,0.84810734,1.0846101,0.86896694,0.67927414,0.97165614,1.1323397,0.8982587,0.82625675,1.1322515,0.79460514,0.60596114,0.47686476,1.0090698,0.819098,0.87771636,0.6892179,1.0205927,0.47401035,0.5494265,1.0286335,0.42116958,0.5325895,0.54765594,0.62436193,0.6701137,0.66766477,0.9284214,0.7042999,0.58689857,1.0187542,0.7807832,1.0650399,0.68700594,0.56904256,0.5912032,0.9807669,0.42239255,0.48533118,1.4840128,1.1416299,0.70073044,1.2752022,0.7067622
17031030104,0.9247216,1.0287561,0.97882664,0.7081584,0.69162476,1.0373166,1.0849326,0.96791965,0.8192623,0.5091847,0.5710582,0.51919156,0.70893234,1.0195651,0.6284762,0.74012786,0.739938,0.5810635,0.8793993,0.93654823,0.3693257,0.71364987,1.1400521,0.9066088,0.6894505,0.82233477,1.0701036,0.7951251,0.7215253,0.9962365,0.6460304,0.6273446,0.48526505,0.8464109,0.789222,0.884695,0.6976093,0.96902907,0.46670508,0.6001086,0.9158168,0.6091244,0.6606016,0.65926135,0.5163373,0.620636,0.67416227,0.7955017,0.7001782,0.56572425,1.0006621,0.9151712,1.0040936,0.71063817,0.5920577,0.65637016,0.83020407,0.456383,0.48705912,1.2092886,0.9959632,0.69028735,1.1823447,0.76172674
17031030200,0.86381894,0.90078986,0.9928596,0.58091,0.54018486,1.08852,0.98368275,1.1626737,0.910462,0.42861804,0.635538,0.47702464,0.6500418,0.88879645,0.54181546,0.67412007,0.67711586,0.43990028,0.8276762,0.8044042,0.3641374,0.9660281,1.0233805,1.0398366,0.570752,0.9741008,1.0076964,0.8236371,0.7373744,1.0621552,0.7296101,0.5949693,0.47229162,1.05274,0.7053416,0.7481912,0.80064285,0.84076333,0.5689205,0.58914804,0.87030095,0.4655081,0.49858415,0.62082124,0.5852978,0.60126615,0.70939267,0.97739154,0.6026484,0.57606333,1.0407395,0.9255987,0.89991367,0.70327234,0.6417787,0.56912005,0.9035745,0.44105187,0.49981385,1.3387308,1.2380686,0.7123282,1.1481062,0.7641852
17031030300,0.908975,0.9207105,0.9782846,0.7744262,0.7025787,1.0586568,1.0504078,1.148293,0.9201717,0.41709054,0.5811789,0.5375145,0.720405,0.8997118,0.5016856,0.637731,0.67949724,0.48530573,0.8407668,0.9526061,0.37601388,0.90483266,0.9324229,0.9941299,0.5864247,0.91255987,1.067073,0.79417026,0.66056836,1.0913842,0.78092456,0.65249157,0.38868865,0.98191047,0.75641346,0.90304327,0.6655407,0.7989291,0.5763085,0.5256229,0.90605617,0.50589716,0.67613924,0.68631625,0.52611464,0.56858194,0.7249687,0.9691981,0.6319574,0.59562814,0.9241843,0.8624555,0.9088507,0.7251129,0.6113907,0.5469188,0.9442246,0.45302308,0.5334806,1.3347435,1.0929743,0.71160066,1.0608988,0.78672135
17031030400,0.8103459,0.85801506,0.96274483,0.6371832,0.65140426,1.1084211,0.9616682,1.1484085,0.86381304,0.40930134,0.6413494,0.4651951,0.7047132,0.9725028,0.4102717,0.6825618,0.66831875,0.47619724,0.8730234,0.8632328,0.42022985,0.9750768,1.0652742,1.0240504,0.62018716,0.9928289,1.0145326,0.7700877,0.7660793,0.9972255,0.6975341,0.6243303,0.47490025,0.97911274,0.7548548,0.73438245,0.6701784,0.91419756,0.60296524,0.5727433,0.8809493,0.46486598,0.5453289,0.4955771,0.5441703,0.6248632,0.7165977,0.93302745,0.5048444,0.54387665,0.9846511,0.7997353,0.9631639,0.71713954,0.5987657,0.5427798,0.8521596,0.37315926,0.45335317,1.2150108,1.1433526,0.85703754,1.202021,0.80528045
17031030500,0.8733691,0.94064623,0.9229613,0.7391839,0.66845506,1.0901576,0.9837545,1.0959169,0.85423154,0.38621858,0.63333523,0.46137148,0.7401369,0.8964585,0.5465292,0.6869736,0.650903,0.4787962,0.83805335,0.8334384,0.40041077,0.91388774,0.9679514,0.991422,0.6332524,0.90550363,0.9694637,0.76033115,0.79623264,1.1682212,0.7000764,0.6138902,0.44500595,0.9366836,0.72385424,0.79254496,0.72641504,0.8427361,0.5850394,0.5986059,1.0198462,0.49624732,0.5492876,0.63873124,0.5177442,0.5918859,0.7316029,0.8802506,0.600777,0.559519,1.0019836,0.8945097,0.9235016,0.72591865,0.6538396,0.5572956,0.87785244,0.41229594,0.5756073,1.2845206,1.1417569,0.74876785,1.1214807,0.7394013
17031030601,0.9849039,0.9755368,1.0924916,0.56173265,0.6504856,1.0962033,1.0899334,1.1504059,0.85617244,0.4383582,0.60166776,0.52187556,0.6370526,0.876879,0.45295292,0.75744116,0.72381544,0.50218475,0.96983904,0.88930357,0.45447823,0.9070933,1.0215591,1.1090969,0.6510542,0.9267452,1.077778,0.8649608,0.7365993,1.1233716,0.7227608,0.61482584,0.5438478,1.0611598,0.6964995,0.8565448,0.7999145,0.87651145,0.49957687,0.5771691,0.9708146,0.5213146,0.55440396,0.7445806,0.554691,0.6179652,0.7939973,0.98851526,0.6597996,0.6087497,1.0731392,0.91621935,0.9377693,0.72786355,0.6299246,0.5580564,0.97962034,0.47355384,0.50441116,1.4183066,1.223423,0.7518909,1.1714014,0.828475
17031030603,0.8904226,0.9759647,0.9881978,0.6384609,0.6295875,1.1635996,1.0433662,1.158921,0.9548528,0.3974419,0.6367065,0.5345663,0.690734,1.0527673,0.508425,0.69833446,0.68403316,0.4623109,0.83708704,0.9379508,0.3356953,0.9786758,1.1089747,0.905198,0.6605371,0.9863366,1.0931592,0.8178972,0.60205203,0.95198536,0.7677482,0.6570361,0.41362995,1.00514,0.84943825,0.7659229,0.71848726,0.9894992,0.6122214,0.5685804,0.8266425,0.45217097,0.50643986,0.57948756,0.5682371,0.60729176,0.69970745,0.9750531,0.6931201,0.5715594,0.9637382,0.7899653,1.0755507,0.6709753,0.5889633,0.58386,0.9217073,0.42583176,0.5165468,1.2744707,1.1330302,0.8455746,1.2918706,0.8824516
