BoroCT2020,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
1002202,0.22954687,0.60860527,1.3549244,0.8619982,0.3302105,1.4605532,0.7269038,1.3747221,1.3728625,0.20467785,1.1974779,1.8278253,0.27113417,1.8269999,0.34666225,0.43176335,0.40327644,1.6899706,1.0619031,0.46337962,2.3499541,0.4326729,0.22041097,0.8280204,0.5557707,0.6065357,0.36391768,1.3143541,1.6001035,0.6512351,1.1266088,1.1656234,1.1422968,0.8287746,0.6571824,0.5927315,0.50428635,0.5787385,0.4665399,0.3344841,0.8968339,1.4573056,0.8531003,0.692789,0.97057945,0.520174,1.4131675,0.2889484,0.7744993,0.5262249,1.8863678,1.1532067,0.6159064,0.6742014,0.45975402,1.1496825,1.3891904,0.7643955,1.491203,0.8366135,0.9684299,1.5342457,0.72011274,0.6133431
1002400,0.24509528,0.78214926,1.0309002,1.2010468,0.28227672,1.1360705,0.72209924,1.068283,1.4857914,0.4386325,1.2164826,1.8522505,0.25937948,1.6177394,0.3300807,0.48340255,0.4321593,1.4395815,1.148531,0.6089856,2.0617967,0.3776251,0.27520806,0.7700683,0.6499904,0.7719823,0.38971913,1.0996442,1.5450104,0.8457637,1.3203213,0.9810168,1.3554167,0.8994975,0.7172369,0.60450923,0.6117586,0.6436926,0.46474564,0.45636576,1.1891562,1.220346,0.84759486,0.8490162,1.0848238,0.46775633,1.4034677,0.32435834,0.8820617,0.57027745,1.8970534,1.1477331,0.44595847,0.5319076,0.46778792,0.9430298,1.1376503,0.74959445,1.1821225,0.9862915,1.2001227,1.4622462,0.74378395,0.65095985
1002500,0.20427257,0.50978863,1.3914776,1.1854348,0.48222175,1.3887358,0.66938704,1.400718,1.2146106,0.37405178,1.1753241,1.6003313,0.24748528,1.9321351,0.22514363,0.5026707,0.3409422,1.7744588,0.9518043,0.5410665,2.3649492,0.37424952,0.2561812,0.8876562,0.56087434,1.263735,0.31763858,1.3588672,1.550077,0.82207316,0.94346607,1.2251507,0.98413265,1.052143,0.90611106,0.71058786,0.53767115,0.60503095,0.4966242,0.33105987,1.2625508,1.4902157,0.8885574,0.5893841,1.4038178,0.46667606,1.2272239,0.26817077,0.70931256,0.48509133,1.8480732,1.1273395,0.80956084,0.8742458,0.45772654,1.1673727,1.3970891,0.77724624,1.4666803,0.66270846,0.79224247,1.5060749,0.6459547,0.73161805
1002601,0.22255878,0.62347424,1.5658665,0.9049727,0.31267542,1.5977486,0.6787347,1.5825559,1.4119835,0.31511682,1.1723391,1.73574,0.2698287,2.0399194,0.3853129,0.4319779,0.43390563,1.9342866,0.9571539,0.5705959,2.5646477,0.39801222,0.24933222,0.8379139,0.61434627,0.74737203,0.43258858,1.5018128,1.6113977,0.71798456,1.1527576,1.3540604,1.2383578,0.88158715,0.7656392,0.5734049,0.489809,0.5913787,0.48713103,0.44924194,0.89194834,1.6488018,0.9253618,0.7281399,1.1146269,0.590185,1.3119423,0.29119346,0.93953043,0.601455,1.8866062,1.1626983,0.573679,0.52783036,0.5008518,1.3321781,1.586363,0.8200106,1.7191325,0.8576277,1.0241584,1.5775192,0.67620385,0.5993199
1002602,0.21191752,0.665189,1.3735864,0.8748638,0.31462538,1.4357864,0.7510274,1.4244478,1.3849881,0.33003008,1.1422079,1.730936,0.22038624,1.8903059,0.35039982,0.43256235,0.3380491,1.7269243,0.97631264,0.46994132,2.342204,0.33711183,0.34537798,0.7426738,0.5770439,0.90862525,0.31910455,1.3686888,1.4845029,0.6424557,1.216126,1.3492622,1.3355176,0.86853606,0.63880575,0.60347277,0.46681476,0.53598356,0.5371215,0.38425428,0.92930526,1.5387827,0.8294407,0.7904754,1.0660467,0.567931,1.3679148,0.2838905,0.83804697,0.5773751,1.7152736,1.106257,0.72137773,0.62986106,0.4638815,1.2699685,1.4158639,0.716506,1.504999,0.9110335,1.0676341,1.4462017,0.7128812,0.5432161
1002700,0.21517575,0.7245926,1.1796577,0.6876509,0.33548006,1.2552454,0.71831846,1.2621069,1.4147217,0.28568953,1.1781629,1.7237061,0.23571137,1.6309906,0.3092224,0.45516446,0.35618484,1.5404646,1.0495676,0.49642676,2.1425605,0.42498228,0.25631768,0.79785275,0.52303135,1.0613377,0.43772805,1.1978348,1.5758535,0.5840418,1.1979928,1.0703744,1.3380291,0.95079464,0.8596498,0.5687046,0.5272061,0.57463,0.47210252,0.431024,0.8055482,1.3175377,0.8206234,0.8151725,1.2032399,0.52987134,1.3442193,0.28665617,0.8933981,0.45037562,1.8859185,1.1530155,0.66109616,0.64691436,0.4265977,1.0271693,1.1945096,0.73715115,1.2850595,0.9518121,1.1480551,1.4497646,0.7264633,0.56860054
1002800,0.2467283,0.68191653,1.466552,0.8792639,0.2674316,1.496681,0.6122484,1.4593866,1.2849607,0.3016692,1.0114691,1.4813268,0.22225349,1.8259859,0.32283264,0.3728512,0.37864214,1.788913,0.9497458,0.49993426,2.2699385,0.39176917,0.22512823,0.78253376,0.5535732,0.6588695,0.3812356,1.4244051,1.3666593,0.6674502,1.1142521,1.2239391,1.2344081,0.768322,0.7099218,0.4452765,0.39554936,0.5516529,0.47410482,0.3749196,0.8752152,1.5481887,0.7662873,0.7903328,0.930475,0.5868951,1.2373106,0.28738552,0.8369397,0.53012353,1.6301979,1.0033402,0.48344654,0.4843208,0.42312378,1.2323499,1.4570802,0.68026966,1.5980192,0.9273671,1.0862237,1.2950572,0.6502853,0.60625494
1002901,0.2399103,0.7713936,1.3732067,0.84974205,0.3770797,1.4386419,0.62669295,1.3776028,1.510257,0.3974169,1.1885314,1.6585333,0.22156888,1.8178041,0.27724832,0.4166696,0.37124896,1.732842,1.0137899,0.50216967,2.3852437,0.33119857,0.27051497,0.8320571,0.5987396,0.9026178,0.28229538,1.3794837,1.5726533,0.6169585,1.2639455,1.2432669,1.3965927,0.91150856,0.7513808,0.5415555,0.55840254,0.6172321,0.49857432,0.37858737,0.8803942,1.5141119,0.8492565,0.85928,1.1534275,0.51616216,1.1982834,0.30639377,0.7901418,0.5073627,1.8161513,1.166074,0.6659659,0.7252376,0.42672747,1.1976788,1.4168829,0.7706359,1.5009642,1.011731,1.2182038,1.4811324,0.63874054,0.6435907
1002902,0.20703548,0.6405669,1.3243572,0.8231949,0.3591075,1.3756202,0.57372165,1.3593764,1.3583224,0.2884628,1.1461641,1.5034411,0.24446425,1.7441128,0.31271037,0.42872,0.3472617,1.680856,0.87800467,0.47954255,2.2682204,0.38177553,0.3212455,0.8198942,0.5748328,0.9830588,0.34604466,1.2987262,1.4968235,0.6288388,1.1060896,1.2159345,1.2253954,0.9147513,0.8158285,0.5441771,0.48895633,0.6070522,0.493488,0.36895666,0.8625026,1.4387659,0.859681,0.72603345,1.1565084,0.55254567,1.1130525,0.3051838,0.7975067,0.5577244,1.7882161,1.1024879,0.64346755,0.60411304,0.4928375,1.1405168,1.3351376,0.754375,1.4489865,0.85668623,1.0217812,1.4682448,0.60352796,0.6697839
1003001,0.21812375,0.6657077,1.2351199,0.8482683,0.34257102,1.2956221,0.68685764,1.2966727,1.2581931,0.33844268,1.0570377,1.5676546,0.23379125,1.7503752,0.2763641,0.43991926,0.3167277,1.5859464,1.0124798,0.5049926,2.0701575,0.3713181,0.27382573,0.80062354,0.52925646,0.8152686,0.37501574,1.2631321,1.3739631,0.63179666,1.1530738,1.1452202,1.2310576,0.793623,0.7252021,0.56988746,0.5249157,0.60916185,0.45475215,0.39656284,0.96592283,1.3973103,0.745319,0.7445142,0.9685883,0.54131556,1.3008163,0.30656928,0.8042715,0.49975842,1.6371491,0.9938298,0.6423656,0.6477083,0.4542076,1.0987041,1.2772505,0.67902637,1.3644881,0.8571502,1.0216646,1.2910737,0.67026526,0.606701
1003002,0.20889063,0.6442823,1.3124266,0.7408687,0.282525,1.3878207,0.7537889,1.3667729,1.2481409,0.36732224,1.0394781,1.5866942,0.24024406,1.7873352,0.28108174,0.5078142,0.31606728,1.6386373,1.0200517,0.52010465,2.0955684,0.39416516,0.28808537,0.894436,0.5497968,0.8270211,0.40318072,1.3021461,1.3206908,0.62411463,1.1551844,1.1376303,1.2012947,0.8008704,0.76188207,0.5394252,0.5006008,0.65426666,0.4660149,0.37219787,0.8960924,1.4043406,0.76921934,0.7652296,0.9789709,0.6063618,1.3495002,0.3493525,0.80032164,0.54643255,1.6476474,1.0033596,0.6343016,0.60959923,0.47565234,1.0938239,1.3261013,0.63842463,1.3981318,0.8565972,1.0739148,1.2719423,0.7170434,0.71377516
1003100,0.21332237,0.5395929,1.4993654,0.6857457,0.37419307,1.5413113,0.68795794,1.5051368,1.164165,0.24838743,1.0480214,1.630998,0.23939544,1.9901764,0.27623677,0.34472853,0.30562735,1.8664892,1.0067248,0.5196259,2.3608546,0.35959342,0.25446674,0.8361653,0.56519413,0.47766796,0.37090987,1.4750546,1.3994708,0.6102373,0.9922081,1.3038719,1.013199,0.66289526,0.5765189,0.5755017,0.4640246,0.5883337,0.46301377,0.3677941,0.8818002,1.6222305,0.76443696,0.61844313,0.78383493,0.5691023,1.330709,0.27758586,0.78509057,0.5156323,1.6617123,1.0341212,0.6371308,0.6834808,0.4540264,1.2958201,1.5267087,0.6886345,1.6749153,0.71912724,0.84105134,1.3526541,0.70687413,0.59315276
1003200,0.17013302,0.59787184,1.4144862,0.81313586,0.3715186,1.4231042,0.6820586,1.424463,1.2272305,0.34682456,1.093232,1.615354,0.21655889,1.86925,0.33328772,0.4713977,0.3463876,1.7897327,1.0604819,0.5483813,2.277031,0.34158963,0.2797004,0.86087394,0.593081,0.84956414,0.35064375,1.4338754,1.4273974,0.5909971,1.0454551,1.3053278,1.1475189,0.8054173,0.7114959,0.54599077,0.57007194,0.65332866,0.5141329,0.38795993,0.91020536,1.5830307,0.787864,0.64767396,1.033977,0.55625033,1.2732347,0.304934,0.78079915,0.5283779,1.68049,1.0669825,0.6657306,0.64384365,0.4900999,1.2608902,1.4095067,0.71615225,1.5235162,0.7930916,0.92706406,1.3676121,0.6808191,0.60729486
1003300,0.19855398,0.62512434,1.4007062,0.81785995,0.33846754,1.4300624,0.6988966,1.4187751,1.2968917,0.26847133,1.0912738,1.6765795,0.23072751,1.9010324,0.29479784,0.41431892,0.3291465,1.7767644,1.0558252,0.47708943,2.304688,0.36209264,0.22760954,0.83894765,0.5464331,0.78088033,0.33679897,1.3975542,1.4461995,0.64525557,1.1038808,1.2629788,1.1666168,0.83780915,0.7063966,0.56419486,0.462045,0.60900426,0.48178315,0.3899228,0.96158755,1.5472155,0.7807785,0.6877793,1.0184072,0.54299843,1.3253727,0.27223378,0.7931732,0.51024276,1.7073407,1.0722551,0.63137364,0.62769055,0.46120483,1.2244672,1.4099774,0.69097185,1.5248338,0.8225879,0.97698355,1.3961049,0.7086612,0.6167987
1003400,0.19222587,0.6508986,1.3212705,0.6978016,0.32405892,1.3307168,0.6985371,1.3187678,1.2725077,0.2548171,1.0558963,1.6289421,0.20578426,1.7767253,0.22421113,0.39116,0.2723512,1.6609933,1.0159745,0.44069737,2.1762495,0.33455488,0.21589784,0.8017515,0.5440492,0.8485106,0.29426104,1.2903113,1.3775356,0.5695353,1.1206115,1.1389087,1.1709359,0.83432263,0.69064164,0.5887147,0.437463,0.592643,0.45669913,0.3260166,0.85639286,1.4105675,0.75513214,0.744737,1.0438144,0.524505,1.3043922,0.30358982,0.6992925,0.529678,1.6081848,1.0297426,0.6371244,0.66247797,0.4772459,1.1160505,1.3424203,0.6430466,1.4251552,0.8182103,1.0012928,1.3300877,0.6819453,0.60734874
