eID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,TRACTCE,GEOID,cell,geometry
645,2.9892118,-9.034928,-1.0888258,4.3183117,4.5981565,2.170038,5.3482413,-3.275322,0.53132147,4.1656866,5.2706285,4.180024,3.14937,2.2034335,-3.8102043,6.2239003,1.2002215,-2.39898,0.5163106,-6.7887483,-1.4033521,7.972767,3.411621,1.682816,-0.17068435,-0.67799366,-5.201465,4.654428,4.3826227,1.6273793,4.606252,-2.518055,1.6950872,-1.5170947,1.7369983,3.4464808,2.4320748,-4.0895104,-1.9467046,-2.170031,-4.8035126,3.483594,0.58365643,4.608033,-2.427779,-0.7649085,6.27171,2.8812323,2.3218505,2.5156736,7.89206,-6.4883223,-2.2175763,-0.8841702,-0.76221263,-0.15824243,-2.8314118,-1.3194789,-1.4993541,6.921947,1.6910322,6.0529613,6.5713444,2.373852,430400,17031430400,613164979316588543,"POLYGON ((-87.58148371396562 41.76181412919314, -87.58751031735531 41.76001508661763, -87.58816151032865 41.755370377485164, -87.58278724820308 41.75252476977458, -87.57676136704355 41.75432335785975, -87.57610902581223 41.75896800809352, -87.58148371396562 41.76181412919314))"
652,4.960112,-17.70906,-2.5203357,8.289231,8.358074,4.123502,9.768947,-5.9625583,1.2570095,8.607675,9.8700905,7.7380257,5.884879,5.0169234,-7.5430665,11.89856,2.9965398,-4.7829723,-0.0097467005,-13.406595,-1.7890863,14.8880205,6.592233,3.915738,0.15372217,-1.029785,-10.688971,9.378496,9.116907,2.5080755,9.148514,-5.3519235,2.9711556,-3.1727006,3.8605554,7.0291915,3.8148813,-7.4515376,-4.034705,-3.6527424,-8.587388,6.404773,1.778993,8.507959,-4.5235176,-0.303007,11.751499,5.267556,3.7621353,5.601936,14.699712,-13.073785,-4.105687,-2.0816422,-1.2394239,0.28207606,-5.1630177,-3.388846,-3.3305168,13.504763,3.3356073,11.742923,13.150058,4.3642435,430800,17031430800,613164979813613567,"POLYGON ((-87.5748039471113 41.76825810109412, -87.58083174890903 41.76645920518823, -87.58148371396562 41.76181412919314, -87.57610902581223 41.75896800809352, -87.57008194667019 41.760766449546125, -87.56942883305872 41.765411466499295, -87.5748039471113 41.76825810109412))"
662,30.12135,-119.86143,-16.675722,53.40024,51.967327,28.079576,58.75919,-36.688953,12.755668,60.733887,61.895172,47.47764,36.650566,26.939695,-46.809845,75.60444,21.108053,-31.106312,1.8897871,-84.67222,-9.835516,97.96928,41.809074,30.365423,-4.9517717,-10.370283,-70.65313,55.87942,56.54623,14.597876,54.501854,-37.55072,20.67416,-21.447342,23.478329,45.582565,30.891495,-48.62045,-24.295397,-23.336512,-53.694,43.72023,13.965121,48.086605,-30.640312,-2.1115656,76.747604,28.386288,23.534315,38.9702,97.2314,-81.49654,-28.50961,-13.01568,-7.431064,-2.865208,-35.598312,-26.602638,-25.914368,87.84997,24.358723,77.953804,85.71952,34.002888,610300,17031610300,613164979958317055,"POLYGON ((-87.66024151831678 41.8184263136347, -87.66627126163053 41.81662167854152, -87.66691520804413 41.81197376255555, -87.66153056251629 41.809130538761366, -87.65550154055036 41.81093471794993, -87.65485644279678 41.81558257678484, -87.66024151831678 41.8184263136347))"
663,3.4113622,-13.178404,-1.8056735,5.7612176,5.615557,3.2015047,6.718267,-4.29082,1.4295089,6.5658517,6.988555,5.328578,4.0426555,3.1485107,-5.3182635,8.5651245,2.1887493,-3.637375,0.29441535,-9.460008,-1.1235008,11.016165,5.022151,3.374759,-0.48027563,-1.1952221,-7.844917,6.1724224,6.1730647,1.5908403,6.2394943,-4.128729,2.4099252,-2.3065994,2.4796565,4.998091,3.4619477,-5.6044774,-2.5272315,-2.528817,-6.4596257,4.8348107,1.5221691,5.512207,-3.4706073,-0.34657583,8.51112,3.532527,2.6097791,4.2000966,10.991704,-9.354064,-3.3062994,-1.6488692,-0.8598788,-0.2722427,-4.0744658,-2.9027882,-2.664611,9.774091,2.6058724,8.4398365,9.455734,3.6356256,610300,17031610300,613164979962511359,"POLYGON ((-87.67165700824542 41.81946487070313, -87.67768627087182 41.817659633869184, -87.67832906585583 41.81301166098244, -87.6729437496753 41.81016898177796, -87.66691520804413 41.81197376255555, -87.66627126163053 41.81662167854152, -87.67165700824542 41.81946487070313))"
667,1.108304,-4.4102154,-0.58110976,1.9541975,2.024878,0.96832,2.4276857,-1.3267664,0.39410198,2.0588806,2.4222128,1.8521334,1.4396137,1.1316667,-1.8818301,2.7403085,0.58505774,-1.1063974,-0.098053426,-3.1552835,-0.399315,3.3054752,1.6061172,0.87005264,0.24505278,-0.09413366,-2.4659667,2.3714325,2.3792214,0.5146557,2.1125152,-1.2221668,0.4124727,-0.810258,1.1209145,1.691772,0.7193707,-1.6750194,-0.91902,-0.5335178,-2.017396,1.5807997,0.54679,1.971166,-0.9457023,-0.048195116,2.7035685,1.2387944,0.6683523,1.5090758,3.1743035,-3.46068,-0.95595485,-0.71623176,-0.354901,0.22934285,-1.1190462,-0.9060074,-0.76769835,3.0016518,0.75049347,2.7093277,3.3018155,1.0409222,681000,17031681000,613164979138330623,"POLYGON ((-87.64322840742489 41.77452412129374, -87.64925334518728 41.77272161906947, -87.64989841700525 41.768076194067234, -87.64451970019225 41.765233328780354, -87.63849548298165 41.767035375639544, -87.6378492620646 41.77168074309832, -87.64322840742489 41.77452412129374))"
674,0.42369145,-2.4522712,-0.32938057,0.7970368,0.8540215,0.66219896,1.170835,-0.8384066,0.25222868,1.2255514,1.3436219,0.9552278,0.73694724,0.7858026,-1.0230566,1.5340524,0.44976565,-0.82999915,0.039114058,-1.6831468,0.03959994,1.8336279,1.1425602,0.7454401,0.1660901,-0.16129261,-1.4838306,1.3196023,1.2489742,-0.007522553,1.18693,-0.8418025,0.37840134,-0.4096092,0.5627544,1.1400939,0.37533823,-1.0160642,-0.44071195,-0.25770772,-1.2404567,0.7290772,0.4006617,0.9919434,-0.5986811,0.026247397,1.5139174,0.6861432,0.21549901,0.9459868,1.7666,-2.051406,-0.67361027,-0.47308397,-0.28773957,0.11435254,-0.7985577,-0.70810544,-0.481667,1.7038541,0.26327747,1.2622533,1.6456971,0.484102,680500,17031680500,613164979148816383,"POLYGON ((-87.65269869010855 41.789502796358065, -87.65872506919669 41.78769938305809, -87.65936938317843 41.78305310821916, -87.65398846797963 41.78021030395729, -87.64796280959133 41.78201326166182, -87.64731734573432 41.78665947917126, -87.65269869010855 41.789502796358065))"
681,0.9575694,-3.0152817,-0.30686408,1.3650768,1.4948208,0.83400315,1.8092929,-1.1263158,0.13290408,1.4291117,1.7629472,1.331958,1.1368814,0.7521358,-1.258919,2.0104046,0.35036582,-0.86916536,0.29794127,-2.1969392,-0.42939857,2.655567,1.1086304,0.5842178,-0.04551881,-0.2588806,-1.6754273,1.5426757,1.4864461,0.39996335,1.4214257,-0.80115205,0.6082202,-0.55638254,0.5742278,1.2600676,0.76371115,-1.3876914,-0.6334815,-0.690967,-1.7042029,1.1347762,0.1919527,1.5601771,-0.70550525,-0.30948365,2.098523,0.95271033,0.80944926,0.8709487,2.5158408,-2.2161307,-0.73790866,-0.25119174,-0.3336661,-0.10899523,-1.0148234,-0.47622004,-0.54706657,2.1955142,0.48116326,1.9223139,2.0615783,0.7097758,720100,17031720100,613164979507429375,"POLYGON ((-87.66042952854785 41.73376369769255, -87.66644823329167 41.73196152714007, -87.66709098399119 41.72731842464715, -87.6617161771121 41.72447754984088, -87.65569819107365 41.726279265113234, -87.65505429324108 41.73092231041968, -87.66042952854785 41.73376369769255))"
682,0.09842152,-0.08477609,0.07221905,-0.19644359,0.048939787,0.12247154,0.1059517,-0.22908491,-0.09678683,0.03685811,0.23624882,0.12598717,0.102949634,0.11552286,-0.046826273,0.08262859,-0.015334606,-0.13831979,0.18997486,0.06643203,0.044328623,0.13287474,0.13616195,0.050589524,0.06527879,-0.02734992,0.026679534,0.21013206,0.11794773,-0.1664857,0.08291032,-0.08055425,0.045386232,0.08986768,-0.11506168,0.28351745,-0.06779964,-0.17016363,-0.042929184,-0.13153163,-0.31860948,-0.10516499,-0.048255183,0.103781715,-0.08588457,-0.13094987,0.236444,0.124803275,0.009535432,0.03952142,0.005700588,-0.15765399,-0.19542053,-0.0010965839,-0.14532131,0.034121905,-0.18513659,-0.028751282,0.037391916,0.061080746,-0.21302624,-0.17269315,-0.119054645,-0.07718873,720100,17031720100,613164979509526527,"POLYGON ((-87.67655876655954 41.7422867146046, -87.68257771079375 41.74048348903096, -87.6832189352134 41.73583990433943, -87.67784236303989 41.73299960199934, -87.67182413723368 41.73480237202653, -87.67118176520506 41.73944589988795, -87.67655876655954 41.7422867146046))"
686,1.284018,-3.0974889,-0.29041314,1.4714371,1.687938,0.8930921,2.0940816,-1.3967621,0.090792894,1.4393679,1.9915878,1.6013393,1.2061483,0.8440161,-1.358266,2.3102996,0.35945892,-0.9720104,0.48128808,-2.483639,-0.6436081,3.1641822,1.2962923,0.5932753,-0.20415288,-0.35402745,-1.8322484,1.5864472,1.4461274,0.6077377,1.6688839,-0.8082805,0.87937903,-0.53608286,0.40859133,1.297894,1.013701,-1.7226605,-0.6624395,-1.0171691,-2.1280227,1.2645975,0.040329367,1.8803053,-0.95770377,-0.5431885,2.443249,1.2289555,1.0637958,0.75288934,3.1607027,-2.29405,-0.8415369,-0.12324619,-0.33656576,-0.23549844,-1.2141616,-0.3516526,-0.50473297,2.56898,0.5196402,2.102037,2.085283,0.7245186,720100,17031720100,613164979568246783,"POLYGON ((-87.67848396651723 41.72835644256933, -87.68450099488908 41.726553528739416, -87.68514183022351 41.72191073791115, -87.6797667841425 41.71907091765517, -87.67375047370149 41.720873376017714, -87.67310849144263 41.7255161100513, -87.67848396651723 41.72835644256933))"
688,1.0094292,-4.1830244,-0.6741251,1.8166301,1.8709508,0.88616014,2.312633,-1.3989495,0.32471943,2.1244195,2.395344,1.9261323,1.3555995,1.4688996,-1.9922802,2.9234998,0.8243743,-1.2313299,-0.34506702,-3.3925428,-0.14000571,3.349046,1.8404682,1.0234431,0.39701334,0.0028823242,-2.7714972,2.6967483,2.4747343,0.39941233,2.550082,-1.4302876,0.55869347,-0.745464,1.1151174,1.7492317,0.5081359,-1.6485777,-0.94047797,-0.50974214,-2.0285559,1.3672171,0.6645785,2.071915,-1.1092265,0.1890882,2.745257,1.3886472,0.59211785,1.6073072,3.3379607,-3.6065447,-0.9645326,-0.82346326,-0.28379065,0.48291743,-1.2171006,-0.97096664,-0.7046598,3.2528095,0.62511957,2.6487055,3.2455387,0.77724737,720200,17031720200,613164979557761023,"POLYGON ((-87.6690184561408 41.71339070506933, -87.67503404872414 41.71158870205906, -87.67567564156639 41.706946762214116, -87.67030278800902 41.70410688233561, -87.66428791321013 41.70590843010864, -87.66364517421619 41.7105503129451, -87.6690184561408 41.71339070506933))"
689,4.992741,-18.713688,-2.5370069,8.4022455,8.3360815,4.494763,9.600082,-5.9971766,1.8073877,9.457486,9.951304,7.628746,5.923078,4.3993263,-7.441306,12.043388,3.1542344,-4.9954247,0.47415334,-13.438093,-1.7114775,15.646916,6.6811504,4.6357374,-0.69107604,-1.5906976,-11.050023,8.960662,8.984921,2.3737917,8.763665,-5.8150873,3.3491356,-3.3429785,3.613437,7.260638,4.80391,-7.880555,-3.8777888,-3.8417792,-8.853023,6.82198,2.005921,7.947991,-4.795736,-0.5661857,12.262697,4.80109,3.9253683,5.977863,15.496192,-12.954386,-4.4965057,-1.9355898,-1.2573743,-0.45816827,-5.7174683,-3.962241,-3.9266899,13.885385,3.6690044,12.248064,13.360921,5.1170588,720200,17031720200,613164979564052479,"POLYGON ((-87.66709098399119 41.72731842464715, -87.67310849144263 41.7255161100513, -87.67375047370149 41.720873376017714, -87.66837609537647 41.71803301357169, -87.66235930620645 41.7198348728513, -87.6617161771121 41.72447754984088, -87.66709098399119 41.72731842464715))"
690,1.225488,-2.0060492,-0.008791864,1.2472275,1.578063,0.5570253,1.7830772,-0.96188456,-0.16764991,0.6187163,1.4694092,1.1921129,1.0147412,0.17541662,-0.8705887,1.5328841,-0.17916583,-0.4585961,0.6243452,-1.575827,-0.95115674,2.1379547,0.6386332,-0.16836879,-0.16235936,-0.22453853,-0.78802586,0.99977815,0.855462,0.81012464,0.9564551,-0.16744876,0.4871077,-0.32672837,0.30547678,0.6406734,0.8824878,-1.1664224,-0.4349487,-0.7890911,-1.4702258,1.0589881,-0.2700158,1.5779563,-0.5144016,-0.82467926,1.6448376,0.9522533,1.0775611,0.12506187,2.0175009,-1.3292204,-0.47736415,0.07504961,-0.3681885,-0.31230354,-0.7123388,0.31083718,-0.08906978,1.4800823,0.35274985,1.484386,1.3785955,0.5364394,720200,17031720200,613164979566149631,"POLYGON ((-87.66235930620645 41.7198348728513, -87.66837609537647 41.71803301357169, -87.6690184561408 41.71339070506933, -87.66364517421619 41.7105503129451, -87.65762910325417 41.71235171702356, -87.65698559604087 41.71699396837507, -87.66235930620645 41.7198348728513))"
697,1.0327857,-2.4392304,-0.237744,1.1005653,1.4076478,0.6838229,1.7485971,-1.1712644,-0.030590236,1.1112447,1.7082603,1.3658309,0.99618787,0.82572645,-1.1553814,1.9372214,0.29975045,-0.77411896,0.3353601,-2.0251698,-0.4568455,2.4670014,1.1250528,0.39963686,0.039864376,-0.17379797,-1.4926469,1.5588118,1.3117377,0.4571547,1.532752,-0.7167968,0.6111187,-0.34895003,0.38475826,1.1460341,0.6439121,-1.3495494,-0.6069648,-0.79049075,-1.7161573,0.88088495,0.023578793,1.6238892,-0.7790675,-0.39220974,2.0095687,1.0722513,0.80993533,0.6266121,2.4281416,-1.954448,-0.7068314,-0.16702278,-0.33697525,-0.008724004,-0.9807449,-0.22737554,-0.30189294,2.1009822,0.29435825,1.6410968,1.6892617,0.45666343,720400,17031720400,613164979561955327,"POLYGON ((-87.68040799836882 41.71442855225119, -87.68642311208139 41.71262595039854, -87.68706355868314 41.707983953794276, -87.68169003784479 41.705144615749695, -87.67567564156639 41.706946762214116, -87.67503404872414 41.71158870205906, -87.68040799836882 41.71442855225119))"
698,0.3439521,-0.6906713,-0.0004165899,0.3114034,0.31825477,0.19239247,0.51378614,-0.24814738,0.22315177,0.33968985,0.3074316,0.28559476,0.32296017,-0.0046025813,-0.32262045,0.34028333,-0.11912717,-0.110422835,0.103787735,-0.48490146,-0.28947273,0.6804549,0.25936845,0.17572969,-0.16260268,-0.04481765,-0.24008709,0.17487606,0.32853326,0.11625635,0.12737039,-0.098613076,0.13105397,-0.26496184,0.036309116,0.120034754,0.24690948,-0.31196052,0.003893286,-0.019428337,-0.6359571,0.4080755,0.093488336,0.25026935,-0.1351213,-0.14005995,0.3196025,0.3681839,0.17060839,0.15368298,0.6246589,-0.6157209,-0.1154143,-0.11132959,-0.050038975,-0.18135896,-0.18441312,-0.12207554,-0.12678216,0.42169756,0.15175624,0.42198074,0.49046552,0.16389517,720500,17031720500,613164947764936703,"POLYGON ((-87.69845166366534 41.70902000477899, -87.70446510142735 41.70721666120034, -87.70510363478098 41.70257497719788, -87.69972987643575 41.69973669308971, -87.69371715533418 41.70153958109342, -87.69307747594921 41.70618120872794, -87.69845166366534 41.70902000477899))"
699,1.8701961,-6.1717057,-0.77573025,2.93383,2.9526992,1.4400804,3.4728954,-2.0341296,0.59229565,2.9273157,3.3908515,2.6181533,2.105219,1.377593,-2.5644617,3.988674,0.7792028,-1.5736554,0.16079932,-4.4931526,-0.8135874,5.2082815,2.1663842,1.2711661,-0.17871776,-0.4335247,-3.4091878,2.9510903,3.0378697,0.94661677,2.881007,-1.7055607,0.96387005,-1.1735804,1.2518486,2.266191,1.5354913,-2.5951173,-1.2443601,-1.1814952,-3.1252553,2.4390764,0.60911113,2.8554094,-1.5003772,-0.33846557,3.9822404,1.8683121,1.4306895,1.8187704,5.073635,-4.402558,-1.4419492,-0.72333354,-0.43960077,-0.12694839,-1.7560625,-1.0863806,-1.1408465,4.4814453,1.2354748,4.0603704,4.5700436,1.6416283,720500,17031720500,613164947779616767,"POLYGON ((-87.68233086317277 41.700503044732244, -87.68834406342798 41.698700755090016, -87.68898412164924 41.69405955307001, -87.68361212520435 41.69122069736392, -87.67759964188713 41.693022531697075, -87.6769584381087 41.697663676993116, -87.68233086317277 41.700503044732244))"
714,3.259389,-11.200914,-1.5015026,5.157177,5.236732,2.6549718,6.2102365,-3.888203,0.9196468,5.354921,6.2998366,4.8724337,3.6848707,2.9289548,-4.7034626,7.5167394,1.7606894,-3.0410583,0.2387011,-8.320481,-1.2354652,9.582028,4.286135,2.4502456,-0.13987516,-0.7887097,-6.6300507,5.6747503,5.4914937,1.6297641,5.6734605,-3.336437,1.9494984,-1.9306381,2.2450023,4.361948,2.7269173,-4.8649116,-2.390761,-2.364752,-5.6809297,4.178647,1.0444734,5.3003654,-2.9768608,-0.45757252,7.4728494,3.3734527,2.4536264,3.4216444,9.453599,-8.156334,-2.7687619,-1.3577082,-0.82993275,-0.012629867,-3.3731666,-2.1131773,-2.0401504,8.492924,2.1321843,7.3352885,8.223802,2.9306777,40600,17031040600,613164982508453887,"POLYGON ((-87.67995234191875 41.96860997536032, -87.68600065354319 41.9667999766785, -87.68664467514985 41.962143568962794, -87.68124154408072 41.959297216524874, -87.67519395784045 41.961106757943845, -87.67454877731764 41.96576310901089, -87.67995234191875 41.96860997536032))"
732,0.67829627,-2.1388311,-0.3201208,0.68738985,0.971666,0.70934355,1.3565221,-1.2631009,-0.16276427,1.2637273,1.6169374,1.2282908,0.7879964,1.2173643,-1.0628667,1.9208308,0.65771705,-1.0925517,0.2848053,-1.9227889,0.041541502,2.345373,1.3751528,0.7649497,0.12860417,-0.2629302,-1.7783101,1.6758832,1.1828932,0.019338757,1.7440717,-0.9916711,0.8845186,-0.18021521,0.2564206,1.4464314,0.39160684,-1.410182,-0.5615975,-0.8723359,-1.6909328,0.43072087,0.09543097,1.4594629,-0.8972771,-0.16824192,2.0828714,0.94112164,0.58560157,0.77336794,2.3617203,-1.9217119,-0.82149327,-0.18382607,-0.3192788,0.16046001,-1.231929,-0.50645435,-0.32972026,2.1647892,0.044647485,1.3106263,1.2462955,0.23441443,431200,17031431200,613164979312394239,"POLYGON ((-87.57008194667019 41.760766449546125, -87.57610902581223 41.75896800809352, -87.57676136704355 41.75432335785975, -87.5713877773322 41.75147720817457, -87.56536142077023 41.75327519528904, -87.5647079313724 41.75791978637451, -87.57008194667019 41.760766449546125))"
745,1.5829316,-4.3151255,-0.44973776,2.1051664,2.2244854,1.1299113,2.7003207,-1.7016104,0.26127374,1.9197677,2.5356855,1.9848591,1.6057229,0.98355865,-1.7982595,2.9285395,0.39576083,-1.1662583,0.4339738,-3.1837072,-0.84518147,3.9650989,1.5722774,0.7701082,-0.23469788,-0.419447,-2.307118,2.005816,2.0283575,0.82638764,1.990541,-1.0533401,0.8626332,-0.7768741,0.70446396,1.6340307,1.2837,-2.080617,-0.90700006,-1.1435571,-2.5468395,1.790596,0.200165,2.2795768,-1.1439598,-0.51957947,2.9687054,1.5241766,1.2642318,1.0489082,3.8695292,-3.0412805,-1.086009,-0.32098818,-0.4297058,-0.28603455,-1.3431981,-0.5443543,-0.7161925,3.2858598,0.8182287,2.8445115,3.068277,1.1445609,810301,17031810301,613164982344876031,"POLYGON ((-87.69513925072307 42.02658141339766, -87.70119434159572 42.02476896630025, -87.70183761391817 42.020109296945286, -87.69642695728236 42.01726213092258, -87.69037259310163 42.01907412013778, -87.6897281588973 42.023733733205106, -87.69513925072307 42.02658141339766))"
750,2.4315543,-9.037099,-1.25205,3.914828,3.9758484,2.2770114,4.843992,-3.2826862,0.6558838,4.52489,5.0538106,3.9511173,2.8971431,2.7560956,-3.8338974,6.1698284,1.663288,-2.6754034,0.19862054,-6.826661,-0.68463826,7.8018627,3.6803558,2.3400414,-0.027173426,-0.7014137,-5.663015,4.748961,4.5150785,1.0325242,4.751931,-2.9111521,1.8197478,-1.5810133,1.749578,3.798674,2.0959516,-4.0452275,-1.9555516,-1.9451206,-4.7173676,3.1419206,0.9708509,4.282433,-2.4898205,-0.12745503,6.1485815,2.7186518,1.8380247,2.934771,7.8037934,-6.793033,-2.3413458,-1.0814352,-0.7197312,0.07730113,-2.940237,-1.9419272,-1.7673973,7.0403132,1.5869856,5.7307887,6.423519,2.1644895,610800,17031610800,613164979924762623,"POLYGON ((-87.6307321859128 41.8227972132925, -87.63676409079375 41.82099392839581, -87.6374111120703 41.816345760012176, -87.63202737995718 41.81350093426754, -87.62599619755521 41.81530376360006, -87.6253480248199 41.819951874188966, -87.6307321859128 41.8227972132925))"
753,0.575634,-2.5845263,-0.3833905,0.72636575,0.85903615,0.79570115,1.3165288,-1.2773566,0.124642,1.409859,1.6256073,1.2415472,0.7432834,1.2368481,-1.2369953,2.0172741,0.77106297,-1.1301715,0.11389757,-2.0689404,0.13464987,2.4313009,1.6209506,0.96893287,0.13412298,-0.2704756,-2.0145216,1.6732652,1.2987779,-0.053294986,1.7888036,-1.1153531,0.82179284,-0.2716983,0.35954958,1.4482841,0.50451386,-1.4018811,-0.5021601,-0.6571512,-1.7682128,0.65340644,0.34504786,1.3375562,-1.0246227,0.033945166,2.027069,0.9650387,0.34464985,1.0259365,2.4952805,-2.3316903,-0.9709775,-0.5103515,-0.2898411,0.20462675,-1.220733,-0.79658085,-0.45371038,2.2983997,0.17693624,1.3448366,1.6438692,0.43577197,611300,17031611300,613164979463389183,"POLYGON ((-87.66217488870669 41.80448304719118, -87.66820270941633 41.80267872235467, -87.6688462644539 41.79803159822063, -87.66346314946627 41.79518885598593, -87.6574360496043 41.79699272499656, -87.65679134391456 41.801639792015344, -87.66217488870669 41.80448304719118))"
759,0.8715205,-3.5581532,-0.4938882,1.4810632,1.4026165,0.8369495,1.7983081,-1.1216562,0.5594796,1.8195463,1.8162152,1.3981959,1.0712093,0.78843945,-1.4752529,2.1987057,0.5083864,-0.9580057,-0.014698669,-2.5111825,-0.27325788,2.900413,1.403859,1.0017922,-0.14189109,-0.2560357,-2.0932317,1.6707045,1.7584367,0.3396148,1.6029028,-1.145446,0.57251847,-0.6911613,0.6516491,1.3234909,0.8581754,-1.4581846,-0.5715788,-0.4571848,-1.8346167,1.3157543,0.5423825,1.3318067,-0.9467411,-0.030403912,2.1518142,1.0095555,0.544477,1.2297071,2.880249,-2.7427526,-0.88998294,-0.5950217,-0.20550293,-0.050072774,-1.0847539,-0.92975235,-0.7452458,2.535958,0.663546,2.1810045,2.588246,0.9401367,611500,17031611500,613164979440320511,"POLYGON ((-87.68499915067629 41.806558673369594, -87.69102600993578 41.804753145927926, -87.69166726340087 41.80010590831375, -87.68628280846943 41.79726425470382, -87.68025666935289 41.799069326016486, -87.67961426505695 41.80371650701566, -87.68499915067629 41.806558673369594))"
767,3.0543642,-12.109302,-1.7896618,5.2275023,5.272009,2.933907,6.3233747,-4.169891,0.9096131,6.1618423,6.74989,5.1471486,3.8403325,3.7556129,-5.1126304,8.17494,2.3836422,-3.5937426,-0.0030758362,-9.078014,-0.6337817,10.135214,4.8223724,3.1563115,0.17319018,-0.77303386,-7.615533,6.5088825,6.1900387,1.2224907,6.4242797,-4.0136137,2.1387694,-2.0573988,2.5482318,5.1286354,2.4691753,-5.208403,-2.721243,-2.4175377,-5.9447603,4.074907,1.4091555,5.5817423,-3.1970012,-0.00784567,8.185329,3.405585,2.2633736,4.1387753,10.042301,-9.058647,-3.0350714,-1.5443498,-0.8790991,0.331653,-3.764417,-2.7473748,-2.3895068,9.300937,2.0925305,7.731992,8.730446,2.8988879,681200,17031681200,613164979146719231,"POLYGON ((-87.63655642758428 41.780972270567794, -87.64258256489953 41.77916991384547, -87.64322840742489 41.77452412129374, -87.6378492620646 41.77168074309832, -87.6318238457266 41.773482644492105, -87.63117685380408 41.77812837935746, -87.63655642758428 41.780972270567794))"
771,0.6853877,-0.7660948,0.09137692,0.65110314,0.7628474,0.0940086,0.8935611,-0.26464188,0.14685422,0.017825663,0.48379615,0.47299266,0.4232555,-0.4463851,-0.30740902,0.44601148,-0.4665761,0.06935185,0.3006517,-0.48895916,-0.7530884,0.7417243,0.11548285,-0.35775328,-0.23047419,-0.06622925,0.086809784,0.08123073,0.19624639,0.60907155,0.10357022,0.23094913,-0.009159207,-0.19374518,0.113973804,-0.17228156,0.58045065,-0.3543839,0.075998254,-0.0577413,-0.6419438,0.72676706,-0.09991231,0.53770053,-0.13404343,-0.59384876,0.40028852,0.5040127,0.5111707,-0.13522004,0.71922123,-0.44526768,-0.11261227,-0.10068874,-0.0928586,-0.27460754,-0.109674625,0.35798976,0.09721112,0.31164122,0.27826476,0.5905855,0.69116354,0.36434948,810400,17031810400,613181775253864447,"POLYGON ((-87.82028527095932 42.00244159126012, -87.82633038875707 42.00062355888206, -87.82696049307339 41.99596528215984, -87.82154664069051 41.9931250913133, -87.81550224456147 41.9949426644113, -87.81487097917807 41.99960088758309, -87.82028527095932 42.00244159126012))"
772,0.7485372,-3.0809283,-0.36196488,1.0345762,1.385922,0.8154258,1.5436271,-1.0723934,0.09233494,1.5973725,1.8966537,1.3152789,1.087256,1.027517,-1.2762467,2.0055525,0.61866504,-0.92811584,0.047487617,-2.0923607,0.012197584,2.399381,1.1287496,0.7996298,0.26321286,-0.081078835,-1.7622488,1.997266,1.8308464,0.040085375,1.6421134,-1.1555492,0.35224164,-0.39750865,0.6382066,1.5996466,0.29327413,-1.2889149,-0.85398376,-0.63647497,-1.4690541,0.75063837,0.3538992,1.332368,-0.7241704,-0.013361067,2.2331126,0.7828476,0.4933101,1.1670461,2.1131377,-2.2903702,-0.8633384,-0.33515266,-0.3786379,0.27321362,-0.99514276,-0.75728023,-0.58434224,2.2612534,0.28285384,1.7739569,2.0856974,0.60927916,810400,17031810400,613181775264350207,"POLYGON ((-87.82217713306692 41.98846723528512, -87.82822031709586 41.98664951664341, -87.82885003687991 41.9819920279313, -87.82343773303639 41.97915231132448, -87.81739527017469 41.98096957076588, -87.81676439002074 41.985627005961646, -87.82217713306692 41.98846723528512))"
774,18.831348,-74.35315,-10.686665,33.52235,32.33883,17.401783,37.35953,-23.238161,7.4381647,37.43686,39.07752,29.673695,23.166138,18.622969,-29.882063,47.818478,13.275817,-19.739819,-0.0065460056,-53.64375,-5.551884,61.003212,26.474394,18.705582,-1.6779461,-5.4277596,-44.352036,35.844822,36.2475,8.999317,35.463272,-23.322117,12.150355,-13.515422,15.176832,28.47249,17.569271,-30.31762,-15.773568,-14.158886,-33.858143,26.855318,8.799318,31.275885,-18.581676,-0.4974462,47.865173,18.734848,14.4461565,24.466627,60.37101,-51.923313,-17.620893,-8.653901,-4.42631,-0.42403415,-21.404043,-16.471731,-15.547467,54.99532,14.906752,48.56751,54.357098,20.097279,810400,17031810400,613181775302098943,"POLYGON ((-87.83363372995535 41.98948919476683, -87.83967642298215 41.98767087150966, -87.84030498230973 41.98301332953333, -87.83489200909835 41.980174164025605, -87.82885003687991 41.9819920279313, -87.82822031709586 41.98664951664341, -87.83363372995535 41.98948919476683))"
