eID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,BoroCT2020,GEOID,cell,geometry
193,-0.005843928,-0.72881263,0.7161242,-0.24281467,-0.45530704,-0.46969777,0.17231487,0.30212653,0.5754097,-0.42974728,-0.5897841,-0.8449743,0.052168336,0.54653984,0.6401255,-0.26749203,0.17381173,0.9049053,-0.4451098,-0.02667458,0.4159306,0.09166367,0.9206874,0.40588146,-0.7789086,0.3594238,0.45896438,0.44838196,0.14363393,0.83994204,0.18790889,-0.71323144,-0.4365014,-0.89096206,-0.6924365,0.7813401,-0.1555034,0.14598851,0.2224588,0.55535173,0.7876168,0.74616593,-0.48008227,0.07881496,-0.36548662,-0.36584708,0.7627719,-0.28742138,-0.4513471,0.61929154,-0.5975425,-0.5685089,0.6344197,-0.04106208,-0.36204365,0.68344223,-0.111356676,0.13630974,0.2719128,0.47632667,-0.31246755,-0.6615713,0.71560067,-0.078781895,2038200,36005038200,613229520930996223,"POLYGON ((-73.85805154194273 40.8873604628512, -73.86445172239986 40.886312207801275, -73.86643406372919 40.8818475856383, -73.86201713689366 40.8784315526787, -73.85561798994715 40.87947958989705, -73.85363473643922 40.883943877876746, -73.85805154194273 40.8873604628512))"
194,-0.025999855,-0.593296,0.56445354,-0.21437827,-0.4232187,-0.41419816,0.17214231,0.24815093,0.45667434,-0.38651502,-0.54213005,-0.67868733,0.019711308,0.425255,0.48979554,-0.241511,0.108659625,0.7256246,-0.3707166,-0.06555842,0.33991143,0.08541682,0.7888463,0.3586462,-0.69828993,0.2816638,0.33827195,0.3717441,0.12723659,0.7186369,0.17492485,-0.558613,-0.39739206,-0.72431827,-0.59825176,0.6774839,-0.13295582,0.11124759,0.14471602,0.45785728,0.69967425,0.6795678,-0.37998226,0.059178326,-0.26878387,-0.27883828,0.642529,-0.21065576,-0.394545,0.51633936,-0.51664734,-0.433801,0.54715264,-0.07645196,-0.31176287,0.57148504,-0.09942568,0.106694125,0.23500773,0.37538424,-0.34783432,-0.5545869,0.6157696,-0.040989492,2038301,36005038301,613229523544047615,"POLYGON ((-73.89157014751058 40.865307358122976, -73.89796674211318 40.86425746773831, -73.89994501590182 40.85979341878113, -73.89552760733066 40.85637959366291, -73.88913204475297 40.85742926560429, -73.88715285883488 40.861892981077276, -73.89157014751058 40.865307358122976))"
195,-0.1762436,-0.025801584,0.005014048,0.035272427,0.0054204185,0.022977399,0.24322972,-0.16597517,-0.13840514,0.14699684,-0.014934285,0.0934933,0.03285949,-0.25324544,-0.15315138,-0.18356268,-0.09610467,-0.026747113,0.2177637,-0.193143,0.09475244,-0.012539655,-0.0627642,0.0518016,-0.05555074,0.04583194,-0.018767556,-0.06483026,0.19137426,0.075507306,-0.085870914,0.24182327,0.060941692,0.10089454,-0.08883459,-0.12127344,-0.072404616,0.008117367,-0.21753004,-0.13958867,-0.052027285,0.010917782,0.19438863,-0.0856425,0.020711478,0.2112052,0.08156099,0.12907082,0.09417102,0.13630386,0.17827417,0.15745524,-0.069255464,0.20828724,0.1846861,-0.13910303,0.21900393,-0.1359738,-0.032135732,-0.08555824,0.045107592,0.12732413,-0.13276717,0.12892583,2038600,36005038600,613229521006493695,"POLYGON ((-73.83641903271304 40.882621628666506, -73.84281893771215 40.88157462793907, -73.84480310304517 40.8771106743182, -73.84038827496434 40.87369405592927, -73.8339894035984 40.874740839273635, -73.83200432679384 40.87920445836024, -73.83641903271304 40.882621628666506))"
196,-0.1924558,-0.35106802,0.31903636,-0.099573895,-0.1823518,-0.17752622,0.31488952,-0.05874639,0.10768701,-0.0095366975,-0.28242767,-0.26880106,0.028321149,-0.021938425,0.10227997,-0.31370208,-0.019975724,0.31240866,0.0059740213,-0.2207025,0.29561943,0.007542105,0.3353094,0.20517053,-0.37833503,0.21207641,0.1922257,0.103990115,0.24452151,0.42170638,-0.008693636,-0.037035536,-0.13142331,-0.25549614,-0.40612194,0.23621094,-0.12489114,0.063853115,-0.13570045,0.09529525,0.28368247,0.34342003,0.005660509,-0.05885848,-0.1532139,0.08663706,0.45359227,0.021742797,-0.13423395,0.39683455,-0.10276042,-0.039676324,0.24431486,0.15890658,0.015900655,0.15215391,0.174011,-0.060950246,0.101192206,0.12157267,-0.07034992,-0.16505894,0.15007344,0.14854094,2038700,36005038700,613229520972939263,"POLYGON ((-73.8807564001184 40.862942244756645, -73.88715285883488 40.861892981077276, -73.88913204475297 40.85742926560429, -73.88471568384493 40.85401514744065, -73.87832025721545 40.85506419290072, -73.87634015952041 40.85952757471387, -73.8807564001184 40.862942244756645))"
197,0.15095653,-0.25125936,0.24813268,0.017514374,0.0015702,-0.2251562,-0.164443,0.38879988,0.23971513,-0.22544412,-0.13693154,-0.5442056,0.06681721,0.5894878,0.3827235,0.07389527,0.22517236,0.42531508,-0.31594795,0.17470698,0.070529155,-0.029904697,0.4357518,-0.011139104,-0.17520145,0.12552269,0.2867161,0.210121,-0.031513598,0.19177477,0.13589928,-0.57158387,-0.22117701,-0.46650574,-0.08370575,0.4129043,0.07524675,0.019635722,0.28388068,0.4558181,0.2569557,0.30463824,-0.36343598,0.19528149,-0.22203349,-0.35256624,0.17712457,-0.23086743,-0.28245533,0.10046348,-0.38466206,-0.48762926,0.2622925,-0.15050842,-0.25030148,0.54636866,-0.24702042,0.20125228,0.005009243,0.17349492,-0.007396495,-0.42287892,0.4097841,-0.15283199,2039400,36005039400,613229521029562367,"POLYGON ((-73.86048591676042 40.89524207165506, -73.86688713103825 40.89419359870242, -73.8688695775291 40.88972849969921, -73.86445172239986 40.886312207801275, -73.85805154194273 40.8873604628512, -73.85606818290785 40.89182522767193, -73.86048591676042 40.89524207165506))"
198,0.04994186,0.137351,-0.14132033,0.12606117,0.20432694,0.04969241,-0.11072296,0.09615913,-0.1125199,0.053714994,0.16104294,-0.0466916,0.052779593,0.116762474,-0.028913729,0.123850524,0.052858587,-0.08849348,0.05026952,0.08014652,-0.12918204,-0.055088528,-0.09301132,-0.18244141,0.21532129,-0.04121375,0.047608677,-0.08846969,-0.023666315,-0.22255436,-0.0053948653,-0.06342804,0.058182072,0.049963184,0.22242765,-0.09018593,0.064288266,-0.043492347,0.059163883,0.064539894,-0.16805284,-0.072575666,-0.03538881,0.07229974,-0.011472147,-0.049144525,-0.21360032,-0.014778648,0.016333295,-0.1526028,0.045089636,-0.07297219,-0.121648796,-0.002795703,0.02747611,0.097005285,-0.08291576,0.059580635,-0.14725024,-0.09942529,0.17598447,0.021171363,-0.057732563,-0.053932894,2039600,36005039600,613229520991813631,"POLYGON ((-73.84966710606534 40.8928730731899, -73.85606818290785 40.89182522767193, -73.85805154194273 40.8873604628512, -73.85363473643922 40.883943877876746, -73.84723469347885 40.88499150571631, -73.84525042225357 40.889455936178926, -73.84966710606534 40.8928730731899))"
199,-0.18952894,-0.6053644,0.5758674,-0.30839446,-0.5562829,-0.37033767,0.4209575,-0.030938447,0.4234921,-0.26770675,-0.60734934,-0.48109886,-0.022845399,0.05426111,0.32978427,-0.44040146,-0.04692474,0.6351085,-0.17088865,-0.25290695,0.43484074,0.10363145,0.68542325,0.49671865,-0.80065626,0.3224442,0.24483207,0.28524414,0.23126169,0.79165983,0.07986952,-0.23503357,-0.32876936,-0.61126184,-0.7528789,0.55644673,-0.24952264,0.15718621,-0.02799302,0.22547087,0.72353107,0.64887124,-0.17055285,-0.10788428,-0.2107792,-0.06267601,0.76610863,-0.082102835,-0.31601882,0.6561503,-0.34212977,-0.17007773,0.5316507,0.07901638,-0.18446726,0.3120802,0.13116165,-0.046030432,0.3246444,0.37925512,-0.38797683,-0.37480524,0.44747233,0.10700115,2040501,36005040501,613229520954064895,"POLYGON ((-73.88319336621618 40.87082103273747, -73.88959085732895 40.8697715507676, -73.89157014751058 40.865307358122976, -73.88715285883488 40.861892981077276, -73.8807564001184 40.862942244756645, -73.87877619779475 40.86740610374234, -73.88319336621618 40.87082103273747))"
200,-0.1676807,-0.4922097,0.50419515,-0.22843884,-0.37615746,-0.2811421,0.33623713,-0.019034024,0.32081932,-0.1681307,-0.438154,-0.42500263,0.06499727,0.081675604,0.3036294,-0.3551155,0.005475858,0.5212928,-0.10831885,-0.18402088,0.3617073,0.06368912,0.54979914,0.3847295,-0.6055651,0.27715507,0.24690919,0.22503206,0.22019137,0.6352369,0.027201641,-0.2134437,-0.19927306,-0.5094135,-0.5864061,0.44249436,-0.19920734,0.14355417,-0.014869912,0.18168108,0.52268964,0.50593126,-0.1277381,-0.03251675,-0.2285698,-0.025051251,0.6309033,-0.07531142,-0.23920529,0.54866374,-0.24306697,-0.18109149,0.4090002,0.14198712,-0.092028834,0.25453794,0.16465531,-0.022433277,0.25525945,0.3198204,-0.19899394,-0.30731118,0.3538697,0.091990985,2040701,36005040701,613229520951967743,"POLYGON ((-73.8856311559173 40.8787005566051, -73.89202967973577 40.877650856273455, -73.8940090741312 40.87318618654065, -73.88959085732895 40.8697715507676, -73.88319336621618 40.87082103273747, -73.88121305931345 40.87528536881228, -73.8856311559173 40.8787005566051))"
201,-0.2071841,-0.6358012,0.6475525,-0.39094526,-0.59697485,-0.38779694,0.45382732,-0.050530046,0.46969453,-0.3188295,-0.65732396,-0.5316324,0.043485925,0.070346214,0.3838333,-0.43981603,-0.037268683,0.6592477,-0.17774603,-0.3028811,0.45251957,0.12023174,0.7864287,0.57577515,-0.87765586,0.31960726,0.2701632,0.27143443,0.23755205,0.8881724,0.102312535,-0.25765833,-0.30532476,-0.6604379,-0.83820397,0.64309275,-0.28891966,0.18447255,-0.0103891,0.22885227,0.80117553,0.74075615,-0.19806187,-0.065864466,-0.24449047,-0.030660052,0.8440656,-0.056442376,-0.34916356,0.74291784,-0.34369698,-0.15166287,0.6014134,0.09255178,-0.2106919,0.32995266,0.1681398,-0.036453854,0.37271506,0.42387745,-0.4306182,-0.42336813,0.5272862,0.124281585,2041500,36005041500,613229520962453503,"POLYGON ((-73.8748146717214 40.87633444208812, -73.88121305931345 40.87528536881228, -73.88319336621618 40.87082103273747, -73.87877619779475 40.86740610374234, -73.87237884297039 40.86845495888054, -73.87039762391328 40.87291896112166, -73.8748146717214 40.87633444208812))"
202,-0.64586353,-0.5949707,0.49979135,-0.18427476,-0.34471545,-0.13413,0.99883366,-0.59213775,-0.046369918,0.29264826,-0.46835688,-0.058489036,0.06350945,-0.7478227,-0.14147179,-0.83310187,-0.30366322,0.27674112,0.41970873,-0.7089708,0.575754,0.070392795,0.28913417,0.5054436,-0.65897816,0.36109617,0.17931846,0.039357096,0.6961166,0.796512,-0.19952448,0.54217976,-0.005428238,-0.08501897,-0.84666425,0.010180748,-0.41127267,0.14000608,-0.64925873,-0.27824864,0.29516515,0.4008431,0.43284604,-0.3378997,-0.121944666,0.6385087,0.8751256,0.31887868,0.0974933,0.8625019,0.27393886,0.4420442,0.19636971,0.6928438,0.41730496,-0.2680352,0.75453573,-0.4093592,0.17248613,0.0668133,-0.04186651,0.12649375,-0.16812852,0.4690233,2041900,36005041900,613229520960356351,"POLYGON ((-73.87725132381568 40.88421466117023, -73.88365074448505 40.88316536968552, -73.8856311559173 40.8787005566051, -73.88121305931345 40.87528536881228, -73.8748146717214 40.87633444208812, -73.87283334776943 40.88079892133577, -73.87725132381568 40.88421466117023))"
203,0.36770475,-0.3748953,0.43387583,-0.2707477,-0.4579677,-0.50311846,-0.36625886,0.64752674,0.70229733,-0.8250205,-0.5396499,-0.89409995,-0.045052715,0.98732644,0.7300806,0.21410593,0.29473674,0.7712633,-0.76334816,0.29808137,0.07056794,0.13577846,0.9433604,0.21034113,-0.61336666,0.1208795,0.30732122,0.4321202,-0.2920306,0.49176794,0.41625357,-1.0750052,-0.55971384,-0.9971489,-0.31465656,0.9300366,-0.0059049143,0.097543485,0.63398796,0.78920335,0.8387936,0.8014028,-0.8268365,0.256264,-0.2845186,-0.7801874,0.28736922,-0.4902477,-0.63384,0.15506485,-0.88461936,-0.7856589,0.69249845,-0.59373236,-0.76823014,0.947193,-0.62216663,0.39060652,0.20321314,0.47263622,-0.59930426,-0.82208604,0.9413755,-0.37887368,2042000,36005042000,613229520989716479,"POLYGON ((-73.85210034121283 40.900755376500626, -73.85850245224776 40.89970731323317, -73.86048591676042 40.89524207165506, -73.85606818290785 40.89182522767193, -73.84966710606534 40.8928730731899, -73.84768272899674 40.89733798041064, -73.85210034121283 40.900755376500626))"
204,-0.31176037,-0.86373526,0.9110246,-0.3954578,-0.6613706,-0.43991336,0.59396803,-0.0825421,0.5598221,-0.29399368,-0.716958,-0.67702025,0.12160936,0.07782153,0.5289424,-0.6099274,-0.014809584,0.91971886,-0.20842083,-0.31488064,0.6512097,0.1586717,0.94956744,0.7001514,-1.0403904,0.43395597,0.419565,0.41173056,0.3694137,1.1672629,0.031315982,-0.358349,-0.32813245,-0.81586295,-1.0298733,0.7435827,-0.36589354,0.19827011,-0.052682728,0.28423807,0.9080381,0.850035,-0.19396509,-0.08199548,-0.35846132,-0.027459726,1.068309,-0.1379053,-0.3656633,0.98803216,-0.40816364,-0.26771304,0.6821909,0.3029866,-0.13462111,0.38451043,0.3182179,-0.07869758,0.42056677,0.56139094,-0.3690466,-0.53473914,0.5841823,0.13343649,2042000,36005042000,613229521027465215,"POLYGON ((-73.86292111480884 40.90312441607016, -73.86932336321753 40.90207572514365, -73.87130591482051 40.89761014938389, -73.86688713103825 40.89419359870242, -73.86048591676042 40.89524207165506, -73.85850245224776 40.89970731323317, -73.86292111480884 40.90312441607016))"
205,-0.16991037,0.24711418,-0.1802125,-0.07129673,-0.07578762,0.06576055,0.13218237,-0.26715317,-0.14948156,0.013898351,-0.0001700804,0.25499138,-0.058248207,-0.33723906,-0.2898934,-0.06296417,-0.1864199,-0.25128445,0.2516361,-0.18583441,-0.013074881,0.060864706,-0.17211019,-0.02338244,0.011560624,-0.0693738,-0.17526142,-0.21113893,0.017288847,-0.09238589,-0.052884724,0.3306977,0.08452004,0.23226415,0.02119321,-0.19805945,-0.11015551,-0.01305681,-0.20158847,-0.25205153,-0.027795145,0.057253722,0.18662867,-0.15035829,0.09691988,0.20519353,-0.13227627,0.15217899,0.062437054,-0.036993224,0.17704548,0.30412278,-0.06393886,0.026266322,0.04269466,-0.2217277,0.10143082,-0.09819824,-0.016980307,-0.10359318,-0.12538429,0.20520936,-0.15787932,0.11419411,2042800,36005042800,613229520985522175,"POLYGON ((-73.84128075580054 40.89838541611726, -73.84768272899674 40.89733798041064, -73.84966710606534 40.8928730731899, -73.84525042225357 40.889455936178926, -73.8388494833111 40.89050315436043, -73.83686419404046 40.89496772704822, -73.84128075580054 40.89838541611726))"
206,-0.0897251,0.10015364,-0.081586376,-0.056524843,-0.05828175,0.05944006,0.107306235,-0.14381316,-0.078329355,0.06782267,0.01733827,0.14838764,0.013183645,-0.19568972,-0.118205376,-0.09071856,-0.13727596,-0.10834133,0.16893518,-0.06632627,-0.015677815,-0.0018104796,-0.084268965,0.06357163,-0.04397198,-0.03559364,-0.12698857,-0.08690974,-0.0121938065,-0.01869684,-0.054851815,0.1805023,0.060252342,0.1179578,-0.020269455,-0.07495964,-0.05249867,-0.00094654283,-0.090157636,-0.162768,0.0026412075,-0.026047666,0.13427415,-0.072157726,0.08269002,0.12430414,-0.0061357836,0.082192786,0.036432058,0.038154226,0.1331994,0.14087763,-0.04317648,0.05666606,0.03505354,-0.14040864,0.11817232,-0.06307086,0.07325503,-0.013179933,-0.06427473,0.11210699,-0.041982856,0.06712298,2043101,36005043101,613229521025368063,"POLYGON ((-73.87968879966195 40.89209561588852, -73.8860892537184 40.89104610612373, -73.88806976963052 40.886580816121246, -73.88365074448505 40.88316536968552, -73.87725132381568 40.88421466117023, -73.87526989501832 40.88867961734084, -73.87968879966195 40.89209561588852))"
207,-0.23385692,-0.5490626,0.5549222,-0.20627607,-0.4542764,-0.31456673,0.45997837,-0.08354539,0.31844974,-0.18111418,-0.49776256,-0.3688509,0.035341594,-0.037246242,0.2528832,-0.4563044,-0.05885606,0.59051377,-0.047025863,-0.25952742,0.42512482,0.10259121,0.5584471,0.45556837,-0.71031964,0.2741966,0.2093362,0.2848049,0.3025967,0.772235,0.015157949,-0.14775766,-0.24436538,-0.47733733,-0.6788594,0.40732795,-0.24935357,0.13936523,-0.12885451,0.15090597,0.57412827,0.5208911,-0.06922892,-0.09854681,-0.17008293,0.032912932,0.708323,-0.04123909,-0.18736352,0.6445653,-0.23359387,-0.11907025,0.3993373,0.19674917,-0.056124892,0.19363351,0.21364307,-0.080707096,0.261199,0.29077438,-0.29499793,-0.27860826,0.36361915,0.1237712,2043400,36005043400,613229520998105087,"POLYGON ((-73.84371285058955 40.90626841369861, -73.85011585834997 40.90522076039584, -73.85210034121283 40.900755376500626, -73.84768272899674 40.89733798041064, -73.84128075580054 40.89838541611726, -73.83929536037004 40.90285046548022, -73.84371285058955 40.90626841369861))"
208,0.2616876,-0.20697014,0.24267942,-0.13747612,-0.24850176,-0.3213158,-0.27367115,0.46197748,0.44182914,-0.5378536,-0.30790073,-0.59849703,-0.02683556,0.6951126,0.4767573,0.18334585,0.20097987,0.4841273,-0.4891706,0.22642381,0.0060997633,0.07391462,0.5950799,0.089796826,-0.35526323,0.06030282,0.19666135,0.2611023,-0.20152001,0.24466354,0.27971482,-0.7284001,-0.3679836,-0.63907146,-0.13657443,0.5793903,0.011155204,0.05068267,0.4413517,0.54162383,0.52240473,0.51102614,-0.55774206,0.18219143,-0.17820257,-0.5382457,0.11878443,-0.33103862,-0.42079428,0.060523123,-0.5818117,-0.541414,0.4168216,-0.40658212,-0.518095,0.6507157,-0.45138127,0.2741197,0.097411335,0.2890645,-0.36500648,-0.54628277,0.6093926,-0.26610315,2043400,36005043400,613229527245520895,"POLYGON ((-73.85453439932988 40.90863841541001, -73.86093754486765 40.90759013432196, -73.86292111480884 40.90312441607016, -73.85850245224776 40.89970731323317, -73.85210034121283 40.900755376500626, -73.85011585834997 40.90522076039584, -73.85453439932988 40.90863841541001))"
209,-0.7325536,-0.38951337,0.32891724,-0.14225467,-0.3835016,0.030014256,1.0846189,-0.8232276,-0.23728362,0.43708542,-0.3087554,0.36629665,0.04219287,-1.1636766,-0.378545,-0.8827827,-0.46625257,0.097403415,0.67674124,-0.7723347,0.5766489,0.093443885,-0.017415147,0.50926876,-0.5825877,0.24479453,-0.0672531,-0.0622869,0.7038529,0.72514284,-0.29107285,0.91909903,0.1280038,0.20655797,-0.76908475,-0.285064,-0.44036314,0.109636575,-0.82776886,-0.5973566,0.120685846,0.16095237,0.7026364,-0.47691673,0.05579562,0.8281966,0.7109734,0.43940637,0.31219712,0.798543,0.5306725,0.7454799,0.008700628,0.8176291,0.5886844,-0.65617853,0.91461647,-0.57410413,0.20604841,-0.03021496,-0.09323197,0.41528752,-0.39472145,0.5338313,2044901,36005044901,613229521019076607,"POLYGON ((-73.87130591482051 40.89761014938389, -73.87770726606868 40.896561048898484, -73.87968879966195 40.89209561588852, -73.87526989501832 40.88867961734084, -73.8688695775291 40.88972849969921, -73.86688713103825 40.89419359870242, -73.87130591482051 40.89761014938389))"
210,-0.036538452,0.40640256,-0.18479942,-0.24156696,-0.1208535,0.09242448,-0.16555265,-0.21453804,-0.039027166,-0.13702151,0.078329705,0.2626365,-0.12331599,-0.12068585,-0.22008021,0.11309583,-0.11573055,-0.23111606,0.100847155,0.005359583,-0.030877346,0.058790404,-0.17597964,-0.08639234,0.051639065,-0.15043259,-0.21473421,-0.29259858,-0.28057548,-0.17884691,-0.066992655,0.20472954,0.11038104,0.22596645,0.12637363,-0.044658355,-0.002220972,-0.020602997,-0.009548868,-0.2255418,0.0216466,0.060806107,0.05321167,-0.11327143,0.019716164,0.078576714,-0.23290034,0.024281945,-0.073747,-0.23663312,0.019436402,0.20560531,0.091742516,-0.23827043,-0.19434668,-0.18887755,-0.07934316,0.030908521,0.1126178,0.03519093,-0.20273985,0.09728845,0.0012937412,0.074867845,2044901,36005044901,613229521031659519,"POLYGON ((-73.87374307601237 40.905492534453735, -73.88014546132958 40.904443215770065, -73.88212709966918 40.89997730600446, -73.87770726606868 40.896561048898484, -73.87130591482051 40.89761014938389, -73.86932336321753 40.90207572514365, -73.87374307601237 40.905492534453735))"
211,0.06719625,0.15897071,-0.17686018,0.14694525,0.20027897,0.062973954,-0.10168732,0.083589815,-0.11425721,0.037002865,0.14956626,0.00034208893,0.025292154,0.06843248,-0.07819615,0.16345643,0.03564284,-0.10862731,0.07238005,0.04415915,-0.1516482,-0.039049752,-0.11461502,-0.18482544,0.22599845,-0.05079026,0.021552563,-0.10142812,-0.0020582292,-0.2525828,0.015583032,-0.016233647,0.059620757,0.07144708,0.23869997,-0.14218593,0.053286344,-0.029887898,0.0342457,0.036803216,-0.16533752,-0.09468785,-0.037291463,0.059177276,0.018787898,-0.06000495,-0.26710373,0.0114779705,0.070306554,-0.16990799,0.08607415,-0.043439336,-0.1515865,-0.009175628,0.036618274,0.069089115,-0.09079778,0.017524349,-0.18457799,-0.13317257,0.14106317,0.06651608,-0.08947165,-0.07608603,2045600,36005045600,613229520763224063,"POLYGON ((-73.79801430749845 40.88889637389352, -73.80441572469319 40.88785144744543, -73.80640374844587 40.883387879409064, -73.80199126590341 40.87996957302541, -73.79559088320501 40.88101428284588, -73.79360194866666 40.885477515647956, -73.79801430749845 40.88889637389352))"
212,0.20959952,-0.21553779,0.20089063,0.014544484,-0.038270347,-0.2484088,-0.26807198,0.4669055,0.25917843,-0.31480268,-0.13785537,-0.5882659,0.040863466,0.702491,0.43700534,0.13480687,0.21985929,0.44329986,-0.4313702,0.24898492,0.040849235,-0.0295417,0.4861847,-0.048923694,-0.16914964,0.099737816,0.29718846,0.21923757,-0.12275609,0.16094442,0.21394135,-0.6792855,-0.28171155,-0.4834179,-0.051405337,0.4873908,0.08406455,-0.0017723099,0.35627005,0.5110039,0.29677567,0.3784041,-0.45766196,0.20374088,-0.21782902,-0.4459699,0.11688897,-0.27956745,-0.33729988,0.014485331,-0.48896354,-0.54756653,0.29440543,-0.26300064,-0.345687,0.6247291,-0.36428785,0.2525799,0.0005950351,0.20157102,-0.08232738,-0.4658645,0.47943643,-0.21200465,2045600,36005045600,613229520996007935,"POLYGON ((-73.83046235914782 40.896014535292366, -73.83686419404046 40.89496772704822, -73.8388494833111 40.89050315436043, -73.83443384965106 40.88708572459548, -73.82803304907321 40.88813231553889, -73.82604684795447 40.892596553518224, -73.83046235914782 40.896014535292366))"
213,0.4473562,-0.99168384,1.0554444,-0.46631604,-0.82960737,-0.9000013,-0.31645906,0.9435953,1.2203116,-1.1568713,-0.9266471,-1.507867,-0.020394197,1.5054282,1.3746451,0.07305733,0.4383724,1.5293901,-1.2097725,0.45979396,0.38727766,0.1698309,1.6597738,0.533524,-1.1461738,0.3878329,0.68171686,0.833744,-0.27539042,1.1132787,0.56523454,-1.737554,-0.8866876,-1.7073616,-0.8026513,1.5697436,-0.08197484,0.2614354,0.8962961,1.2438152,1.392941,1.2062975,-1.2728499,0.38015836,-0.59313285,-1.1349465,0.927826,-0.78438705,-0.98553395,0.6033452,-1.4119465,-1.3543725,1.2194977,-0.6647954,-1.1030257,1.4313929,-0.7518582,0.54328394,0.4647136,0.99053097,-0.763532,-1.3296759,1.5447209,-0.47665316,2045600,36005045600,613229521507713023,"POLYGON ((-73.80882913442213 40.89127001380784, -73.81523069131383 40.89022446019309, -73.81721780392664 40.88576055709761, -73.8128042709015 40.88234254264629, -73.80640374844587 40.883387879409064, -73.80441572469319 40.88785144744543, -73.80882913442213 40.89127001380784))"
214,0.18859212,-0.18510029,0.19114013,-0.04213113,-0.08321105,-0.18494485,-0.17396294,0.33114138,0.2869486,-0.30478266,-0.15738833,-0.44569078,0.02485179,0.48724434,0.33933428,0.14495309,0.17291199,0.3723848,-0.29842213,0.14861205,0.0026081435,0.013462171,0.4035228,0.03029316,-0.18140435,0.07212203,0.20382152,0.15526235,-0.0693826,0.15376046,0.15974475,-0.50175095,-0.20466277,-0.45457473,-0.065960325,0.3740416,0.03129864,0.043427426,0.30216497,0.39274096,0.29772735,0.28535476,-0.38858783,0.15475753,-0.16401671,-0.36761352,0.08462099,-0.2161889,-0.23490737,0.0655058,-0.33471492,-0.41147238,0.24948665,-0.19585164,-0.29343787,0.46784663,-0.27796385,0.15630536,0.015153414,0.1787039,-0.11900029,-0.36150217,0.38702047,-0.1873477,2045600,36005045600,613229521511907327,"POLYGON ((-73.81964515183006 40.89364273439836, -73.82604684795447 40.892596553518224, -73.82803304907321 40.88813231553889, -73.82361846567547 40.884714593293815, -73.81721780392664 40.88576055709761, -73.81523069131383 40.89022446019309, -73.81964515183006 40.89364273439836))"
215,-0.052493863,-0.3558687,0.44052845,-0.38234296,-0.5809602,-0.35574648,0.14676158,0.038249344,0.46597207,-0.456809,-0.5301292,-0.39977482,-0.086581945,0.20534444,0.33790395,-0.20328592,-0.03250349,0.54774415,-0.26682228,-0.082513735,0.30148798,0.13865973,0.6368795,0.38791183,-0.7006952,0.18245755,0.13836141,0.21712689,-0.028121267,0.63173777,0.12533218,-0.3468881,-0.31199163,-0.55121875,-0.55502397,0.6104347,-0.17625241,0.14356595,0.11694036,0.25218293,0.73496485,0.63749033,-0.30619588,-0.059801385,-0.18596107,-0.19031906,0.52569944,-0.16855323,-0.38286394,0.39942163,-0.46541414,-0.21294639,0.57840145,-0.19805166,-0.38938254,0.3364472,-0.10381155,0.07721228,0.35679784,0.42475125,-0.51416224,-0.41840425,0.57125556,0.0219077,2045800,36005045800,613229520987619327,"POLYGON ((-73.8388494833111 40.89050315436043, -73.84525042225357 40.889455936178926, -73.84723469347885 40.88499150571631, -73.84281893771215 40.88157462793907, -73.83641903271304 40.882621628666506, -73.83443384965106 40.88708572459548, -73.8388494833111 40.89050315436043))"
216,-0.11401986,0.1557011,0.13258126,-0.531448,-0.46291402,-0.097650036,-0.029609673,-0.26334143,0.24884412,-0.37278527,-0.23175988,0.027518291,-0.1583699,-0.03707242,-0.036467955,-0.02642567,-0.10520514,0.07474199,-0.0450667,-0.10696734,0.2016448,0.15537658,0.18708058,0.17039633,-0.34547845,-0.023708567,-0.08989697,-0.2216484,-0.25923944,0.229008,-0.023304822,0.057023387,-0.030542672,-0.094168,-0.2525965,0.2904318,-0.13906822,0.06458667,0.041583017,-0.11429346,0.42357334,0.43104255,-0.10167262,-0.15532072,-0.13247602,0.039283708,0.1371802,-0.033937063,-0.28857002,0.056426287,-0.20136088,0.14593208,0.4503626,-0.3009287,-0.37842724,-0.05939243,-0.061413784,0.06453486,0.32111278,0.28405863,-0.43618095,-0.13775584,0.27836397,0.13997418,2046203,36005046203,613229521002299391,"POLYGON ((-73.82560456022033 40.88025083207389, -73.83200432679384 40.87920445836024, -73.8339894035984 40.874740839273635, -73.82957562506105 40.871323928580544, -73.82317689218156 40.872370085135366, -73.82119090425914 40.876833369512376, -73.82560456022033 40.88025083207389))"
